velocity_m/s,acceleration_m/s^2
8.0038810256958,-0.000469725902099605
7.0458876788330045,-0.00025103128735033995
6.582342717285153,-0.00014989327778425416
6.412376231384288,-8.724731066211703e-05
6.242409745483399,-0.00010044311192804317
6.087894545135487,-0.00012555857397324063
5.995185552825927,-4.2861004537078356e-05
5.856121851196294,-0.00016450329636258446
5.717057936401359,-8.742007761396139e-05
5.624348944091798,-0.00017471659328063718
5.547091450500494,-9.407305155725554e-05
5.5161884530639576,-1.797731089965809e-05
5.299867471008301,-0.00012229496702429295
4.882676792449962,-0.00019457719381240154
4.589098103637697,-0.00022622984946215894
