velocity_m/s,acceleration_m/s^2
11.743146273498517,-0.00038184014037297956
10.970570911254867,-6.5495579166062e-05
10.769701427917466,-8.225132397554405e-05
10.429768456115713,-0.0003220180351148502
10.120738055419935,-0.00023411490885413445
9.99712563934328,-0.00011810062714596442
9.904416647033695,-0.00013683984104735885
9.842610652160648,-3.0431312098977224e-05
9.734450161132807,-0.00012871779563982484
9.56448367523192,-0.0001453574667757386
9.471774682922359,-4.6929381072910204e-05
9.440871685485845,-3.5996502546901485e-05
9.409968688049332,-2.6594662165672435e-05
9.317259695739747,-6.980573172923259e-05
8.6219418270874,-0.0006571614833184682
7.911172033386238,-0.00011836504135351653
7.663948053894046,-0.00017240118365640262
