velocity_m/s,acceleration_m/s^2
12.392110498657237,-0.00042332938091214033
11.619534283752445,-0.00034268737962176517
11.3259553817749,-0.00023536174742210228
11.155988895874012,-0.00028243409690657687
11.001473908691402,-0.000148304726749911
10.800604425354003,-0.00042332873200723217
10.615186440734856,-4.120399658201674e-05
10.151641052856448,-0.00037508733802979667
9.703547163696292,-1.6861545457106674e-05
9.193647279663093,-0.00025270212956828746
8.699198894348147,-5.819773528533549e-05
8.637392899475099,-0.0002033091936613681
8.544683907165513,-0.00022976206272511487
