velocity_m/s,acceleration_m/s^2
9.209099204711908,-0.00010182206733611947
9.14729320983886,-9.407305155718524e-05
9.085487214965811,-0.00010190600968347286
9.023681220092762,-4.435306413568044e-05
8.915520729064923,-0.00012033877506433674
8.807359811706524,-0.00018872319857767727
8.745553390502916,-9.779429568516818e-05
8.560135405883795,-0.00033033669093021753
8.343814423828135,-0.00012869546043320874
8.235653932800297,-9.652159532491811e-05
8.081138945617663,-0.00045113864870840266
7.9111724597167985,-0.0004072882693444896
7.803011968688981,-0.0001747577611867728
7.663948480224605,-0.00033288686646170144
7.447627071838366,-0.0005172067618270101
7.184951167297358,-0.0006119405432974834
6.891372691650394,-0.0003497792579119631
