velocity_m/s,acceleration_m/s^2
8.621941400756842,-0.00034657567218527387
8.482877912292489,-0.00015970541310867463
8.390168919982905,-0.00028438341199258304
8.328362925109857,-0.00015336475154597095
8.297459927673344,-1.5290943808269742e-05
7.5248845654296925,-0.0007311674201114387
6.690503421478272,-0.0008754366053940558
6.597794429168712,-0.00024526526799263144
6.520536722412127,-0.0004446474451298453
6.381473020782472,-6.243047010634868e-05
6.041539835815416,-0.0001552684960605584
5.624349157257077,-0.00019733742062310206
