velocity_m/s,acceleration_m/s^2
8.699198894348147,-1.4733252651496137e-05
8.390168919982905,-0.0001335813789771289
7.633045482788069,-0.0002823480807357094
7.107694100036611,-7.532775283803401e-05
6.829566909942626,-0.00026364505653915727
6.55143993301392,-0.000271675639728913
6.474182226257335,-8.143082328461962e-05
6.412376018219008,-9.402577955389681e-05
6.2115065348816065,-0.0002913998567040642
5.97973405410767,-0.00013011824295849588
5.763412645721431,-0.00025045241175980607
5.608897445373541,-9.407305155711764e-05
