velocity_m/s,acceleration_m/s^2
13.782746662292489,-0.00018814653571761015
13.272846778259286,-0.0004940715235378718
12.886558457641602,-0.0003762973974684226
12.793849039001458,-0.0001872883097330536
12.701140046691897,-0.00016852466585850798
12.515722062072753,-0.0003155368561979242
12.299401506347653,-0.0003495155223734652
12.144886092834485,-0.00010409502518502366
11.882210188293476,-0.0002270353018789502
11.480470795288092,-0.00027869567765242135
11.1250858984375,-0.00023527215406564028
10.846958921508794,-0.00013987212418228797
10.537928947143552,-0.00016689287544477462
10.136189554138168,-0.0002196713971934392
9.811707654724112,-0.00019462076658176758
9.641741168823245,-0.0002878043998744982
