velocity_m/s,acceleration_m/s^2
10.476122952270504,-0.00010187801352699034
9.641741595153803,-0.00033734288368944873
8.961875225219714,-2.604002311903362e-05
8.591038829650888,-0.00021009480725112063
8.034784023132335,-0.0003000296926300122
7.772108118591305,-0.0001745932058560918
7.710302550048816,-6.761957281267758e-05
7.663948053894024,-0.00012299870156057572
7.602142059020975,-0.00013583547738880812
7.555787562866206,-1.9381530321499442e-05
7.3549180795288045,-0.00020072266120550603
7.123146025085449,-8.888685743963428e-05
7.045888105163586,-5.064059609519739e-05
6.9222756890869075,-0.0001138931109454347
