Var1,accelerator_pedal,speed,mcc_state,fr_telem,crz_pwr_mode,crz_spd_mode,crz_pwr_setpt,crz_spd_setpt,eco,main_telem,foot_brake,regen_brake,motor_current,motor_power,mc_status,driver_eStop,external_eStop,crash,discharge_enable,discharge_enabled,charge_enable,charge_enabled,isolation,mcu_hv_en,mcu_stat_fdbk,mppt_contactor,motor_controller_contactor,low_contactor,dcdc_current,dcdc_deg,use_dcdc,supplemental_current,supplemental_voltage,supplemental_deg,use_supp,est_supplemental_soc,bms_mpio1,park_brake,air_temp,brake_temp,dcdc_temp,mainIO_temp,motor_controller_temp,motor_temp,road_temp,l_turn_led_en,r_turn_led_en,brake_led_en,headlights_led_en,hazards,main_5V_bus,main_12V_bus,main_24V_bus,main_5V_current,main_12V_current,main_24V_current,bms_can_heartbeat,hv_can_heartbeat,mainIO_heartbeat,mcc_can_heartbeat,mppt_can_heartbeat,mppt_mode,mppt_current_out,string1_temp,string2_temp,string3_temp,string1_V_in,string2_V_in,string3_V_in,string1_I_in,string2_I_in,string3_I_in,pack_temp,pack_internal_temp,pack_current,pack_voltage,pack_power,populated_cells,soc,soh,pack_amphours,adaptive_total_capacity,fan_speed,pack_resistance,bms_input_voltage,bps_fault,voltage_failsafe,current_failsafe,relay_failsafe,cell_balancing_active,charge_interlock_failsafe,thermistor_b_value_table_invalid,input_power_supply_failsafe,discharge_limit_enforcement_fault,charger_safety_relay_fault,internal_hardware_fault,internal_heatsink_fault,internal_software_fault,highest_cell_voltage_too_high_fault,lowest_cell_voltage_too_low_fault,pack_too_hot_fault,high_voltage_interlock_signal_fault,precharge_circuit_malfunction,abnormal_state_of_charge_behavior,internal_communication_fault,cell_balancing_stuck_off_fault,weak_cell_fault,low_cell_voltage_fault,open_wiring_fault,current_sensor_fault,highest_cell_voltage_over_5V_fault,cell_asic_fault,weak_pack_fault,fan_monitor_fault,thermistor_fault,external_communication_fault,redundant_power_supply_fault,high_voltage_isolation_fault,input_power_supply_fault,charge_limit_enforcement_fault,cell_group1_voltage,cell_group2_voltage,cell_group3_voltage,cell_group4_voltage,cell_group5_voltage,cell_group6_voltage,cell_group7_voltage,cell_group8_voltage,cell_group9_voltage,cell_group10_voltage,cell_group11_voltage,cell_group12_voltage,cell_group13_voltage,cell_group14_voltage,cell_group15_voltage,cell_group16_voltage,cell_group17_voltage,cell_group18_voltage,cell_group19_voltage,cell_group20_voltage,cell_group21_voltage,cell_group22_voltage,cell_group23_voltage,cell_group24_voltage,cell_group25_voltage,cell_group26_voltage,cell_group27_voltage,cell_group28_voltage,cell_group29_voltage,cell_group30_voltage,cell_group31_voltage,lat,lon,elev
1713131340002,0,21.9136009216309,3,0,0,0,0.0676434710621834,0,0,1,0,0.517948746681213,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.43692302703857,0,1,0.13054946064949,3.22263741493225,0,0,0,0,0,-10000,-10000,-10000,50.8442840576172,-10000,-10000,-10000,0,0,0,0,0,4.97476863861084,12.423529624939,24.7141399383545,0.0161172170192003,0.781685054302216,0.362637400627136,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0.300000011920929,100,30.0000019073486,31,60.5,58,29.6000003814697,48.7000007629395,3,311,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.21720004081726,3.22129988670349,3.22099995613098,3.21989989280701,3.22259998321533,3.22250008583069,3.22129988670349,3.22169995307922,3.22639989852905,3.21979999542236,3.22399997711182,3.22460007667542,3.22480010986328,3.22510004043579,3.22760009765625,3.22329998016357,3.22560000419617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1001,-1001,-1001
1713131340052,0,21.9136009216309,3,0,0,0,0.0676434710621834,0,0,1,0,0.517948746681213,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.23384618759155,0,1,0.116043962538242,3.22102570533752,0,0,0,0,0,-10000,-10000,-10000,50.8776092529297,-10000,-10000,-10000,0,0,0,0,0,4.97238254547119,12.4401683807373,24.5900363922119,0.0967033058404922,0.894505560398102,0.0483516529202461,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0.300000011920929,100.099998474121,30.0300006866455,31,60.5,58,29.6000003814697,48.7000007629395,3,311,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.21720004081726,3.22129988670349,3.22099995613098,3.21989989280701,3.22259998321533,3.22250008583069,3.22129988670349,3.22169995307922,3.22639989852905,3.21979999542236,3.22399997711182,3.22460007667542,3.22480010986328,3.22510004043579,3.22760009765625,3.22329998016357,3.22560000419617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1001,-1001,-1001
1713131340103,0,21.9136009216309,3,0,0,0,0.0673992708325386,0,0,1,0,0.517948746681213,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.23384618759155,0,1,0.116043962538242,3.22102570533752,0,0,0,0,0,-10000,-10000,-10000,50.7776947021484,-10000,-10000,-10000,0,0,0,0,0,4.9652247428894,12.4290761947632,24.6964111328125,0.00805860850960016,1.31355321407318,0.910622835159302,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0.300000011920929,100.099998474121,30.0300006866455,31,60.5,58,29.6000003814697,48.7000007629395,3,311,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.21720004081726,3.22129988670349,3.22099995613098,3.21989989280701,3.22259998321533,3.22250008583069,3.22129988670349,3.22169995307922,3.22639989852905,3.21979999542236,3.22399997711182,3.22460007667542,3.22480010986328,3.22510004043579,3.22760009765625,3.22329998016357,3.22560000419617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1001,-1001,-1001
1713131340153,0,21.9136009216309,3,0,0,0,0.0673992708325386,0,0,1,0,0.517948746681213,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.45142841339111,0,1,0.116043962538242,3.22263741493225,0,0,0,0,0,-10000,-10000,-10000,50.711181640625,-10000,-10000,-10000,0,0,0,0,0,4.97476863861084,12.4401683807373,24.6166305541992,0.112820520997047,4.96410274505615,0.354578763246536,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0.300000011920929,100.099998474121,30.0300006866455,31,60.5,58,29.6000003814697,48.7000007629395,3,311,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.21720004081726,3.22129988670349,3.22099995613098,3.21989989280701,3.22259998321533,3.22250008583069,3.22129988670349,3.22169995307922,3.22639989852905,3.21979999542236,3.22399997711182,3.22460007667542,3.22480010986328,3.22510004043579,3.22760009765625,3.22329998016357,3.22560000419617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1001,-1001,-1001
1713131340204,0,21.9136009216309,3,0,0,0,0.0673992708325386,0,0,1,0,0.517948746681213,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.45142841339111,0,1,0.116043962538242,3.22263741493225,0,0,0,0,0,-10000,-10000,-10000,50.5121002197266,-10000,-10000,-10000,0,0,0,0,0,4.97715473175049,12.4068918228149,24.6609535217285,0.0725274831056595,3.76337027549744,0.145054966211319,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0.300000011920929,100.099998474121,30.0300006866455,31,60.5,58,29.6000003814697,48.7000007629395,3,311,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.21720004081726,3.22129988670349,3.22099995613098,3.21989989280701,3.22259998321533,3.22250008583069,3.22129988670349,3.22169995307922,3.22639989852905,3.21979999542236,3.22399997711182,3.22460007667542,3.22480010986328,3.22510004043579,3.22760009765625,3.22329998016357,3.22560000419617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1001,-1001,-1001
1713131340265,0,21.9136009216309,3,0,0,0,0.0673992708325386,0,0,1,0,0.484737515449524,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.45142841339111,0,1,0.116043962538242,3.2194139957428,0,0,0,0,0,-10000,-10000,-10000,50.8442840576172,-200.769668579102,-10000,-10000,0,0,0,0,0,4.9699969291687,12.4346227645874,24.6166305541992,0.0805860832333565,0.499633759260178,0.0967033058404922,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0.300000011920929,100.099998474121,30.0300006866455,31,60.5,58,29.6000003814697,48.7000007629395,3,311,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.21720004081726,3.22129988670349,3.22099995613098,3.21989989280701,3.22259998321533,3.22250008583069,3.22129988670349,3.22169995307922,3.22639989852905,3.21979999542236,3.22399997711182,3.22460007667542,3.22480010986328,3.22510004043579,3.22760009765625,3.22329998016357,3.22560000419617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1001,-1001,-1001
1713131340309,0,21.9136009216309,3,0,0,0,0.0673992708325386,0,0,1,0,0.484737515449524,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.45142841339111,0,1,0.116043962538242,3.2194139957428,0,0,0,0,0,-10000,-10000,-10000,50.8109893798828,-10000,-10000,-10000,0,0,0,0,0,4.97238254547119,12.4346227645874,24.6166305541992,0.0805860832333565,1.7890111207962,0.0805860832333565,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0.300000011920929,100.099998474121,30.0300006866455,31,60.5,58,29.6000003814697,48.7000007629395,3,311,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.21720004081726,3.22129988670349,3.22099995613098,3.21989989280701,3.22259998321533,3.22250008583069,3.22129988670349,3.22169995307922,3.22639989852905,3.21979999542236,3.22399997711182,3.22460007667542,3.22480010986328,3.22510004043579,3.22760009765625,3.22329998016357,3.22560000419617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1001,-1001,-1001
1713131574979,0,0,2,0,0,0,0.103540912270546,0,0,1,0,0.623931646347046,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.40791201591492,0,1,0.13054946064949,3.22102570533752,0,0,0,0,0,-10000,-10000,-10000,51.3460998535156,-10000,-10000,-10000,0,0,0,0,0,4.9652247428894,12.4124374389648,24.7141399383545,0.13699634373188,3.65054988861084,1.07179486751556,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,35,0.400000005960464,100.599998474121,40.2400016784668,31,60.5,58,29.5,48.7000007629395,3,309,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.24650001525879,3.24830007553101,3.24710011482239,3.24569988250732,3.24729990959167,3.24690008163452,3.24519991874695,3.24530005455017,3.24880003929138,3.24210000038147,3.24620008468628,3.24620008468628,3.24659991264343,3.24640011787415,3.24810004234314,3.24449992179871,3.24609994888306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1001,-1001,-1001
1713131575025,0,0,2,0,0,0,0.103540912270546,0,0,1,0,0.623931646347046,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.40791201591492,0,1,0.13054946064949,3.22102570533752,0,0,0,0,0,-10000,-10000,-10000,51.2118682861328,-10000,-10000,-10000,0,0,0,0,0,4.96761083602905,12.4124374389648,24.5634441375732,1.86959719657898,0.668864488601685,0.249816879630089,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,35,0.400000005960464,100.599998474121,40.2400016784668,31,60.5,58,29.5,48.7000007629395,3,309,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.24650001525879,3.24830007553101,3.24710011482239,3.24569988250732,3.24729990959167,3.24690008163452,3.24519991874695,3.24530005455017,3.24880003929138,3.24210000038147,3.24620008468628,3.24620008468628,3.24659991264343,3.24640011787415,3.24810004234314,3.24449992179871,3.24609994888306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1001,-1001,-1001
1713131575074,0,0,2,0,0,0,0.103540912270546,0,0,1,0,0.623931646347046,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.69802188873291,0,1,0.145054951310158,3.22183156013489,0,0,0,0,0,-10000,-10000,-10000,51.1448516845703,-10000,-10000,-10000,0,0,0,0,0,4.96761083602905,12.4068918228149,24.6609535217285,0.644688665866852,0.676923096179962,0.0725274831056595,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,35,0.400000005960464,100.599998474121,40.2400016784668,31,60.5,58,29.5,48.7000007629395,3,309,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.24650001525879,3.24830007553101,3.24710011482239,3.24569988250732,3.24729990959167,3.24690008163452,3.24519991874695,3.24530005455017,3.24880003929138,3.24210000038147,3.24620008468628,3.24620008468628,3.24659991264343,3.24640011787415,3.24810004234314,3.24449992179871,3.24609994888306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1001,-1001,-1001
