speed,pack_voltage,headlights_led_en,motor_current,fan_speed,air_temp,pack_power,soc
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-200.769668579102,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
