type,latitude,longitude,altitude (m),vmg (km/h),course,slope (%),distance (km),distance_interval (m),eos,name,desc
T,37.047719000,-88.479047000,105.1,,98.9,-1.1,15.946,18.73,,,
T,37.047621000,-88.478212000,105.6,,98.4,0.7,16.022,75.07,,,
T,37.047518000,-88.477374000,106.4,,98.8,1.0,16.097,75.42,,,
T,37.047470000,-88.476951000,106.6,,98.1,0.7,16.135,38.00,,,
T,37.047448000,-88.476735000,106.6,,97.3,-0.2,16.154,19.37,,,
T,37.047425000,-88.476488000,106.4,,96.7,-0.8,16.176,22.12,,,
T,37.047392000,-88.476080000,106.2,,95.8,-0.8,16.213,36.48,,,
T,37.047344000,-88.475202000,105.8,,93.9,-0.5,16.291,78.29,,,
T,37.047336000,-88.475074000,105.8,,94.5,-0.0,16.303,11.42,,,
T,37.047331000,-88.474982000,105.7,,93.9,-0.4,16.311,8.20,,,
T,37.047323000,-88.474870000,105.7,,95.1,-0.4,16.321,10.00,,,
T,37.047264000,-88.473875000,105.6,,94.2,-0.1,16.410,88.75,,,
T,37.047259000,-88.473774000,105.6,,93.5,-0.6,16.419,9.00,,,
T,37.047214000,-88.472978000,105.8,,94.1,0.4,16.490,70.99,,,
T,37.047203000,-88.472750000,105.9,,93.5,0.5,16.510,20.32,,,
T,37.047187000,-88.472520000,106.0,,95.0,0.5,16.530,20.54,,,
T,37.047168000,-88.472088000,106.1,,93.2,0.3,16.569,38.49,,,
T,37.047139000,-88.471625000,105.9,,94.5,-0.6,16.610,41.31,,,
T,37.047111000,-88.471176000,105.4,,94.5,-1.2,16.650,40.06,,,
T,37.047092000,-88.470780000,105.5,,93.4,0.4,16.686,35.29,,,
T,37.047040000,-88.469925000,106.2,,94.4,0.8,16.762,76.28,,,
T,37.047004000,-88.469251000,106.2,,93.8,0.1,16.822,60.09,,,
T,37.046986000,-88.468898000,106.2,,93.7,-0.1,16.853,31.47,,,
T,37.046977000,-88.468675000,106.1,,92.9,-0.3,16.873,19.86,,,
T,37.046970000,-88.468390000,106.0,,91.8,-0.2,16.899,25.36,,,
T,37.046969000,-88.468225000,106.0,,90.4,-0.4,16.913,14.68,,,
T,37.046974000,-88.467920000,105.9,,88.8,-0.3,16.940,27.14,,,
T,37.046989000,-88.467580000,105.9,,86.8,-0.0,16.971,30.29,,,
T,37.046999000,-88.467404000,105.8,,85.9,-0.3,16.986,15.70,,,
T,37.047019000,-88.467167000,105.7,,84.0,-0.5,17.008,21.20,,,
T,37.047057000,-88.466819000,105.6,,82.2,-0.4,17.039,31.24,,,
T,37.047086000,-88.466588000,105.6,,81.1,-0.0,17.060,20.80,,,
T,37.047097000,-88.466515000,105.6,,79.3,-0.1,17.066,6.61,,,
T,37.047105000,-88.466450000,105.6,,81.2,0.3,17.072,5.85,,,
T,37.047143000,-88.466245000,105.6,,76.9,0.2,17.091,18.72,,,
T,37.047247000,-88.465733000,105.6,,75.7,-0.1,17.138,46.99,,,
T,37.047285000,-88.465564000,105.6,,74.3,0.1,17.153,15.61,,,
T,37.047312000,-88.465418000,105.6,,77.0,0.0,17.167,13.33,,,
T,37.047340000,-88.465291000,105.6,,74.6,0.0,17.178,11.72,,,
T,37.047372000,-88.465167000,105.6,,72.1,-0.1,17.190,11.59,,,
T,37.047413000,-88.465031000,105.6,,69.3,-0.1,17.203,12.93,,,
T,37.047483000,-88.464795000,105.6,,69.6,-0.1,17.225,22.38,,,
T,37.047547000,-88.464594000,105.6,,68.3,0.2,17.245,19.24,,,
T,37.047609000,-88.464407000,105.5,,67.4,-0.3,17.263,18.00,,,
T,37.047709000,-88.464123000,105.4,,66.2,-0.3,17.290,27.59,,,
T,37.047824000,-88.463805000,105.5,,65.6,0.3,17.321,31.03,,,
T,37.047995000,-88.463332000,105.8,,65.6,0.5,17.367,46.16,,,
T,37.048172000,-88.462838000,107.5,,65.8,3.6,17.416,48.13,,,
T,37.048357000,-88.462335000,110.6,,65.3,6.3,17.465,49.23,,,
T,37.048547000,-88.461809000,113.5,,65.6,5.6,17.516,51.32,,,
T,37.048669000,-88.461465000,113.9,,66.0,1.2,17.550,33.46,,,
T,37.048732000,-88.461292000,114.0,,65.5,0.6,17.566,16.90,,,
T,37.049030000,-88.460464000,113.2,,65.7,-1.0,17.647,80.74,,,
T,37.049066000,-88.460366000,113.1,,65.3,-1.0,17.657,9.59,,,
T,37.049266000,-88.459814000,112.0,,65.6,-2.1,17.711,53.89,,,
T,37.049445000,-88.459318000,111.1,,65.7,-1.8,17.759,48.39,,,
T,37.049760000,-88.458454000,112.4,,65.4,1.5,17.843,84.43,,,
T,37.049817000,-88.458299000,112.5,,65.3,0.8,17.859,15.17,,,
T,37.050093000,-88.457544000,113.4,,65.4,1.2,17.932,73.81,,,
T,37.050402000,-88.456685000,114.4,,65.7,1.2,18.016,83.75,,,
T,37.050523000,-88.456349000,114.8,,65.7,1.3,18.049,32.77,,,
T,37.050695000,-88.455878000,115.4,,65.4,1.2,18.095,46.04,,,
T,37.050722000,-88.455804000,115.4,,65.4,0.6,18.102,7.23,,,
T,37.051199000,-88.454490000,117.6,,65.5,1.7,18.231,128.31,,,
T,37.051337000,-88.454104000,117.9,,65.9,0.8,18.268,37.60,,,
T,37.051690000,-88.453136000,118.8,,65.4,0.9,18.363,94.60,,,
T,37.051833000,-88.452740000,119.2,,65.7,1.0,18.401,38.63,,,
T,37.051974000,-88.452346000,119.3,,65.8,0.4,18.440,38.38,,,
T,37.052117000,-88.451955000,119.5,,65.4,0.5,18.478,38.23,,,
T,37.052232000,-88.451637000,119.6,,65.6,0.5,18.509,31.03,,,
T,37.052405000,-88.451161000,119.5,,65.5,-0.3,18.556,46.49,,,
T,37.052558000,-88.450741000,119.6,,65.5,0.2,18.597,41.04,,,
T,37.052702000,-88.450348000,119.5,,65.3,-0.3,18.635,38.44,,,
T,37.052800000,-88.450079000,119.6,,65.5,0.3,18.661,26.28,,,
T,37.053204000,-88.448963000,121.1,,65.6,1.4,18.770,108.92,,,
T,37.053477000,-88.448213000,123.1,,65.5,2.8,18.843,73.27,,,
T,37.053547000,-88.448017000,123.5,,65.9,1.7,18.863,19.09,,,
T,37.053686000,-88.447636000,124.4,,65.4,2.4,18.900,37.24,,,
T,37.053823000,-88.447256000,125.3,,65.7,2.4,18.937,37.06,,,
T,37.053887000,-88.447072000,125.7,,66.5,2.6,18.955,17.84,,,
T,37.054075000,-88.446553000,127.8,,65.6,4.0,19.005,50.66,,,
T,37.054136000,-88.446390000,128.5,,64.9,4.2,19.021,16.00,,,
T,37.054302000,-88.445938000,130.9,,65.3,5.6,19.066,44.22,,,
T,37.054433000,-88.445574000,132.6,,65.7,4.8,19.101,35.49,,,
T,37.054570000,-88.445204000,134.5,,65.1,5.1,19.137,36.25,,,
T,37.054641000,-88.445018000,134.9,,64.4,2.2,19.156,18.32,,,
T,37.054715000,-88.444834000,134.8,,63.3,-0.2,19.174,18.31,,,
T,37.054867000,-88.444481000,133.6,,61.7,-3.4,19.210,35.64,,,
