type,latitude,longitude,altitude (m),vmg (km/h),course,slope (%),distance (km),distance_interval (m),eos,name,desc
T,38.873967000,-89.960548000,153.3,,316.1,-0.6,13.691,15.60,,,
T,38.874084000,-89.960704000,152.9,,313.9,-2.2,13.709,18.76,,,
T,38.874201000,-89.960874000,153.1,,311.5,0.9,13.729,19.66,,,
T,38.874314000,-89.961051000,152.9,,309.4,-0.6,13.749,19.83,,,
T,38.874537000,-89.961426000,152.3,,307.4,-1.6,13.790,40.89,,,
T,38.875011000,-89.962263000,151.2,,306.0,-1.2,13.879,89.69,,,
T,38.875339000,-89.962842000,153.0,,306.0,2.9,13.942,62.05,,,
T,38.875443000,-89.963024000,153.3,,306.3,1.6,13.961,19.56,,,
T,38.875586000,-89.963269000,153.8,,306.9,1.9,13.988,26.53,,,
T,38.875725000,-89.963497000,154.7,,308.1,3.4,14.013,25.09,,,
T,38.875870000,-89.963676000,155.0,,316.1,1.3,14.035,22.37,,,
T,38.876052000,-89.963878000,155.8,,319.2,3.0,14.062,26.75,,,
T,38.876270000,-89.964091000,156.3,,322.7,1.6,14.092,30.45,,,
T,38.876378000,-89.964185000,156.9,,325.9,4.3,14.107,14.50,,,
T,38.876468000,-89.964256000,156.9,,328.4,0.1,14.119,11.74,,,
T,38.876583000,-89.964339000,156.6,,330.7,-1.8,14.133,14.66,,,
T,38.876773000,-89.964452000,156.6,,335.2,-0.3,14.156,23.26,,,
T,38.876974000,-89.964548000,157.4,,339.6,3.4,14.180,23.82,,,
T,38.877182000,-89.964631000,157.9,,342.7,2.2,14.204,24.19,,,
T,38.877280000,-89.964664000,158.0,,345.3,0.6,14.216,11.25,,,
T,38.877477000,-89.964712000,158.7,,349.3,3.1,14.238,22.26,,,
T,38.877699000,-89.964746000,159.4,,353.2,3.1,14.263,24.82,,,
T,38.877734000,-89.964749000,159.5,,356.2,1.1,14.267,3.89,,,
T,38.877856000,-89.964755000,159.6,,357.8,1.2,14.280,13.55,,,
T,38.877934000,-89.964760000,159.8,,357.1,1.3,14.289,8.67,,,
T,38.878394000,-89.964755000,160.5,,0.5,1.5,14.340,51.07,,,
T,38.878589000,-89.964751000,160.7,,0.9,0.8,14.362,21.65,,,
T,38.879208000,-89.964739000,161.6,,0.9,1.3,14.430,68.73,,,
T,38.879447000,-89.964735000,162.2,,0.7,2.4,14.457,26.53,,,
T,38.879665000,-89.964731000,162.7,,0.8,2.0,14.481,24.20,,,
T,38.879967000,-89.964725000,163.3,,0.9,2.0,14.515,33.53,,,
T,38.881390000,-89.964697000,166.2,,0.9,1.8,14.673,157.99,,,
T,38.882561000,-89.964675000,165.9,,0.8,-0.2,14.803,130.01,,,
T,38.884259000,-89.964658000,165.7,,0.4,-0.1,14.991,188.51,,,
T,38.885173000,-89.964676000,165.1,,359.1,-0.6,15.093,101.48,,,
T,38.889255000,-89.964838000,162.0,,358.2,-0.7,15.546,453.37,,,
T,38.889890000,-89.964860000,161.8,,358.5,-0.3,15.616,70.52,,,
T,38.890281000,-89.964874000,161.7,,358.4,-0.2,15.660,43.42,,,
