type,latitude,longitude,altitude (m),course,slope (%),distance (km),distance_interval (m),name,desc
T,36.905493000,-88.325227000,149.2,330.7,-1.1,217.848,25.60,,
T,36.905697000,-88.325364000,148.8,331.8,-1.6,217.873,25.72,,
T,36.905904000,-88.325499000,148.4,332.5,-1.4,217.899,25.93,,
T,36.906113000,-88.325630000,148.0,333.4,-1.6,217.925,25.97,,
T,36.906324000,-88.325757000,147.6,334.3,-1.6,217.951,26.01,,
T,36.906536000,-88.325880000,147.0,335.1,-2.3,217.977,25.96,,
T,36.906751000,-88.326003000,146.4,335.4,-2.0,218.004,26.26,,
T,36.906963000,-88.326122000,146.3,335.8,-0.6,218.029,25.81,,
T,36.907392000,-88.326370000,146.0,335.2,-0.6,218.082,52.49,,
T,36.907606000,-88.326495000,145.7,335.0,-0.9,218.108,26.23,,
T,36.907819000,-88.326618000,145.5,335.2,-0.8,218.134,26.06,,
T,36.909049000,-88.327337000,144.5,334.9,-0.7,218.285,150.79,,
T,36.909082000,-88.327357000,144.6,334.1,0.4,218.289,4.07,,
T,36.909433000,-88.327558000,144.6,335.4,0.1,218.332,42.87,,
T,36.909969000,-88.327871000,144.4,335.0,-0.3,218.398,65.70,,
T,36.910139000,-88.327969000,144.4,335.3,-0.0,218.418,20.79,,
T,36.910308000,-88.328064000,144.3,335.8,-0.5,218.439,20.58,,
T,36.910641000,-88.328258000,144.6,335.0,0.8,218.480,40.80,,
T,36.910971000,-88.328446000,144.8,335.5,0.5,218.520,40.27,,
T,36.911137000,-88.328542000,144.8,335.2,-0.3,218.540,20.31,,
T,36.911303000,-88.328640000,144.8,334.7,0.3,218.561,20.39,,
T,36.911467000,-88.328735000,144.8,335.1,-0.0,218.581,20.07,,
T,36.911630000,-88.328828000,144.7,335.5,-0.8,218.601,19.90,,
T,36.911947000,-88.329012000,144.5,335.1,-0.4,218.639,38.81,,
T,36.912107000,-88.329107000,144.4,334.6,-0.4,218.659,19.67,,
T,36.912266000,-88.329203000,144.5,334.2,0.3,218.679,19.61,,
T,36.912423000,-88.329301000,144.5,333.5,-0.0,218.698,19.49,,
T,36.912575000,-88.329400000,144.4,332.5,-0.6,218.717,19.04,,
T,36.912723000,-88.329500000,144.3,331.6,-0.6,218.736,18.69,,
T,36.912868000,-88.329603000,144.2,330.4,-0.6,218.754,18.53,,
T,36.913010000,-88.329707000,144.1,329.6,-0.3,218.773,18.28,,
T,36.913149000,-88.329811000,144.0,329.1,-0.7,218.791,18.00,,
T,36.913286000,-88.329918000,143.8,328.0,-0.9,218.809,17.95,,
T,36.913363000,-88.329982000,143.8,326.4,-0.7,218.819,10.27,,
T,36.913674000,-88.330241000,143.6,326.3,-0.5,218.860,41.52,,
T,36.914137000,-88.330640000,144.1,325.4,0.8,218.923,62.48,,
T,36.914639000,-88.331086000,144.7,324.6,1.0,218.991,68.43,,
T,36.914768000,-88.331205000,144.7,323.6,0.1,219.009,17.82,,
T,36.914907000,-88.331338000,144.9,322.6,0.7,219.029,19.45,,
T,36.915032000,-88.331459000,145.0,322.3,0.8,219.046,17.57,,
T,36.915162000,-88.331590000,145.1,321.1,0.2,219.065,18.56,,
T,36.915289000,-88.331723000,145.2,320.1,0.6,219.083,18.41,,
T,36.915417000,-88.331859000,145.3,319.7,0.9,219.102,18.67,,
T,36.915544000,-88.332001000,145.3,318.2,-0.3,219.121,18.94,,
T,36.915671000,-88.332147000,145.2,317.4,-0.2,219.140,19.18,,
T,36.915797000,-88.332299000,145.0,316.0,-1.1,219.159,19.47,,
T,36.915923000,-88.332453000,144.9,315.7,-0.4,219.179,19.59,,
T,36.916048000,-88.332612000,144.9,314.5,-0.2,219.199,19.83,,
T,36.916172000,-88.332776000,144.9,313.4,-0.2,219.219,20.07,,
T,36.916294000,-88.332941000,144.8,312.8,-0.2,219.239,19.99,,
T,36.916411000,-88.333106000,144.8,311.6,-0.3,219.259,19.62,,
T,36.916524000,-88.333273000,144.7,310.2,-0.3,219.278,19.46,,
T,36.916636000,-88.333443000,144.6,309.5,-0.3,219.298,19.60,,
T,36.916747000,-88.333619000,144.6,308.3,-0.4,219.318,19.94,,
T,36.916858000,-88.333797000,144.5,308.0,-0.6,219.338,20.08,,
T,36.916966000,-88.333978000,144.2,306.7,-1.4,219.358,20.09,,
T,36.917071000,-88.334163000,144.0,305.4,-0.7,219.378,20.19,,
T,36.917173000,-88.334347000,144.0,304.7,-0.4,219.398,19.92,,
T,36.917368000,-88.334718000,143.8,303.3,-0.5,219.437,39.51,,
T,36.917463000,-88.334904000,143.7,302.6,-0.3,219.457,19.64,,
T,36.918024000,-88.335988000,143.8,302.9,0.1,219.572,114.92,,
T,36.918207000,-88.336337000,143.7,303.3,-0.3,219.609,37.14,,
T,36.918299000,-88.336508000,143.7,303.9,-0.1,219.627,18.34,,
T,36.918394000,-88.336674000,143.6,305.6,-0.4,219.646,18.16,,
T,36.918491000,-88.336838000,143.6,306.5,0.2,219.664,18.15,,
T,36.918591000,-88.336994000,143.6,308.7,-0.1,219.682,17.79,,
T,36.918693000,-88.337147000,143.5,309.8,-0.2,219.699,17.72,,
T,36.918797000,-88.337294000,143.7,311.5,0.9,219.717,17.46,,
T,36.918903000,-88.337434000,143.8,313.4,0.6,219.734,17.15,,
T,36.919011000,-88.337569000,143.8,315.0,0.2,219.751,16.98,,
T,36.919122000,-88.337698000,143.7,317.1,-0.7,219.768,16.85,,
T,36.919236000,-88.337823000,143.6,318.8,-0.7,219.785,16.86,,
T,36.919352000,-88.337940000,143.6,321.1,-0.1,219.801,16.57,,
T,36.919466000,-88.338050000,143.6,322.4,-0.0,219.817,16.00,,
T,36.919582000,-88.338151000,143.6,325.2,-0.1,219.833,15.71,,
T,36.919818000,-88.338270000,143.4,338.0,-0.4,219.861,28.26,,
T,36.920352000,-88.338670000,143.5,329.1,0.2,219.930,69.15,,
T,36.922368000,-88.340136000,143.3,329.8,-0.1,220.189,259.07,,
T,36.923036000,-88.340663000,143.2,327.8,-0.2,220.277,87.75,,
T,36.923442000,-88.341035000,142.5,323.8,-1.1,220.333,55.93,,
T,36.923738000,-88.341339000,142.3,320.6,-0.6,220.376,42.58,,
T,36.924263000,-88.341945000,142.9,317.3,0.8,220.455,79.44,,
T,36.924569000,-88.342298000,143.5,317.3,1.3,220.501,46.29,,
T,36.925209000,-88.343054000,143.6,316.6,0.1,220.599,97.89,,
T,36.925736000,-88.343662000,143.6,317.3,-0.1,220.679,79.72,,
T,36.925899000,-88.343861000,143.3,315.7,-0.8,220.704,25.33,,
T,36.926189000,-88.344185000,142.9,318.2,-1.1,220.747,43.23,,
T,36.926517000,-88.344562000,142.0,317.4,-1.6,220.797,49.53,,
T,36.926844000,-88.344940000,141.3,317.3,-1.5,220.846,49.51,,
T,36.927179000,-88.345327000,140.7,317.3,-1.3,220.897,50.71,,
T,36.927550000,-88.345763000,139.9,316.8,-1.3,220.954,56.61,,
T,36.927926000,-88.346185000,137.2,318.1,-4.8,221.010,56.17,,
T,36.928262000,-88.346571000,138.4,317.4,2.3,221.061,50.73,,
T,36.928642000,-88.347039000,139.9,315.4,2.6,221.120,59.30,,
T,36.929153000,-88.347723000,139.9,313.1,-0.0,221.203,83.24,,
T,36.929408000,-88.348086000,140.1,311.3,0.4,221.246,42.97,,
T,36.929519000,-88.348257000,140.2,309.1,0.7,221.266,19.59,,
T,36.929804000,-88.348742000,140.7,306.3,0.9,221.319,53.55,,
T,36.929904000,-88.348879000,141.0,312.4,1.9,221.336,16.50,,
T,36.930821000,-88.350138000,142.0,312.3,0.7,221.487,151.45,,
T,36.931802000,-88.351366000,142.0,315.0,0.0,221.642,154.34,,
T,36.931853000,-88.351425000,142.0,317.2,-0.1,221.649,7.72,,
T,36.932283000,-88.351955000,141.2,315.4,-1.2,221.716,67.13,,
T,36.933382000,-88.353303000,140.7,315.6,-0.3,221.888,171.16,,
T,36.934535000,-88.354708000,140.5,315.8,-0.1,222.067,179.00,,
T,36.935163000,-88.355415000,140.8,318.0,0.3,222.161,93.94,,
T,36.935664000,-88.355932000,138.2,320.5,-3.6,222.233,72.20,,
T,36.937981000,-88.358136000,139.6,322.8,0.4,222.556,323.52,,
T,36.940830000,-88.360836000,137.8,322.9,-0.5,222.954,397.26,,
T,36.941590000,-88.361560000,137.8,322.7,-0.0,223.060,106.17,,
T,36.942056000,-88.361987000,138.6,323.8,1.2,223.124,64.20,,
T,36.942136000,-88.362060000,138.8,323.9,2.1,223.135,11.00,,
T,36.942739000,-88.362551000,139.7,326.9,1.2,223.215,79.94,,
T,36.942971000,-88.362719000,139.8,329.9,0.2,223.245,29.78,,
T,36.943870000,-88.363369000,137.9,330.0,-1.6,223.360,115.35,,
T,36.944520000,-88.363847000,137.6,329.6,-0.4,223.444,83.76,,
T,36.944749000,-88.364016000,137.5,329.5,-0.3,223.473,29.54,,
T,36.945066000,-88.364249000,136.6,329.6,-2.2,223.514,40.85,,
T,36.946574000,-88.365471000,138.5,327.1,0.9,223.714,199.64,,
T,36.946731000,-88.365594000,138.7,327.9,1.0,223.734,20.58,,
T,36.949263000,-88.367667000,138.3,326.8,-0.1,224.071,336.23,,
T,36.949397000,-88.367764000,138.7,330.0,2.3,224.088,17.20,,
T,36.950553000,-88.368552000,140.3,331.4,1.2,224.234,146.23,,
T,36.952881000,-88.370123000,141.4,331.7,0.4,224.528,293.81,,
T,36.953641000,-88.370636000,141.2,331.7,-0.2,224.624,95.92,,
T,36.954898000,-88.371486000,140.8,331.6,-0.3,224.783,158.72,,
T,36.955696000,-88.372070000,140.2,329.7,-0.6,224.885,102.70,,
T,36.955991000,-88.372291000,138.5,329.1,-4.5,224.923,38.20,,
T,36.956774000,-88.372949000,136.1,326.1,-2.3,225.028,104.81,,
T,36.957794000,-88.373938000,133.4,322.2,-1.9,225.172,143.43,,
T,36.958746000,-88.374841000,137.9,322.8,3.4,225.304,132.78,,
T,36.959298000,-88.375290000,138.2,327.0,0.4,225.378,73.16,,
T,36.960029000,-88.375841000,137.9,328.9,-0.3,225.472,94.81,,
T,36.960571000,-88.376258000,137.9,328.4,0.1,225.543,70.69,,
T,36.961182000,-88.376739000,139.4,327.8,1.8,225.623,80.20,,
T,36.961407000,-88.376932000,140.0,325.6,2.0,225.654,30.31,,
T,36.961589000,-88.377120000,140.3,320.5,1.1,225.680,26.23,,
T,36.961741000,-88.377304000,140.5,316.0,0.8,225.703,23.52,,
T,36.961882000,-88.377506000,140.5,311.1,0.2,225.727,23.84,,
T,36.962418000,-88.378502000,140.4,304.0,-0.1,225.834,106.80,,
T,36.963066000,-88.379452000,137.1,310.5,-3.0,225.945,111.04,,
T,36.964725000,-88.381393000,137.7,316.9,0.2,226.198,252.54,,
T,36.965024000,-88.381741000,137.8,317.1,0.2,226.243,45.40,,
T,36.965372000,-88.382146000,138.2,317.1,0.7,226.296,52.84,,
T,36.965441000,-88.382225000,138.3,317.5,1.1,226.306,10.40,,
T,36.965948000,-88.382815000,138.2,317.1,-0.1,226.383,76.98,,
T,36.966677000,-88.383785000,137.5,313.2,-0.6,226.502,118.35,,
T,36.967994000,-88.385569000,137.6,312.7,0.0,226.717,215.87,,
T,36.968637000,-88.386541000,137.2,309.6,-0.4,226.830,112.18,,
T,36.969233000,-88.387551000,137.4,306.4,0.2,226.941,111.64,,
T,36.970027000,-88.389140000,137.8,302.0,0.2,227.108,166.69,,
T,36.970891000,-88.390937000,138.1,301.0,0.1,227.294,186.54,,
T,36.971300000,-88.391807000,138.8,300.5,0.8,227.384,89.79,,
T,36.971648000,-88.392645000,139.4,297.5,0.8,227.468,84.02,,
T,36.971752000,-88.392963000,139.6,292.3,0.7,227.499,30.58,,
T,36.971841000,-88.393268000,139.9,290.1,0.8,227.528,28.90,,
T,36.971986000,-88.393813000,139.8,288.4,-0.1,227.579,51.13,,
T,36.972198000,-88.394679000,139.8,287.0,0.0,227.660,80.62,,
T,36.972627000,-88.396341000,138.7,287.9,-0.7,227.815,155.46,,
T,36.972677000,-88.396540000,138.0,287.5,-3.9,227.834,18.57,,
T,36.972800000,-88.397033000,136.8,287.3,-2.6,227.880,45.97,,
T,36.972877000,-88.397399000,136.0,284.8,-2.3,227.913,33.69,,
T,36.973198000,-88.398667000,138.0,287.6,1.7,228.032,118.39,,
T,36.973409000,-88.399512000,138.0,287.4,0.0,228.110,78.80,,
T,36.973508000,-88.400053000,137.9,282.9,-0.4,228.160,49.41,,
T,36.973513000,-88.400591000,137.7,270.7,-0.3,228.208,47.91,,
T,36.973399000,-88.401339000,137.5,259.2,-0.3,228.276,67.79,,
T,36.973361000,-88.401557000,137.4,257.7,-0.3,228.295,19.86,,
T,36.972984000,-88.403676000,135.8,257.4,-0.9,228.489,193.26,,
T,36.972606000,-88.405820000,134.5,257.6,-0.6,228.684,195.46,,
T,36.972104000,-88.408674000,137.6,257.6,1.2,228.944,260.17,,
T,36.971773000,-88.410533000,137.7,257.4,0.1,229.114,169.56,,
T,36.971411000,-88.412664000,137.7,258.0,-0.0,229.308,193.96,,
T,36.971358000,-88.412952000,137.9,257.0,0.9,229.334,26.31,,
T,36.970923000,-88.415342000,137.6,257.2,-0.2,229.552,218.22,,
T,36.970759000,-88.416055000,137.0,253.9,-0.8,229.618,66.05,,
T,36.970545000,-88.416774000,135.8,249.6,-1.8,229.687,68.29,,
T,36.969865000,-88.418722000,134.7,246.4,-0.6,229.876,189.17,,
T,36.969484000,-88.420134000,133.0,251.3,-1.3,230.008,132.65,,
T,36.968537000,-88.424993000,131.8,256.3,-0.3,230.454,445.26,,
T,36.968506000,-88.425151000,132.1,256.2,2.5,230.468,14.48,,
T,36.967674000,-88.429561000,132.7,256.7,0.1,230.872,403.41,,
T,36.967184000,-88.433223000,133.1,260.5,0.1,231.202,330.60,,
T,36.967094000,-88.433751000,133.5,258.0,0.9,231.250,48.07,,
T,36.966233000,-88.437362000,133.4,253.4,-0.0,231.586,335.46,,
T,36.966119000,-88.438185000,131.3,260.2,-2.8,231.660,74.37,,
T,36.966093000,-88.438795000,128.5,266.9,-5.0,231.715,54.40,,
T,36.966135000,-88.439704000,130.4,273.3,2.4,231.796,81.08,,
T,36.966303000,-88.441692000,131.0,276.0,0.3,231.974,178.01,,
T,36.966682000,-88.446125000,130.6,276.1,-0.1,232.371,397.00,,
T,36.967092000,-88.450914000,131.7,276.1,0.3,232.800,428.88,,
T,36.967265000,-88.451941000,131.3,281.9,-0.4,232.893,93.45,,
T,36.967963000,-88.455246000,127.5,284.8,-1.3,233.197,304.33,,
T,36.968035000,-88.455609000,127.3,283.9,-0.6,233.231,33.30,,
T,36.968387000,-88.457033000,126.3,287.2,-0.8,233.363,132.69,,
T,36.968761000,-88.458099000,125.4,293.7,-0.8,233.467,103.60,,
T,36.968992000,-88.458677000,124.8,296.6,-1.1,233.524,57.50,,
T,36.969548000,-88.460063000,123.5,296.7,-0.9,233.662,137.98,,
T,36.971254000,-88.463705000,124.6,300.4,0.3,234.038,375.53,,
T,36.972795000,-88.466995000,124.9,300.4,0.1,234.377,339.22,,
T,36.972821000,-88.467051000,124.8,300.2,-1.0,234.383,5.76,,
T,36.973716000,-88.468955000,124.7,300.5,-0.1,234.579,196.49,,
T,36.975140000,-88.472139000,124.4,299.2,-0.1,234.904,324.58,,
T,36.975504000,-88.472966000,124.6,298.9,0.2,234.988,83.99,,
T,36.975976000,-88.474067000,123.8,298.2,-0.7,235.099,111.15,,
T,36.976705000,-88.475820000,124.8,297.5,0.6,235.275,175.81,,
T,36.976769000,-88.475973000,125.0,297.6,1.1,235.290,15.36,,
T,36.976991000,-88.476492000,127.2,298.2,4.2,235.343,52.37,,
T,36.977235000,-88.477003000,127.7,300.9,1.0,235.396,52.95,,
T,36.977494000,-88.477498000,125.5,303.2,-4.2,235.448,52.62,,
T,36.977794000,-88.478049000,124.8,304.3,-1.2,235.507,59.29,,
T,36.978448000,-88.479258000,124.6,304.1,-0.2,235.637,129.83,,
T,36.978655000,-88.479637000,125.0,304.4,0.9,235.678,40.82,,
T,36.978743000,-88.479798000,125.0,304.4,0.0,235.695,17.35,,
T,36.979114000,-88.480488000,125.1,303.9,0.2,235.769,73.96,,
T,36.979242000,-88.480744000,124.7,302.0,-1.5,235.796,26.86,,
T,36.979438000,-88.481164000,123.6,300.3,-2.7,235.840,43.26,,
T,36.980505000,-88.483695000,123.3,297.8,-0.1,236.094,254.56,,
T,36.980505000,-88.483695000,123.3,297.8,,236.094,0.00,,
T,36.980805000,-88.484405000,125.0,297.9,2.4,236.166,71.45,,
T,36.981025000,-88.484896000,125.4,299.3,0.6,236.216,50.07,,
T,36.981083000,-88.485061000,125.4,293.8,0.4,236.232,16.04,,
T,36.981817000,-88.486847000,124.4,297.2,-0.6,236.410,178.66,,
T,36.982444000,-88.488398000,119.1,296.8,-3.4,236.565,154.63,,
T,36.983758000,-88.491588000,122.8,297.3,1.1,236.884,319.26,,
T,36.984029000,-88.492256000,122.0,296.9,-1.2,236.951,66.64,,
T,36.984249000,-88.492833000,121.1,295.5,-1.5,237.008,56.88,,
T,36.984460000,-88.493419000,120.5,294.3,-1.1,237.065,57.19,,
T,36.985259000,-88.495769000,119.1,293.1,-0.6,237.292,227.23,,
T,36.985550000,-88.496597000,116.5,293.7,-3.3,237.373,80.48,,
T,36.985706000,-88.497088000,116.4,291.7,-0.2,237.420,47.02,,
T,36.986270000,-88.498754000,121.8,293.0,3.4,237.581,160.99,,
T,36.986573000,-88.499654000,121.4,292.9,-0.6,237.668,86.89,,
T,36.986857000,-88.500485000,122.1,293.2,0.9,237.748,80.42,,
T,36.987046000,-88.501066000,122.9,292.2,1.5,237.804,55.82,,
T,36.987502000,-88.502393000,125.0,293.3,1.7,237.932,128.52,,
T,36.987655000,-88.502792000,125.8,295.6,1.9,237.972,39.37,,
T,36.987693000,-88.502880000,126.0,298.4,2.7,237.981,8.90,,
T,36.987788000,-88.503097000,126.2,298.7,0.9,238.003,22.01,,
T,36.987822000,-88.503174000,126.3,298.9,0.6,238.010,7.82,,
T,36.987981000,-88.503410000,126.1,310.1,-0.6,238.038,27.44,,
T,36.988081000,-88.503578000,126.0,306.7,-0.5,238.056,18.62,,
T,36.988295000,-88.503889000,125.5,310.7,-1.3,238.093,36.48,,
T,36.988527000,-88.504173000,125.1,315.6,-1.3,238.129,36.09,,
T,36.988747000,-88.504401000,125.0,320.4,-0.2,238.161,31.75,,
T,36.988844000,-88.504487000,124.8,324.7,-1.8,238.174,13.21,,
T,36.989060000,-88.504676000,124.0,325.1,-2.6,238.203,29.29,,
T,36.989364000,-88.504895000,122.5,330.1,-3.8,238.242,38.97,,
T,36.989524000,-88.504991000,122.5,334.4,0.2,238.262,19.71,,
T,36.989689000,-88.505078000,122.9,337.2,1.9,238.282,19.88,,
T,36.990044000,-88.505232000,124.2,340.9,3.1,238.324,41.71,,
T,36.990191000,-88.505285000,124.6,343.9,2.4,238.340,16.98,,
T,36.990525000,-88.505380000,125.0,347.2,1.0,238.379,38.02,,
T,36.990863000,-88.505442000,125.2,351.7,0.5,238.416,37.91,,
T,36.992820000,-88.505660000,125.3,354.9,0.0,238.634,218.05,,
T,36.993500000,-88.505738000,125.3,354.8,-0.0,238.710,75.78,,
T,36.993725000,-88.505761000,125.1,355.3,-0.7,238.735,25.05,,
T,36.994472000,-88.505857000,122.9,354.1,-2.7,238.819,83.34,,
T,36.995058000,-88.505921000,124.0,355.0,1.6,238.884,65.28,,
T,36.995120000,-88.505928000,124.8,354.8,12.4,238.891,6.91,,
T,36.996023000,-88.506020000,125.2,355.3,0.4,238.991,100.55,,
T,36.996187000,-88.506026000,125.1,358.3,-0.8,239.010,18.21,,
T,36.998470000,-88.506270000,122.0,355.1,-1.2,239.264,254.29,,
T,37.000286000,-88.506495000,122.2,354.3,0.1,239.466,202.53,,
T,37.001866000,-88.506668000,119.7,355.0,-1.4,239.642,176.02,,
T,37.002297000,-88.506686000,119.2,358.1,-1.2,239.690,47.86,,
T,37.002952000,-88.506780000,118.9,353.5,-0.3,239.763,73.17,,
T,37.003376000,-88.506856000,118.8,351.9,-0.1,239.811,47.54,,
T,37.003789000,-88.506938000,118.9,351.0,0.2,239.857,46.41,,
T,37.004305000,-88.507058000,119.5,349.5,1.0,239.916,58.25,,
T,37.007199000,-88.507773000,119.3,348.8,-0.1,240.243,327.41,,
T,37.008165000,-88.508017000,118.9,348.6,-0.3,240.352,109.38,,
T,37.008300000,-88.508058000,119.2,346.4,1.7,240.368,15.42,,
T,37.008437000,-88.508080000,119.4,352.7,1.6,240.383,15.33,,
T,37.008923000,-88.508220000,119.7,347.0,0.5,240.439,55.36,,
T,37.009068000,-88.508269000,119.6,344.9,-0.7,240.455,16.67,,
T,37.009308000,-88.508341000,119.5,346.5,-0.4,240.483,27.39,,
T,37.009462000,-88.508389000,119.4,346.0,-0.6,240.500,17.62,,
T,37.009541000,-88.509002000,118.7,279.2,-1.2,240.556,55.26,,
T,37.009563000,-88.509173000,119.0,279.2,1.4,240.571,15.41,,
T,37.009614000,-88.509548000,119.0,279.7,0.0,240.605,33.85,,
T,37.009757000,-88.510639000,119.0,279.3,-0.0,240.703,98.39,,
T,37.009782000,-88.510819000,118.8,279.9,-1.0,240.719,16.26,,
T,37.009902000,-88.511755000,118.8,279.1,-0.0,240.804,84.36,,
T,37.009949000,-88.512103000,118.7,279.6,-0.0,240.835,31.41,,
T,37.009983000,-88.512320000,118.3,281.1,-2.3,240.855,19.68,,
T,37.010059000,-88.512866000,117.5,279.9,-1.6,240.904,49.32,,
T,37.010089000,-88.513119000,118.0,278.4,2.1,240.927,22.76,,
T,37.010183000,-88.513638000,117.8,282.8,-0.4,240.974,47.35,,
T,37.010283000,-88.514157000,114.6,283.6,-6.8,241.022,47.51,,
T,37.010338000,-88.514415000,113.6,284.9,-3.9,241.046,23.76,,
T,37.010397000,-88.514672000,113.5,286.0,-0.4,241.069,23.79,,
T,37.010458000,-88.514927000,113.6,286.7,0.4,241.093,23.68,,
T,37.010521000,-88.515183000,113.3,287.1,-1.4,241.117,23.83,,
T,37.010587000,-88.515440000,112.9,287.8,-1.6,241.141,24.02,,
T,37.010656000,-88.515696000,112.4,288.7,-2.0,241.165,24.04,,
T,37.010728000,-88.515952000,112.5,289.4,0.5,241.189,24.14,,
T,37.010803000,-88.516206000,112.5,290.3,-0.2,241.213,24.09,,
T,37.010881000,-88.516459000,112.6,291.1,0.5,241.237,24.12,,
T,37.010968000,-88.516714000,112.2,293.1,-1.5,241.262,24.66,,
T,37.011052000,-88.516964000,112.4,292.8,0.5,241.286,24.12,,
T,37.011138000,-88.517211000,111.7,293.6,-2.9,241.310,23.97,,
T,37.011227000,-88.517458000,110.1,294.3,-6.6,241.334,24.10,,
T,37.011320000,-88.517704000,109.6,295.3,-1.9,241.358,24.20,,
T,37.011416000,-88.517951000,109.3,296.0,-1.4,241.383,24.43,,
T,37.011505000,-88.518193000,109.0,294.7,-1.4,241.406,23.69,,
T,37.011606000,-88.518437000,108.4,297.4,-2.3,241.431,24.44,,
T,37.011710000,-88.518679000,108.7,298.3,1.2,241.455,24.44,,
T,37.011817000,-88.518919000,108.7,299.2,0.1,241.480,24.44,,
T,37.011884000,-88.519064000,107.7,300.1,-6.7,241.495,14.89,,
T,37.011926000,-88.519155000,107.3,300.0,-4.0,241.504,9.34,,
T,37.012038000,-88.519390000,107.0,300.8,-1.6,241.528,24.33,,
T,37.012152000,-88.519622000,106.6,301.6,-1.4,241.553,24.22,,
T,37.012197000,-88.519711000,106.5,302.3,-1.5,241.562,9.36,,
T,37.012268000,-88.519854000,106.5,301.9,0.4,241.577,14.97,,
T,37.012317000,-88.519949000,105.3,302.9,-12.0,241.587,10.05,,
T,37.012386000,-88.520083000,103.7,302.8,-11.6,241.601,14.17,,
T,37.012488000,-88.520273000,103.4,303.9,-1.6,241.621,20.35,,
T,37.012636000,-88.520539000,105.4,304.9,7.2,241.650,28.81,,
T,37.012742000,-88.520719000,106.0,306.4,3.1,241.670,19.87,,
T,37.013034000,-88.521216000,104.4,306.3,-2.9,241.725,54.83,,
T,37.013128000,-88.521370000,103.7,307.4,-4.4,241.742,17.22,,
T,37.013306000,-88.521655000,106.8,308.0,9.6,241.774,32.15,,
T,37.013446000,-88.521870000,110.1,309.2,13.4,241.799,24.65,,
T,37.013590000,-88.522080000,113.3,310.7,13.0,241.824,24.59,,
T,37.013736000,-88.522288000,114.4,311.3,4.5,241.848,24.60,,
T,37.013884000,-88.522494000,116.3,312.0,7.8,241.873,24.61,,
T,37.014033000,-88.522696000,116.8,312.7,2.2,241.897,24.43,,
T,37.014154000,-88.522856000,117.5,313.4,3.4,241.917,19.57,,
T,37.014337000,-88.523094000,118.2,313.9,2.3,241.946,29.34,,
T,37.014491000,-88.523290000,118.4,314.5,0.8,241.971,24.42,,
T,37.014648000,-88.523483000,118.7,315.5,1.3,241.995,24.47,,
T,37.014808000,-88.523673000,118.6,316.5,-0.1,242.020,24.52,,
T,37.014970000,-88.523862000,118.5,317.0,-0.6,242.044,24.62,,
T,37.015135000,-88.524049000,118.0,317.9,-2.0,242.069,24.74,,
T,37.015143000,-88.524057000,118.0,321.4,-1.1,242.070,1.14,,
T,37.015305000,-88.524232000,117.8,319.2,-0.7,242.094,23.79,,
T,37.015477000,-88.524413000,118.3,320.0,1.8,242.119,24.98,,
T,37.015651000,-88.524593000,118.9,320.4,2.4,242.144,25.09,,
T,37.015826000,-88.524770000,118.7,321.1,-0.6,242.169,25.01,,
T,37.016005000,-88.524943000,118.7,322.3,-0.2,242.194,25.13,,
T,37.016187000,-88.525114000,118.7,323.1,0.2,242.219,25.29,,
T,37.016370000,-88.525282000,118.9,323.8,0.6,242.245,25.22,,
T,37.016555000,-88.525447000,118.9,324.5,0.1,242.270,25.24,,
T,37.016702000,-88.525573000,118.9,325.6,-0.2,242.290,19.80,,
T,37.016741000,-88.525607000,118.8,325.2,-0.5,242.295,5.28,,
T,37.016798000,-88.525655000,118.8,326.1,-0.6,242.303,7.63,,
T,37.016929000,-88.525765000,118.7,326.2,-0.2,242.320,17.53,,
T,37.017121000,-88.525918000,117.6,327.5,-4.6,242.345,25.29,,
T,37.017409000,-88.526140000,115.5,328.4,-5.6,242.383,37.57,,
T,37.017704000,-88.526365000,115.3,328.7,-0.5,242.421,38.38,,
T,37.017903000,-88.526511000,114.9,329.6,-1.6,242.447,25.62,,
T,37.018111000,-88.526657000,112.2,330.7,-10.0,242.473,26.49,,
T,37.018316000,-88.526794000,113.0,331.9,3.2,242.499,25.81,,
T,37.018524000,-88.526927000,114.3,333.0,4.8,242.525,25.94,,
T,37.018731000,-88.527055000,115.2,333.7,3.5,242.551,25.64,,
T,37.018938000,-88.527176000,116.4,335.0,4.8,242.576,25.37,,
T,37.019114000,-88.527276000,117.4,335.6,4.4,242.598,21.46,,
T,37.019148000,-88.527296000,117.5,334.8,4.3,242.602,4.17,,
