type,latitude,longitude,altitude (m),vmg (km/h),course,slope (%),distance (km),distance_interval (m),eos,name,desc
T,36.999516000,-89.133073000,97.3,,281.8,2.2,60.650,59.00,,,
T,36.999546000,-89.133239000,98.4,,282.8,7.4,60.665,15.15,,,
T,36.999594000,-89.133484000,99.2,,283.8,3.3,60.688,22.45,,,
T,36.999772000,-89.134450000,96.2,,283.0,-3.4,60.776,88.23,,,
T,36.999969000,-89.135504000,96.0,,283.2,-0.2,60.872,96.33,,,
T,37.000048000,-89.135904000,96.7,,283.9,1.9,60.909,36.67,,,
T,37.000155000,-89.136411000,99.0,,284.8,4.9,60.955,46.66,,,
T,37.000225000,-89.136736000,96.4,,285.1,-8.6,60.985,29.95,,,
T,37.000266000,-89.136924000,96.1,,285.3,-1.6,61.003,17.34,,,
T,37.000323000,-89.137156000,97.4,,287.1,5.7,61.024,21.60,,,
T,37.000373000,-89.137384000,99.5,,285.4,10.1,61.045,21.04,,,
T,37.000414000,-89.137604000,101.5,,283.1,10.2,61.066,20.10,,,
T,37.000425000,-89.137674000,100.8,,281.1,-12.4,61.072,6.35,,,
T,37.000449000,-89.137838000,96.7,,280.4,-27.2,61.087,14.84,,,
T,37.000457000,-89.138003000,95.0,,273.5,-11.9,61.101,14.71,,,
T,37.000442000,-89.138227000,94.7,,265.2,-1.1,61.121,20.01,,,
T,37.000399000,-89.138485000,94.5,,258.2,-1.0,61.145,23.46,,,
T,37.000339000,-89.138667000,94.6,,247.6,0.6,61.162,17.52,,,
T,37.000211000,-89.138978000,94.7,,242.7,0.2,61.194,31.11,,,
T,37.000031000,-89.139225000,94.9,,227.6,0.8,61.223,29.71,,,
T,36.999739000,-89.139536000,97.1,,220.4,5.0,61.266,42.62,,,
T,36.999448000,-89.139847000,96.3,,220.5,-1.8,61.308,42.54,,,
T,36.991628000,-89.148191000,89.1,,220.4,-0.6,62.451,1142.30,,,
T,36.988722000,-89.151292000,99.9,,220.4,2.5,62.875,424.52,,,
T,36.988627000,-89.151387000,101.2,,218.6,9.3,62.889,13.52,,,
T,36.988596000,-89.151493000,101.7,,249.9,5.3,62.899,10.04,,,
T,36.988582000,-89.151606000,101.8,,261.2,1.1,62.909,10.18,,,
T,36.988593000,-89.151760000,101.7,,275.1,-0.9,62.923,13.76,,,
T,36.988635000,-89.151965000,101.0,,284.4,-3.7,62.942,18.84,,,
T,36.988844000,-89.152164000,100.9,,322.7,-0.1,62.971,29.19,,,
T,36.989082000,-89.152404000,101.0,,321.1,0.3,63.005,33.97,,,
T,36.989333000,-89.152674000,101.1,,319.3,0.0,63.041,36.79,,,
T,36.989576000,-89.152952000,101.2,,317.6,0.4,63.078,36.60,,,
T,36.989912000,-89.153347000,100.6,,316.8,-1.1,63.129,51.25,,,
T,36.990167000,-89.153673000,100.7,,314.4,0.2,63.170,40.54,,,
T,36.990493000,-89.154122000,100.1,,312.3,-1.2,63.224,53.91,,,
T,36.990783000,-89.154547000,100.0,,310.5,-0.2,63.273,49.67,,,
T,36.990997000,-89.154880000,100.3,,308.8,1.0,63.311,37.98,,,
T,36.991208000,-89.155232000,100.0,,306.9,-0.9,63.351,39.12,,,
T,36.991650000,-89.155965000,99.8,,307.1,-0.2,63.432,81.63,,,
T,36.992050000,-89.156629000,100.1,,307.0,0.5,63.506,73.92,,,
T,36.992510000,-89.157397000,99.7,,306.9,-0.5,63.591,85.32,,,
T,36.992794000,-89.157857000,99.8,,307.7,0.2,63.643,51.67,,,
T,36.993100000,-89.158371000,99.5,,306.7,-0.5,63.700,56.98,,,
T,36.993402000,-89.158866000,99.5,,307.4,-0.1,63.755,55.36,,,
T,36.993831000,-89.159575000,100.5,,307.1,1.2,63.835,79.06,,,
T,36.994235000,-89.160214000,100.5,,308.4,0.1,63.907,72.43,,,
T,36.994367000,-89.160380000,100.6,,314.9,0.5,63.928,20.81,,,
T,36.994516000,-89.160545000,100.4,,318.5,-1.0,63.950,22.12,,,
T,36.994650000,-89.160675000,100.7,,322.2,1.3,63.969,18.84,,,
T,36.995020000,-89.160966000,100.4,,327.9,-0.5,64.017,48.55,,,
T,36.995427000,-89.161227000,99.9,,332.9,-0.9,64.068,50.79,,,
T,36.995901000,-89.161534000,99.7,,332.6,-0.4,64.127,59.28,,,
T,36.996293000,-89.161789000,99.2,,332.5,-0.9,64.176,49.07,,,
T,36.996463000,-89.161935000,98.8,,325.6,-2.0,64.199,22.91,,,
T,36.996601000,-89.162108000,98.0,,315.0,-3.4,64.221,21.72,,,
T,36.996676000,-89.162207000,97.5,,313.5,-4.1,64.233,12.12,,,
T,36.996684000,-89.162282000,97.4,,277.6,-2.4,64.240,6.73,,,
T,36.996947000,-89.162715000,96.8,,307.3,-1.3,64.288,48.35,,,
T,36.997009000,-89.162821000,96.6,,306.2,-1.0,64.300,11.68,,,
T,36.997292000,-89.163320000,95.6,,305.4,-1.8,64.354,54.40,,,
T,36.997718000,-89.164013000,95.6,,307.6,-0.1,64.432,77.72,,,
T,36.998136000,-89.164721000,95.6,,306.5,0.0,64.510,78.25,,,
T,36.998560000,-89.165411000,95.6,,307.6,-0.0,64.588,77.37,,,
T,36.998986000,-89.166111000,95.6,,307.3,0.0,64.666,78.21,,,
T,36.999413000,-89.166811000,95.6,,307.4,0.1,64.744,78.28,,,
T,36.999832000,-89.167508000,95.7,,307.0,0.0,64.822,77.53,,,
T,36.999981000,-89.167756000,95.7,,307.0,0.1,64.849,27.58,,,
T,37.000243000,-89.168195000,95.6,,306.8,-0.2,64.898,48.71,,,
T,37.000657000,-89.168881000,95.6,,307.1,-0.1,64.974,76.42,,,
T,37.000711000,-89.168972000,95.5,,306.6,-0.3,64.984,10.08,,,
T,37.001077000,-89.169584000,95.5,,306.8,-0.0,65.052,67.95,,,
T,37.001133000,-89.169678000,95.5,,306.7,0.0,65.063,10.42,,,
T,37.001500000,-89.170284000,95.6,,307.2,0.1,65.130,67.59,,,
T,37.001561000,-89.170386000,95.6,,306.8,0.4,65.142,11.33,,,
T,37.001918000,-89.170984000,95.5,,306.8,-0.1,65.208,66.35,,,
T,37.001986000,-89.171095000,95.6,,307.5,0.3,65.221,12.43,,,
T,37.002340000,-89.171679000,95.5,,307.2,-0.1,65.286,65.16,,,
T,37.002423000,-89.171814000,95.5,,307.6,0.1,65.301,15.14,,,
T,37.002529000,-89.171988000,95.6,,307.3,0.2,65.320,19.45,1,,
T,37.002529000,-89.171988000,95.6,,307.3,,65.320,0.00,,,
T,37.002582000,-89.172074000,95.6,,307.7,0.2,65.330,9.65,,,
T,37.002767000,-89.172377000,95.5,,307.4,-0.2,65.364,33.90,,,
T,37.002803000,-89.172437000,95.5,,306.9,0.6,65.370,6.67,,,
T,37.002850000,-89.172513000,95.6,,307.8,0.4,65.379,8.54,,,
T,37.002924000,-89.172639000,95.6,,306.3,0.2,65.393,13.90,,,
T,37.003050000,-89.172852000,95.6,,306.5,-0.2,65.416,23.56,,,
T,37.003193000,-89.173093000,95.6,,306.6,0.0,65.443,26.68,,,
T,37.003271000,-89.173224000,95.6,,306.7,0.4,65.458,14.52,,,
T,37.003603000,-89.173782000,95.5,,306.7,-0.1,65.520,61.84,,,
T,37.003694000,-89.173937000,95.6,,306.3,0.2,65.537,17.10,,,
T,37.004030000,-89.174482000,95.6,,307.7,0.0,65.598,61.18,,,
T,37.004126000,-89.174640000,95.7,,307.3,0.4,65.615,17.64,,,
T,37.004451000,-89.175188000,95.8,,306.6,0.2,65.676,60.66,,,
T,37.004548000,-89.175348000,95.8,,307.2,0.2,65.694,17.85,,,
T,37.004865000,-89.175873000,95.6,,307.1,-0.3,65.752,58.49,,,
T,37.004958000,-89.176033000,95.7,,306.0,0.3,65.770,17.59,,,
T,37.005091000,-89.176255000,95.6,,306.9,-0.2,65.795,24.66,,,
T,37.005295000,-89.176588000,95.6,,307.5,-0.1,65.832,37.30,,,
T,37.005436000,-89.176709000,95.6,,325.6,0.2,65.851,19.00,,,
T,37.005519000,-89.176824000,95.6,,312.1,0.2,65.865,13.77,,,
T,37.005606000,-89.176930000,95.7,,315.8,0.2,65.878,13.50,,,
T,37.005730000,-89.177035000,95.7,,325.9,0.3,65.895,16.63,,,
T,37.005938000,-89.177180000,95.7,,330.9,-0.1,65.921,26.45,,,
T,37.006232000,-89.177349000,95.5,,335.3,-0.4,65.957,35.93,,,
T,37.006460000,-89.177473000,95.2,,336.5,-1.3,65.985,27.61,,,
T,37.006851000,-89.177691000,94.7,,336.0,-1.0,66.032,47.53,,,
T,37.007176000,-89.177888000,94.7,,334.2,-0.0,66.073,40.10,,,
T,37.007479000,-89.178106000,94.7,,330.1,0.0,66.111,38.82,,,
T,37.008115000,-89.178464000,94.7,,335.8,0.0,66.189,77.44,,,
T,37.008762000,-89.178829000,94.8,,335.7,0.1,66.268,78.81,,,
T,37.009396000,-89.179182000,94.7,,336.0,-0.1,66.345,77.06,,,
T,37.010037000,-89.179539000,94.7,,336.0,0.0,66.423,77.91,,,
T,37.010672000,-89.179903000,94.7,,335.4,0.0,66.500,77.56,,,
T,37.011311000,-89.180264000,94.7,,335.7,-0.0,66.578,77.85,,,
T,37.011940000,-89.180619000,94.6,,335.7,-0.1,66.655,76.62,,,
T,37.012589000,-89.180985000,94.6,,335.8,-0.0,66.734,79.05,,,
T,37.013223000,-89.181343000,94.7,,335.7,0.2,66.811,77.24,,,
T,37.013861000,-89.181703000,94.7,,335.7,-0.0,66.889,77.72,,,
T,37.014513000,-89.182071000,94.7,,335.7,-0.0,66.968,79.42,,,
T,37.014905000,-89.182295000,94.7,,335.5,0.1,67.016,47.85,,,
T,37.015203000,-89.182460000,94.6,,336.1,-0.4,67.052,36.18,,,
T,37.015834000,-89.182816000,94.6,,335.7,0.0,67.129,76.86,,,
T,37.016468000,-89.183174000,94.6,,335.7,-0.0,67.206,77.24,,,
T,37.016841000,-89.183379000,94.5,,336.3,-0.2,67.251,45.24,,,
T,37.017069000,-89.183509000,94.5,,335.5,0.1,67.279,27.82,,,
T,37.017495000,-89.183749000,94.5,,335.8,-0.0,67.331,51.88,,,
T,37.018155000,-89.184124000,94.5,,335.6,-0.0,67.412,80.49,,,
T,37.018327000,-89.184223000,94.6,,335.3,0.5,67.433,21.02,,,
T,37.018778000,-89.184472000,94.6,,336.2,0.1,67.487,54.74,,,
T,37.019717000,-89.184999000,95.1,,335.9,0.4,67.602,114.27,,,
T,37.019839000,-89.185069000,95.1,,335.4,0.4,67.617,14.90,,,
T,37.020104000,-89.185222000,95.3,,335.3,0.6,67.649,32.41,,,
T,37.020367000,-89.185373000,95.7,,335.4,1.1,67.681,32.13,,,
T,37.020723000,-89.185528000,96.2,,340.8,1.3,67.723,41.85,,,
T,37.020891000,-89.185576000,96.8,,347.1,3.4,67.742,19.13,,,
T,37.021030000,-89.185606000,99.1,,350.2,14.6,67.758,15.66,,,
T,37.021226000,-89.185646000,105.8,,350.7,30.2,67.780,22.04,,,
T,37.021458000,-89.185687000,103.4,,352.0,-9.3,67.806,26.00,,,
T,37.021662000,-89.185730000,99.8,,350.4,-15.6,67.829,22.96,,,
T,37.022036000,-89.185796000,95.3,,352.0,-10.8,67.871,41.92,,,
T,37.022189000,-89.185817000,95.0,,353.7,-1.6,67.888,17.08,,,
T,37.022431000,-89.185856000,95.3,,352.7,1.2,67.915,27.08,,,
T,37.022893000,-89.185927000,95.5,,353.0,0.3,67.966,51.66,,,
T,37.023398000,-89.186007000,95.4,,352.8,-0.2,68.023,56.49,,,
T,37.024936000,-89.186289000,95.0,,351.7,-0.2,68.195,172.52,,,
T,37.025505000,-89.186376000,95.2,,353.0,0.3,68.259,63.62,,,
T,37.025957000,-89.186364000,95.3,,1.2,0.2,68.309,50.17,,,
T,37.026333000,-89.186362000,95.2,,0.2,-0.2,68.351,41.73,,,
T,37.026461000,-89.186362000,95.2,,0.0,-0.5,68.365,14.21,,,
T,37.028279000,-89.186352000,94.5,,0.3,-0.3,68.567,201.76,,,
T,37.028993000,-89.186340000,94.4,,0.8,-0.1,68.646,79.25,,,
T,37.029220000,-89.186341000,94.4,,359.8,0.0,68.671,25.19,,,
T,37.030365000,-89.186326000,94.3,,0.6,-0.1,68.798,127.08,,,
T,37.031071000,-89.186317000,94.4,,0.6,0.2,68.877,78.35,,,
T,37.032611000,-89.186298000,94.3,,0.6,-0.1,69.048,170.91,,,
T,37.033787000,-89.186298000,94.3,,0.0,-0.1,69.178,130.51,,,
T,37.034256000,-89.186298000,94.4,,0.0,0.2,69.230,52.05,,,
T,37.034488000,-89.186305000,94.5,,358.6,0.5,69.256,25.75,,,
T,37.034896000,-89.186345000,94.6,,355.5,0.2,69.301,45.42,,,
T,37.035471000,-89.186438000,94.3,,352.6,-0.5,69.366,64.35,,,
T,37.035959000,-89.186563000,94.5,,348.4,0.4,69.421,55.29,,,
T,37.036260000,-89.186663000,94.3,,345.1,-0.6,69.456,34.57,,,
T,37.036671000,-89.186818000,94.5,,343.2,0.5,69.503,47.65,,,
T,37.037030000,-89.186979000,94.2,,340.3,-0.7,69.546,42.34,,,
T,37.037514000,-89.187236000,94.1,,337.0,-0.2,69.604,58.38,,,
T,37.037829000,-89.187430000,94.2,,333.8,0.2,69.643,38.99,,,
T,37.037862000,-89.187453000,94.2,,330.9,-0.5,69.647,4.20,,,
T,37.037949000,-89.187513000,94.2,,331.2,-0.0,69.658,11.03,,,
T,37.038209000,-89.187691000,94.4,,331.3,0.6,69.691,32.91,,,
T,37.038259000,-89.187735000,94.2,,324.9,-2.0,69.698,6.79,,,
T,37.038339000,-89.187803000,94.2,,325.8,-0.5,69.709,10.74,,,
T,37.038568000,-89.187988000,94.2,,327.2,-0.0,69.739,30.28,,,
T,37.039295000,-89.188667000,94.3,,323.3,0.2,69.840,100.79,,,
T,37.039900000,-89.189398000,94.3,,316.0,-0.0,69.933,93.47,,,
T,37.040323000,-89.189998000,94.1,,311.5,-0.3,70.004,71.08,,,
T,37.040630000,-89.190513000,94.2,,306.8,0.2,70.061,57.10,,,
T,37.040911000,-89.191053000,94.3,,303.1,0.1,70.119,57.27,,,
T,37.041128000,-89.191518000,94.3,,300.3,0.1,70.167,47.87,,,
T,37.041290000,-89.191914000,95.3,,297.1,2.3,70.206,39.55,,,
T,37.041450000,-89.192344000,95.2,,295.0,-0.2,70.248,42.17,,,
T,37.041629000,-89.192931000,94.5,,290.9,-1.2,70.304,55.87,,,
T,37.041771000,-89.193501000,94.5,,287.3,0.1,70.357,53.10,,,
T,37.041868000,-89.193953000,94.6,,285.0,0.1,70.399,41.63,,,
T,37.041949000,-89.194492000,94.6,,280.7,0.1,70.448,48.79,,,
T,37.041997000,-89.194836000,94.7,,279.9,0.4,70.479,31.06,,,
T,37.042060000,-89.195622000,94.9,,275.7,0.3,70.549,70.27,,,
T,37.042077000,-89.196141000,95.1,,272.4,0.2,70.595,46.21,,,
T,37.042071000,-89.196678000,95.2,,269.2,0.3,70.643,47.78,,,
T,37.041964000,-89.198235000,95.3,,265.1,0.1,70.782,139.02,,,
T,37.041960000,-89.198381000,95.3,,268.0,-0.3,70.795,13.00,,,
T,37.041935000,-89.198729000,95.3,,264.9,-0.1,70.826,31.08,,,
T,37.041874000,-89.199596000,95.6,,265.0,0.4,70.904,77.43,,,
T,37.041762000,-89.200995000,95.9,,264.3,0.3,71.029,125.08,,,
T,37.041731000,-89.201606000,95.9,,266.4,0.0,71.083,54.47,,,
T,37.041711000,-89.201972000,96.0,,266.1,0.2,71.116,32.64,,,
T,37.041709000,-89.202417000,96.0,,269.7,0.1,71.155,39.59,,,
T,37.041715000,-89.202698000,96.0,,271.5,0.1,71.180,25.01,,,
T,37.041722000,-89.202999000,96.1,,271.7,0.3,71.207,26.79,,,
T,37.041750000,-89.203453000,96.4,,274.4,0.6,71.248,40.51,,,
T,37.041746000,-89.203611000,96.4,,268.2,-0.2,71.262,14.06,,,
T,37.041777000,-89.204017000,96.3,,275.5,-0.1,71.298,36.28,,,
T,37.041797000,-89.204274000,96.5,,275.6,0.7,71.321,22.97,,,
T,37.042011000,-89.205679000,96.5,,280.8,-0.0,71.448,127.23,,,
T,37.042221000,-89.206582000,96.6,,286.2,0.1,71.532,83.65,,,
T,37.042415000,-89.207314000,96.9,,288.4,0.4,71.600,68.59,,,
T,37.042610000,-89.207922000,96.8,,291.9,-0.1,71.659,58.26,,,
T,37.043013000,-89.209016000,97.0,,294.8,0.2,71.766,107.11,,,
T,37.043272000,-89.209626000,97.2,,298.0,0.2,71.827,61.41,,,
T,37.043553000,-89.210209000,97.2,,301.1,0.1,71.888,60.52,,,
T,37.044152000,-89.211205000,97.2,,307.0,0.0,71.998,110.77,,,
T,37.044760000,-89.212181000,97.1,,308.0,-0.1,72.108,109.96,,,
T,37.045231000,-89.212868000,97.0,,310.7,-0.1,72.189,80.42,,,
T,37.045479000,-89.213179000,97.0,,315.0,-0.1,72.228,39.02,,,
T,37.046321000,-89.214063000,96.9,,320.0,-0.1,72.350,122.13,,,
T,37.052606000,-89.219779000,96.9,,324.0,0.0,73.213,863.16,,,
T,37.055269000,-89.222202000,97.2,,324.0,0.1,73.579,365.78,,,
T,37.056280000,-89.223123000,97.0,,324.0,-0.2,73.718,138.92,,,
T,37.056795000,-89.223629000,97.0,,321.9,0.1,73.791,72.75,,,
T,37.057318000,-89.224190000,97.0,,319.4,0.0,73.867,76.54,,,
T,37.057778000,-89.224751000,96.7,,315.8,-0.5,73.939,71.39,,,
T,37.059515000,-89.227155000,96.9,,312.2,0.1,74.226,287.89,,,
T,37.061058000,-89.229297000,97.2,,312.1,0.1,74.483,256.16,,,
T,37.062061000,-89.230700000,97.3,,311.9,0.1,74.650,167.22,,,
T,37.062903000,-89.231863000,97.5,,312.2,0.1,74.789,139.39,,,
T,37.063282000,-89.232426000,97.4,,310.2,-0.1,74.855,65.39,,,
T,37.063672000,-89.232955000,97.5,,312.7,0.0,74.918,63.93,,,
T,37.064038000,-89.233465000,97.1,,312.0,-0.6,74.979,60.89,,,
T,37.065758000,-89.235830000,97.1,,312.3,0.0,75.263,284.04,,,
T,37.066057000,-89.236195000,97.2,,315.8,0.2,75.310,46.42,,,
T,37.066333000,-89.236509000,97.1,,317.8,-0.2,75.351,41.45,,,
T,37.066541000,-89.236745000,97.1,,317.8,0.1,75.382,31.20,,,
T,37.067276000,-89.237481000,97.5,,321.4,0.3,75.487,104.58,,,
T,37.067485000,-89.237677000,97.2,,323.2,-1.0,75.516,29.01,,,
T,37.068459000,-89.238484000,96.7,,326.5,-0.4,75.646,129.75,,,
T,37.072234000,-89.241210000,96.6,,330.1,-0.0,76.130,484.03,,,
T,37.072858000,-89.241657000,96.7,,330.2,0.0,76.210,79.85,,,
T,37.073877000,-89.242416000,96.7,,329.3,0.0,76.341,131.70,,,
T,37.077056000,-89.244739000,96.6,,329.8,-0.0,76.750,408.83,,,
T,37.077577000,-89.245088000,96.8,,331.9,0.2,76.816,65.62,,,
T,37.079201000,-89.246280000,96.7,,329.6,-0.0,77.025,209.09,,,
T,37.081174000,-89.247679000,96.9,,330.5,0.1,77.277,251.83,,,
T,37.082419000,-89.248612000,96.7,,329.1,-0.2,77.438,161.16,,,
T,37.084572000,-89.250174000,96.1,,329.9,-0.2,77.714,276.37,,,
T,37.087594000,-89.252351000,96.8,,330.1,0.2,78.102,387.23,,,
T,37.089347000,-89.253624000,97.0,,329.9,0.1,78.327,225.07,,,
T,37.091491000,-89.255216000,99.2,,329.4,0.8,78.603,276.85,,,
T,37.092365000,-89.255810000,102.1,,331.5,2.6,78.714,110.44,,,
T,37.092685000,-89.256050000,100.4,,329.1,-4.0,78.755,41.43,,,
T,37.092884000,-89.256224000,95.2,,325.1,-19.3,78.782,26.96,,,
T,37.093441000,-89.256624000,98.9,,330.2,5.2,78.854,71.31,,,
T,37.093758000,-89.256838000,101.4,,331.7,6.2,78.894,40.00,,,
T,37.094384000,-89.257290000,100.2,,330.1,-1.5,78.974,80.26,,,
T,37.099402000,-89.260909000,100.3,,330.1,0.0,79.617,643.15,,,
T,37.100057000,-89.261381000,100.4,,330.1,0.1,79.701,83.93,,,
T,37.101568000,-89.262507000,101.2,,329.3,0.4,79.896,195.29,,,
T,37.102254000,-89.262964000,101.0,,332.0,-0.2,79.983,86.29,,,
T,37.103558000,-89.263914000,100.2,,329.8,-0.5,80.150,167.55,,,
T,37.106000000,-89.265681000,100.1,,330.0,-0.1,80.463,313.24,,,
T,37.107028000,-89.266425000,100.0,,330.0,-0.0,80.595,131.87,,,
T,37.110963000,-89.269262000,100.1,,330.1,0.0,81.099,504.28,,,
T,37.114694000,-89.271998000,99.7,,329.7,-0.1,81.580,480.19,,,
T,37.116959000,-89.273617000,99.4,,330.3,-0.1,81.869,289.64,,,
T,37.117802000,-89.274090000,99.8,,335.9,0.3,81.972,102.57,,,
T,37.118905000,-89.274477000,99.1,,344.4,-0.5,82.099,127.15,,,
T,37.119601000,-89.274640000,100.3,,349.4,1.6,82.178,78.59,,,
T,37.121532000,-89.274652000,98.1,,359.7,-1.0,82.392,214.30,,,
T,37.122019000,-89.274617000,98.4,,3.3,0.5,82.446,54.14,,,
T,37.122864000,-89.274556000,97.8,,3.3,-0.7,82.540,93.93,,,
T,37.125155000,-89.274459000,98.5,,1.9,0.3,82.794,254.40,,,
T,37.130041000,-89.274234000,100.9,,2.1,0.4,83.337,542.62,,,
T,37.130336000,-89.275747000,99.4,,283.7,-1.0,83.475,138.37,,,
T,37.131114000,-89.279904000,99.5,,283.2,0.0,83.855,379.34,,,
T,37.131400000,-89.281772000,100.0,,280.9,0.3,84.024,169.00,,,
T,37.131638000,-89.283430000,96.9,,280.2,-2.1,84.173,149.68,,,
T,37.131698000,-89.283915000,98.9,,278.8,4.6,84.217,43.61,,,
T,37.131820000,-89.285048000,100.5,,277.7,1.6,84.319,101.58,,,
T,37.131891000,-89.286178000,100.1,,274.5,-0.4,84.419,100.72,,,
T,37.132020000,-89.288260000,100.1,,274.4,0.0,84.605,185.55,,,
T,37.132079000,-89.289414000,100.7,,273.7,0.5,84.708,102.75,,,
T,37.132159000,-89.293658000,100.1,,271.4,-0.1,85.085,377.22,1,,
T,37.132159000,-89.293658000,100.1,,271.4,,85.085,0.00,,,
T,37.132208000,-89.296253000,100.0,,271.4,-0.0,85.315,230.65,,,
T,37.132280000,-89.298253000,100.1,,272.6,0.0,85.493,177.89,,,
T,37.132396000,-89.299107000,100.5,,279.7,0.6,85.570,76.97,,,
T,37.132617000,-89.300765000,100.5,,279.5,-0.0,85.720,149.35,,,
T,37.132980000,-89.302489000,100.3,,284.8,-0.1,85.878,158.40,,,
T,37.133550000,-89.304335000,100.2,,291.2,-0.1,86.054,175.80,,,
T,37.134274000,-89.305981000,100.6,,298.9,0.2,86.221,166.87,,,
T,37.135031000,-89.307610000,100.6,,300.2,0.0,86.388,167.36,,,
T,37.135352000,-89.308234000,101.3,,302.8,1.0,86.454,65.90,,,
T,37.135711000,-89.308856000,100.8,,305.9,-0.6,86.522,68.13,,,
T,37.136627000,-89.310019000,100.2,,314.7,-0.4,86.667,144.96,,,
T,37.137371000,-89.310877000,100.5,,317.4,0.3,86.779,112.38,,,
T,37.137730000,-89.311306000,101.0,,316.4,0.9,86.835,55.14,,,
T,37.138474000,-89.312154000,100.8,,317.7,-0.2,86.946,111.78,,,
T,37.141129000,-89.315308000,100.7,,316.6,-0.0,87.353,406.63,,,
T,37.142052000,-89.316392000,100.8,,316.9,0.0,87.494,140.60,,,
T,37.143549000,-89.318054000,100.6,,318.5,-0.1,87.716,222.27,,,
T,37.145134000,-89.319605000,100.9,,322.0,0.1,87.939,223.45,,,
T,37.148112000,-89.322500000,100.6,,322.2,-0.1,88.358,418.78,,,
T,37.149772000,-89.324144000,100.7,,321.7,0.0,88.593,235.10,,,
T,37.150666000,-89.325019000,100.9,,322.0,0.2,88.719,126.04,,,
T,37.151812000,-89.326124000,100.9,,322.5,-0.0,88.880,160.66,,,
T,37.152222000,-89.326529000,101.0,,321.8,0.2,88.938,58.01,,,
T,37.154743000,-89.328992000,101.2,,322.1,0.1,89.293,355.17,,,
T,37.156191000,-89.330423000,101.3,,321.8,0.0,89.498,204.90,,,
T,37.156279000,-89.330509000,101.2,,322.1,-0.5,89.510,12.40,,,
T,37.157133000,-89.331339000,101.0,,322.2,-0.1,89.630,120.08,,,
T,37.157547000,-89.331792000,101.0,,318.9,-0.1,89.692,61.08,,,
T,37.157876000,-89.332207000,101.0,,314.8,0.0,89.743,51.89,,,
T,37.158092000,-89.332507000,101.0,,312.1,0.0,89.779,35.84,,,
T,37.158349000,-89.332894000,101.0,,309.8,0.1,89.824,44.67,,,
T,37.158653000,-89.333416000,100.9,,306.2,-0.1,89.881,57.34,,,
T,37.159011000,-89.334050000,101.0,,305.3,0.0,89.950,68.92,,,
T,37.159932000,-89.335666000,100.8,,305.6,-0.1,90.126,176.22,,,
T,37.162694000,-89.340539000,100.8,,305.4,-0.0,90.657,530.38,,,
T,37.164743000,-89.344139000,101.3,,305.5,0.1,91.049,392.37,,,
T,37.165471000,-89.345370000,101.3,,306.6,0.1,91.185,135.95,,,
T,37.167108000,-89.348243000,101.6,,305.6,0.1,91.498,313.24,,,
T,37.167527000,-89.349006000,101.5,,304.6,-0.2,91.581,82.19,,,
T,37.167800000,-89.349570000,101.6,,301.3,0.2,91.639,58.54,,,
T,37.167924000,-89.349860000,101.6,,298.2,-0.0,91.668,29.20,,,
T,37.168136000,-89.350423000,102.2,,295.3,1.0,91.724,55.26,,,
T,37.168302000,-89.350961000,103.0,,291.2,1.6,91.775,51.21,,,
T,37.168467000,-89.351583000,104.0,,288.4,1.7,91.833,58.20,,,
T,37.168551000,-89.351992000,103.9,,284.5,-0.4,91.870,37.50,,,
T,37.168605000,-89.352313000,103.7,,281.9,-0.7,91.900,29.13,,,
T,37.168658000,-89.352725000,103.7,,279.2,-0.0,91.937,37.06,,,
T,37.168699000,-89.353151000,105.3,,276.9,4.2,91.975,38.11,,,
T,37.168710000,-89.353291000,105.8,,275.6,4.2,91.987,12.49,,,
T,37.168800000,-89.355042000,103.9,,273.7,-1.2,92.143,155.83,,,
T,37.168820000,-89.355492000,103.9,,273.2,0.1,92.183,40.03,,,
T,37.168869000,-89.356303000,103.0,,274.3,-1.3,92.255,72.23,,,
T,37.168887000,-89.356603000,103.5,,274.3,2.0,92.282,26.72,,,
T,37.168934000,-89.357367000,104.0,,274.4,0.7,92.350,68.05,,,
T,37.168993000,-89.357818000,103.9,,279.3,-0.3,92.391,40.59,,,
T,37.169205000,-89.361498000,106.3,,274.1,0.7,92.718,327.68,,,
T,37.169247000,-89.362251000,105.3,,274.0,-1.6,92.785,67.04,,,
T,37.169397000,-89.364676000,105.0,,274.4,-0.1,93.001,216.02,,,
T,37.169509000,-89.366124000,103.8,,275.5,-0.9,93.131,129.20,,,
T,37.169628000,-89.366828000,104.3,,282.0,0.7,93.195,63.90,,,
T,37.169881000,-89.367760000,105.4,,288.8,1.3,93.282,87.41,,,
T,37.170253000,-89.368528000,105.8,,301.3,0.5,93.362,79.73,,,
T,37.170514000,-89.369193000,105.5,,296.2,-0.3,93.427,65.78,,,
T,37.171369000,-89.370883000,107.0,,302.4,0.8,93.605,177.57,,,
T,37.172577000,-89.373280000,105.4,,302.3,-0.6,93.857,251.58,,,
T,37.173707000,-89.375604000,106.0,,301.4,0.2,94.098,241.51,,,
T,37.174717000,-89.377561000,106.1,,302.9,0.1,94.305,206.81,,,
T,37.175298000,-89.378506000,106.8,,307.7,0.6,94.411,105.83,,,
T,37.176161000,-89.379909000,106.8,,307.7,-0.0,94.568,157.15,,,
T,37.176222000,-89.380008000,106.8,,307.7,0.2,94.579,11.10,,,
T,37.177377000,-89.381885000,107.2,,307.7,0.2,94.789,210.27,,,
