type	latitude	longitude	altitude (ft)	vmg (mph)	course	slope (%)	distance (mi)	distance_interval (ft)	color	opacity	width	scale	sym	name	desc	kml_folder
T	40.753768000	-99.638925000	2369.2		286.3	0.5	72.285	2556.18								
T	40.755291000	-99.645907000	2368.8		286.1	-0.0	72.666	2012.41								
T	40.755775000	-99.648048000	2362.3		286.6	-1.1	72.783	618.82								
T	40.760814000	-99.670970000	2378.8		286.2	0.2	74.035	6610.36								
T	40.761836000	-99.675532000	2385.0		286.5	0.5	74.284	1317.51								
T	40.763127000	-99.681410000	2395.6		286.2	0.6	74.605	1694.91								
T	40.763844000	-99.684708000	2384.5		286.0	-1.2	74.785	950.22								
T	40.764248000	-99.686485000	2382.0		286.7	-0.5	74.883	513.79								
T	40.767412000	-99.700911000	2385.0		286.2	0.1	75.670	4159.07								
T	40.768063000	-99.703813000	2378.7		286.5	-0.8	75.829	838.12								
T	40.768464000	-99.705712000	2381.0		285.6	0.4	75.932	545.93								
T	40.770518000	-99.715027000	2388.8		286.2	0.3	76.441	2686.53								
T	40.772251000	-99.722970000	2383.3		286.1	-0.2	76.875	2288.90								
T	40.772764000	-99.725237000	2390.6		286.6	1.1	76.999	655.14								
T	40.772909000	-99.725808000	2396.9		288.5	3.8	77.030	166.75								
T	40.773042000	-99.726275000	2396.3		290.6	-0.4	77.057	138.13								
T	40.773747000	-99.728563000	2401.6		292.1	0.8	77.186	683.80								
T	40.773836000	-99.728883000	2398.4		290.2	-3.4	77.204	94.38								
T	40.774110000	-99.729921000	2399.5		289.2	0.4	77.262	304.34								
T	40.774254000	-99.730655000	2402.6		284.5	1.5	77.301	209.96								
T	40.774505000	-99.731745000	2392.4		286.9	-3.2	77.361	315.45								
T	40.775998000	-99.738624000	2392.1		286.0	-0.0	77.736	1981.40								
T	40.776050000	-99.738745000	2394.4		299.6	5.9	77.744	38.50								
T	40.776098000	-99.738904000	2396.4		291.7	4.3	77.753	47.38								
T	40.776703000	-99.741554000	2403.8		286.8	1.0	77.898	766.34								
T	40.778338000	-99.749012000	2413.2		286.1	0.4	78.305	2149.75								
T	40.778573000	-99.750190000	2408.3		284.8	-1.5	78.369	337.30								
T	40.778965000	-99.751957000	2403.1		286.3	-1.0	78.465	509.79								
T	40.778992000	-99.752258000	2403.8		276.8	0.8	78.481	83.94								
T	40.779083000	-99.752691000	2404.9		285.5	0.9	78.505	124.42								
T	40.779385000	-99.754113000	2404.7		285.7	-0.0	78.582	408.91								
T	40.780444000	-99.758952000	2408.9		286.1	0.3	78.846	1394.60								
T	40.780558000	-99.759580000	2400.0		283.5	-5.0	78.880	178.81								
T	40.780631000	-99.760050000	2397.6		281.6	-1.8	78.905	132.85								
T	40.780903000	-99.762057000	2404.9		280.1	1.3	79.012	564.60								
T	40.781019000	-99.762804000	2402.6		281.6	-1.1	79.052	211.15								
T	40.781192000	-99.763759000	2408.8		283.5	2.3	79.104	271.89								
T	40.781384000	-99.764662000	2405.6		285.7	-1.2	79.153	259.68								
T	40.782090000	-99.767830000	2409.5		286.4	0.4	79.326	914.28								
T	40.782412000	-99.769389000	2403.4		285.3	-1.4	79.411	447.41								
T	40.784239000	-99.777639000	2402.4		286.3	-0.0	79.862	2379.71								
T	40.785666000	-99.784188000	2412.0		286.1	0.5	80.219	1886.66								
T	40.785805000	-99.784875000	2405.9		285.0	-3.1	80.256	196.87								
T	40.787682000	-99.793395000	2422.5		286.2	0.7	80.722	2456.48								
T	40.790376000	-99.805772000	2431.1		286.0	0.2	81.397	3565.12								
T	40.790595000	-99.806842000	2428.0		285.1	-1.0	81.455	306.85								
T	40.790798000	-99.807736000	2427.4		286.7	-0.2	81.504	258.37								
T	40.791124000	-99.809068000	2428.7		287.9	0.3	81.577	387.49								
T	40.791404000	-99.810063000	2430.9		290.4	0.8	81.633	293.80								
T	40.791705000	-99.811072000	2428.3		291.5	-0.9	81.690	300.15								
T	40.792033000	-99.812100000	2428.6		292.9	0.1	81.748	308.72								
T	40.792318000	-99.812930000	2431.1		294.4	1.0	81.796	252.19								
T	40.794127000	-99.817771000	2428.3		296.3	-0.2	82.079	1493.72								
T	40.794837000	-99.819633000	2433.0		296.7	0.8	82.188	576.82								
T	40.795139000	-99.820470000	2432.7		295.5	-0.1	82.237	256.55								
T	40.795437000	-99.821220000	2435.5		297.7	1.2	82.281	234.33								
T	40.796046000	-99.822858000	2437.5		296.2	0.4	82.377	504.90								
T	40.796182000	-99.823248000	2431.9		294.7	-4.7	82.399	118.81								
T	40.796684000	-99.824577000	2437.6		296.5	1.4	82.477	410.92								
T	40.796903000	-99.825083000	2444.7		299.8	4.4	82.507	161.23								
T	40.801314000	-99.836798000	2437.7		296.4	-0.2	83.193	3619.85								
T	40.802630000	-99.840322000	2436.9		296.3	-0.1	83.399	1087.10								
T	40.805044000	-99.846700000	2443.7		296.6	0.3	83.773	1972.67								
T	40.807919000	-99.854385000	2441.6		296.3	-0.1	84.222	2371.39								
T	40.808302000	-99.855370000	2450.5		297.2	2.9	84.280	306.31								
T	40.808825000	-99.856764000	2448.4		296.4	-0.5	84.361	430.38								
T	40.809242000	-99.857904000	2450.8		295.8	0.7	84.428	350.25								
T	40.809629000	-99.858907000	2446.5		297.0	-1.4	84.487	311.41								
T	40.809892000	-99.859629000	2456.3		295.7	4.4	84.529	221.65								
T	40.810564000	-99.861371000	2453.9		297.0	-0.5	84.631	540.82								
T	40.811657000	-99.864332000	2453.8		296.0	-0.0	84.804	911.28								
T	40.816660000	-99.877655000	2458.8		296.4	0.1	85.583	4113.79								
T	40.816995000	-99.878471000	2461.2		298.5	0.9	85.631	256.73								
T	40.817396000	-99.879350000	2453.9		301.1	-2.6	85.685	283.80								
T	40.817699000	-99.879973000	2459.4		302.7	2.7	85.724	204.75								
T	40.818208000	-99.881081000	2453.8		301.3	-1.6	85.792	358.40								
T	40.818613000	-99.882056000	2456.7		298.8	1.0	85.850	307.58								
T	40.822229000	-99.891715000	2470.7		296.3	0.5	86.414	2980.43								
T	40.822597000	-99.892657000	2464.8		297.3	-2.0	86.470	293.18								
T	40.823208000	-99.894327000	2468.6		295.8	0.7	86.567	513.02								
T	40.823542000	-99.895287000	2457.5		294.7	-3.8	86.622	292.24								
T	40.824428000	-99.898327000	2466.6		291.1	1.0	86.793	901.17								
T	40.824694000	-99.899080000	2465.2		295.0	-0.6	86.837	229.84								
T	40.827390000	-99.906303000	2468.1		296.3	0.1	87.259	2227.32								
T	40.827832000	-99.907459000	2470.6		296.8	0.7	87.326	358.17								
T	40.829769000	-99.912668000	2472.0		296.2	0.1	87.630	1605.05								
T	40.830736000	-99.915237000	2477.2		296.4	0.7	87.781	793.46								
T	40.830859000	-99.915542000	2476.4		298.1	-0.8	87.799	95.56								
T	40.830981000	-99.915897000	2475.6		294.4	-0.7	87.819	107.83								
T	40.831900000	-99.918339000	2479.8		296.4	0.5	87.962	754.19								
T	40.832881000	-99.921009000	2477.8		295.9	-0.2	88.117	820.78								
T	40.833205000	-99.921840000	2479.5		297.3	0.6	88.166	258.49								
T	40.835544000	-99.928123000	2480.6		296.2	0.1	88.533	1936.27								
T	40.837915000	-99.934465000	2485.3		296.3	0.2	88.904	1956.01								
T	40.838059000	-99.934829000	2484.8		297.6	-0.4	88.925	113.57								
T	40.838549000	-99.936174000	2487.0		295.7	0.6	89.003	412.78								
T	40.839390000	-99.938380000	2483.6		296.7	-0.5	89.133	683.00								
T	40.843276000	-99.948808000	2477.0		296.2	-0.2	89.741	3214.02								
T	40.844661000	-99.952489000	2480.2		296.4	0.3	89.957	1136.63								
T	40.845891000	-99.955833000	2480.3		295.9	0.0	90.151	1028.03								
T	40.846370000	-99.957085000	2482.0		296.8	0.4	90.225	387.88								
T	40.848015000	-99.961529000	2477.3		296.1	-0.3	90.484	1367.82								
T	40.850593000	-99.968436000	2486.7		296.3	0.4	90.887	2129.27								
T	40.850798000	-99.968965000	2484.0		297.1	-1.6	90.918	164.31								
T	40.851727000	-99.971479000	2486.9		296.0	0.4	91.065	773.49								
T	40.852129000	-99.972459000	2492.0		298.5	1.7	91.123	308.15								
T	40.852363000	-99.972991000	2490.5		300.2	-0.9	91.155	170.09								
T	40.853195000	-99.974790000	2491.4		301.4	0.1	91.266	582.74								
T	40.853428000	-99.975315000	2490.3		300.4	-0.7	91.297	168.23								
T	40.853711000	-99.975998000	2493.4		298.7	1.5	91.338	215.25								
T	40.854123000	-99.977097000	2486.4		296.4	-2.1	91.402	339.07								
T	40.854717000	-99.978626000	2496.7		297.2	2.2	91.492	475.13								
T	40.855362000	-99.980342000	2488.4		296.4	-1.6	91.593	529.69								
T	40.856953000	-99.984545000	2495.5		296.6	0.5	91.839	1299.18								
T	40.857448000	-99.985903000	2493.6		295.7	-0.4	91.918	416.71								
T	40.859129000	-99.990394000	2503.3		296.3	0.7	92.180	1385.09								
T	40.859183000	-99.990465000	2503.2		315.2	-0.2	92.185	27.80								
T	40.859236000	-99.990563000	2503.3		305.6	0.2	92.192	33.28								
T	40.859587000	-99.991501000	2499.3		296.3	-1.4	92.246	289.27								
T	40.859865000	-99.992303000	2492.8		294.6	-2.7	92.293	243.88								
T	40.859930000	-99.992604000	2497.1		285.9	5.0	92.309	86.56								
T	40.860563000	-99.994355000	2504.4		295.5	1.4	92.411	536.46								
T	40.860925000	-99.995323000	2494.3		296.3	-3.4	92.467	298.48								
T	40.861024000	-99.995615000	2493.4		294.1	-1.0	92.484	88.46								
T	40.861203000	-99.996035000	2492.4		299.4	-0.8	92.509	133.23								
T	40.861348000	-99.996468000	2493.4		293.9	0.8	92.534	130.91								
T	40.861510000	-99.996981000	2493.7		292.7	0.2	92.563	153.69								
T	40.862201000	-99.999365000	2495.6		291.0	0.3	92.697	705.86								
T	40.862469000	-100.000183000	2503.9		293.4	3.4	92.743	246.43								
T	40.862692000	-100.000819000	2502.4		294.9	-0.8	92.780	193.78								
T	40.863860000	-100.003974000	2500.0		296.1	-0.2	92.964	970.91								
T	40.871696000	-100.025026000	2512.8		296.2	0.2	94.192	6484.93								
T	40.872045000	-100.025935000	2513.1		296.9	0.1	94.246	281.73								
T	40.879824000	-100.046817000	2518.5		296.2	0.1	95.464	6432.94								
T	40.881255000	-100.050982000	2523.9		294.4	0.4	95.703	1264.27								
T	40.881870000	-100.052729000	2523.1		295.0	-0.1	95.804	532.53								
T	40.882397000	-100.054265000	2524.9		294.4	0.4	95.892	466.13								
T	40.883618000	-100.057098000	2531.3		299.7	0.7	96.063	900.89								
T	40.883817000	-100.057602000	2531.9		297.6	0.4	96.093	157.10								
T	40.884147000	-100.058511000	2530.6		295.6	-0.5	96.146	278.63								
T	40.884799000	-100.060412000	2529.5		294.4	-0.2	96.255	576.84								
T	40.888344000	-100.070711000	2532.8		294.5	0.1	96.847	3126.96								
T	40.889967000	-100.075471000	2530.0		294.3	-0.2	97.120	1442.86								
T	40.890417000	-100.076821000	2530.1		293.8	0.0	97.198	407.68								
T	40.890828000	-100.078321000	2529.4		289.9	-0.1	97.281	440.94								
T	40.891237000	-100.079936000	2529.5		288.5	0.0	97.370	470.74								
T	40.891740000	-100.081517000	2531.0		292.8	0.3	97.460	473.99								
T	40.891929000	-100.082044000	2532.8		295.4	1.1	97.491	161.16								
T	40.892910000	-100.084926000	2539.3		294.2	0.7	97.656	873.31								
T	40.893224000	-100.085742000	2543.5		297.0	1.7	97.704	252.96								
T	40.894306000	-100.088290000	2543.8		299.3	0.0	97.857	807.27								
T	40.895454000	-100.090902000	2543.6		300.2	-0.0	98.015	834.53								
T	40.898519000	-100.097952000	2539.4		299.9	-0.2	98.440	2246.31								
T	40.902169000	-100.106405000	2538.7		299.7	-0.0	98.949	2688.73								
T	40.902403000	-100.106917000	2539.4		301.2	0.4	98.981	165.23								
T	40.905654000	-100.114386000	2546.2		299.9	0.3	99.432	2380.32								
T	40.907911000	-100.119620000	2544.8		299.7	-0.1	99.747	1664.16								
T	40.908349000	-100.120592000	2548.6		300.8	1.2	99.806	312.50								
T	40.908723000	-100.121489000	2545.7		298.9	-1.0	99.860	282.92								
T	40.909970000	-100.124359000	2546.3		299.9	0.1	100.033	914.19								
T	40.910168000	-100.124838000	2546.5		298.7	0.1	100.061	150.78								
T	40.911421000	-100.127747000	2552.5		299.7	0.7	100.236	924.63								
T	40.913700000	-100.132975000	2550.8		300.0	-0.1	100.552	1666.59								
T	40.923032000	-100.154330000	2560.3		300.0	0.1	101.842	6811.30								
T	40.923948000	-100.156150000	2562.2		303.7	0.3	101.956	603.62								
T	40.924192000	-100.156671000	2559.0		301.8	-1.9	101.988	169.21								
T	40.925295000	-100.159155000	2565.9		300.4	0.9	102.139	795.43								
T	40.926824000	-100.162734000	2576.2		299.5	0.9	102.354	1135.13								
T	40.927360000	-100.163930000	2571.7		300.7	-1.2	102.427	383.89								
T	40.929079000	-100.167913000	2572.8		299.7	0.1	102.667	1266.36								
T	40.930047000	-100.170146000	2573.7		299.8	0.1	102.801	710.72								
T	40.930286000	-100.170725000	2563.7		298.7	-5.5	102.836	182.15								
T	40.930583000	-100.171501000	2565.6		296.9	0.8	102.881	240.18								
T	40.931161000	-100.173120000	2567.4		295.3	0.4	102.975	494.45								
T	40.931566000	-100.174109000	2558.8		298.5	-2.8	103.034	310.57								
T	40.937361000	-100.187504000	2572.2		299.8	0.3	103.841	4261.03								
T	40.939607000	-100.192667000	2572.9		299.9	0.0	104.152	1644.54								
T	40.943435000	-100.201587000	2581.4		299.6	0.3	104.688	2831.70								
T	40.945491000	-100.206299000	2585.3		300.0	0.3	104.973	1501.91								
T	40.946956000	-100.209758000	2591.2		299.3	0.5	105.180	1094.55								
T	40.951564000	-100.220544000	2591.8		299.5	0.0	105.828	3420.04								
T	40.953104000	-100.224104000	2592.3		299.8	0.0	106.042	1132.20								
T	40.954664000	-100.227772000	2589.3		299.4	-0.3	106.262	1161.74								
T	40.960852000	-100.242070000	2607.1		299.8	0.4	107.124	4547.50								
T	40.961323000	-100.243112000	2603.7		300.9	-1.0	107.187	335.08								
T	40.964429000	-100.250295000	2601.7		299.8	-0.1	107.620	2283.94								
T	40.964660000	-100.250895000	2601.9		297.0	0.1	107.655	185.86								
T	40.965280000	-100.252290000	2601.8		300.5	-0.0	107.739	446.61								
T	40.967489000	-100.257374000	2588.7		299.9	-0.8	108.046	1618.39								
T	40.969428000	-100.261898000	2615.0		299.6	1.8	108.318	1435.28								
T	40.973776000	-100.271957000	2618.2		299.8	0.1	108.923	3197.80								
T	40.978070000	-100.280852000	2621.0		302.6	0.1	109.475	2912.16								
T	40.978781000	-100.282360000	2628.6		302.0	1.5	109.568	490.40								
T	40.983365000	-100.291842000	2630.7		302.6	0.1	110.156	3105.47								
T	40.987219000	-100.299872000	2631.3		302.5	0.0	110.653	2624.32								
T	40.988111000	-100.301690000	2633.2		303.0	0.3	110.766	597.96								
T	40.988677000	-100.302731000	2634.1		305.8	0.3	110.833	353.73								
T	40.989310000	-100.303835000	2637.5		307.2	0.9	110.906	382.22								
T	40.990066000	-100.305059000	2635.2		309.3	-0.5	110.988	435.96								
T	40.991115000	-100.306652000	2638.0		311.1	0.5	111.099	582.66								
T	40.992261000	-100.308354000	2638.0		311.7	0.0	111.218	628.59								
T	40.998462000	-100.317749000	2652.6		311.2	0.4	111.869	3439.61								
T	40.998751000	-100.318226000	2650.6		308.8	-1.2	111.901	168.60								
T	40.999077000	-100.318909000	2651.8		302.3	0.6	111.943	222.83								
T	40.999245000	-100.319335000	2652.2		297.6	0.3	111.968	132.57								
T	40.999445000	-100.319968000	2647.7		292.7	-2.4	112.004	189.32								
T	40.999591000	-100.320591000	2653.8		287.3	3.4	112.038	180.01								
T	40.999653000	-100.321015000	2648.8		281.0	-4.2	112.061	119.20								
T	40.999910000	-100.323641000	2651.3		277.4	0.3	112.199	730.89								
T	41.000092000	-100.325741000	2668.8		276.6	3.0	112.310	583.45								
T	41.000242000	-100.327209000	2674.3		277.7	1.3	112.387	408.89								
T	41.000394000	-100.329091000	2673.4		276.1	-0.2	112.486	522.44								
T	41.001160000	-100.337310000	2643.8		277.0	-1.3	112.919	2285.80								
T	41.001278000	-100.338054000	2642.4		281.9	-0.7	112.959	209.82								
T	41.001419000	-100.338555000	2640.1		290.5	-1.5	112.987	147.52								
T	41.001593000	-100.339066000	2643.2		294.3	2.0	113.016	154.64								
T	41.001820000	-100.339634000	2642.5		297.9	-0.4	113.050	177.26								
T	41.001944000	-100.339871000	2641.1		304.7	-1.8	113.065	79.50								
T	41.002693000	-100.341502000	2645.3		301.3	0.8	113.164	526.45								
T	41.003676000	-100.343599000	2641.1		301.8	-0.6	113.293	680.66								
T	41.004010000	-100.344217000	2648.2		305.6	3.4	113.333	209.54								
T	41.004219000	-100.344550000	2650.5		309.7	1.9	113.356	119.36								
T	41.005145000	-100.345818000	2644.5		314.1	-1.3	113.448	486.13								
T	41.013329000	-100.356495000	2650.9		315.5	0.2	114.242	4192.26								
T	41.017282000	-100.361537000	2654.6		316.1	0.2	114.621	2002.63								
T	41.019758000	-100.364781000	2664.5		315.3	0.8	114.862	1270.92								
T	41.020533000	-100.365791000	2664.0		315.5	-0.1	114.937	396.75								
T	41.020910000	-100.366262000	2664.0		316.7	0.0	114.973	189.10								
T	41.021324000	-100.366812000	2665.8		314.9	0.8	115.013	213.98								
T	41.021725000	-100.367318000	2667.3		316.4	0.8	115.051	202.10								
T	41.023987000	-100.370265000	2659.7		315.5	-0.7	115.271	1157.81								
T	41.024719000	-100.371194000	2667.3		316.2	2.1	115.341	369.92								
T	41.027238000	-100.374513000	2657.7		315.2	-0.7	115.586	1296.55								
T	41.030515000	-100.378981000	2680.3		314.2	1.3	115.911	1716.20								
T	41.032558000	-100.381664000	2658.2		315.3	-2.1	116.110	1049.79								
T	41.032985000	-100.382246000	2660.0		314.2	0.8	116.153	223.58								
T	41.033732000	-100.383429000	2658.4		309.9	-0.4	116.233	424.97								
T	41.033915000	-100.383762000	2659.4		306.1	0.9	116.255	113.52								
T	41.034059000	-100.384000000	2661.3		308.7	2.2	116.270	84.05								
T	41.034828000	-100.385529000	2670.9		303.7	1.9	116.366	506.41								
T	41.035054000	-100.386097000	2667.9		297.8	-1.7	116.400	177.02								
T	41.035304000	-100.386665000	2667.3		300.3	-0.3	116.434	181.25								
T	41.035721000	-100.387803000	2663.9		295.9	-1.0	116.500	348.79								
T	41.035876000	-100.388286000	2660.8		293.0	-2.1	116.528	144.73								
T	41.036174000	-100.389133000	2663.3		295.0	1.0	116.576	257.67								
T	41.037493000	-100.393096000	2667.3		293.8	0.3	116.803	1194.28								
T	41.037925000	-100.394345000	2672.3		294.6	1.3	116.874	378.82								
T	41.039549000	-100.399229000	2671.6		293.8	-0.1	117.153	1471.56								
T	41.042240000	-100.407194000	2677.4		294.1	0.2	117.609	2406.08								
T	41.042999000	-100.409514000	2673.9		293.5	-0.5	117.741	697.18								
T	41.044287000	-100.413302000	2675.5		294.3	0.1	117.958	1145.47								
T	41.046757000	-100.420660000	2682.2		294.0	0.3	118.378	2220.23								
T	41.050312000	-100.431296000	2676.8		293.9	-0.2	118.986	3206.96								
T	41.052043000	-100.436439000	2683.7		294.1	0.4	119.280	1552.43								
T	41.055415000	-100.446566000	2696.8		293.8	0.4	119.858	3051.39								
T	41.068116000	-100.488746000	2708.0		291.8	0.1	122.229	12518.96								
T	41.071813000	-100.501078000	2710.0		291.7	0.1	122.921	3657.53								
T	41.072025000	-100.501739000	2707.3		293.0	-1.4	122.959	197.95								
T	41.072318000	-100.502753000	2705.6		291.0	-0.6	123.016	299.28								
T	41.074856000	-100.511205000	2709.9		291.7	0.2	123.490	2507.21								
T	41.075412000	-100.513003000	2707.3		292.3	-0.5	123.592	535.54								
T	41.075808000	-100.514190000	2710.2		293.9	0.8	123.660	357.67								
T	41.076133000	-100.515205000	2716.5		293.0	2.1	123.717	303.87								
T	41.077280000	-100.519003000	2717.9		291.8	0.1	123.931	1127.47								
T	41.077537000	-100.519904000	2721.7		290.7	1.4	123.981	265.48								
T	41.078267000	-100.522289000	2719.6		292.1	-0.3	124.115	709.32								
T	41.078960000	-100.524617000	2731.3		291.5	1.7	124.246	689.72								
T	41.081239000	-100.532224000	2716.8		291.7	-0.6	124.673	2255.65								
T	41.081501000	-100.533028000	2718.8		293.4	0.8	124.719	241.34								
T	41.081683000	-100.533465000	2721.2		298.9	1.7	124.745	137.52								
T	41.082164000	-100.534373000	2728.3		305.1	2.3	124.803	305.58								
T	41.083044000	-100.535881000	2719.7		307.7	-1.6	124.902	525.02								
T	41.083136000	-100.536041000	2720.5		307.3	1.5	124.913	55.40								
T	41.083510000	-100.536798000	2724.3		303.2	1.5	124.960	249.24								
T	41.083620000	-100.537073000	2723.0		298.0	-1.5	124.976	85.76								
T	41.083797000	-100.537598000	2722.8		294.1	-0.1	125.006	158.45								
T	41.083934000	-100.538103000	2723.6		289.8	0.5	125.034	147.90								
T	41.084034000	-100.538596000	2723.0		285.1	-0.4	125.061	140.71								
T	41.084108000	-100.539119000	2725.9		280.6	2.0	125.089	146.68								
T	41.084156000	-100.539699000	2732.5		276.3	4.1	125.119	160.85								
T	41.084170000	-100.540016000	2736.2		273.4	4.2	125.136	87.54								
T	41.084170000	-100.540303000	2736.5		270.0	0.4	125.151	79.12								
T	41.084144000	-100.540891000	2742.0		266.6	3.4	125.181	162.38								
T	41.084044000	-100.542138000	2729.4		263.9	-3.6	125.247	345.70								
T	41.083940000	-100.543102000	2729.0		261.9	-0.1	125.298	268.45								
T	41.083872000	-100.543732000	2732.9		261.9	2.2	125.331	175.44								
T	41.083709000	-100.544979000	2732.8		260.2	-0.0	125.397	348.87								
T	41.083693000	-100.545640000	2733.6		268.2	0.5	125.431	182.32								
T	41.083730000	-100.546230000	2728.3		274.8	-3.3	125.462	163.21								
T	41.083776000	-100.546616000	2726.9		279.0	-1.3	125.483	107.73								
T	41.083848000	-100.547026000	2730.1		283.1	2.8	125.505	116.03								
T	41.084005000	-100.547653000	2736.2		288.4	3.3	125.539	182.07								
T	41.084193000	-100.548217000	2732.6		293.9	-2.1	125.571	169.91								
T	41.084425000	-100.548758000	2729.5		299.6	-1.8	125.604	171.43								
T	41.084633000	-100.549152000	2728.7		305.0	-0.7	125.629	132.44								
T	41.085538000	-100.550643000	2726.2		308.8	-0.5	125.729	526.95								
T	41.086002000	-100.551447000	2724.8		307.4	-0.5	125.782	278.76								
T	41.086128000	-100.551703000	2726.4		303.1	1.9	125.798	84.19								
T	41.086288000	-100.552077000	2730.0		299.6	3.1	125.820	118.44								
T	41.086427000	-100.552450000	2732.9		296.3	2.5	125.842	114.62								
T	41.086579000	-100.552921000	2730.7		293.2	-1.5	125.868	141.16								
T	41.090386000	-100.565681000	2734.9		291.6	0.1	126.584	3781.10								
T	41.092787000	-100.573645000	2742.8		291.8	0.3	127.032	2363.18								
T	41.092976000	-100.574311000	2738.3		290.6	-2.3	127.069	196.07								
T	41.094346000	-100.578904000	2739.5		291.6	0.1	127.327	1360.88								
T	41.096360000	-100.585573000	2742.1		291.8	0.1	127.702	1979.27								
T	41.096469000	-100.585988000	2737.2		289.2	-4.0	127.725	121.09								
T	41.097942000	-100.590864000	2746.3		291.8	0.6	127.999	1447.16								
T	41.101297000	-100.602072000	2753.6		291.7	0.2	128.628	3322.20								
T	41.101512000	-100.602818000	2754.3		290.9	0.3	128.670	220.02								
T	41.101644000	-100.603228000	2757.8		293.1	2.8	128.693	122.81								
T	41.102725000	-100.606832000	2758.8		291.7	0.1	128.895	1068.53								
T	41.103668000	-100.610019000	2759.2		291.4	0.0	129.074	943.16								
T	41.104960000	-100.614290000	2756.1		291.9	-0.2	129.314	1267.72								
T	41.105679000	-100.616743000	2759.1		291.3	0.4	129.451	725.02								
T	41.107359000	-100.622322000	2759.6		291.8	0.0	129.765	1654.88								
T	41.108621000	-100.626576000	2769.0		291.5	0.7	130.003	1259.28								
T	41.109629000	-100.629917000	2765.4		291.8	-0.4	130.191	991.26								
T	41.111163000	-100.635072000	2763.8		291.6	-0.1	130.480	1526.58								
T	41.112743000	-100.640342000	2771.6		291.7	0.5	130.776	1562.18								
T	41.113028000	-100.641246000	2772.3		292.7	0.2	130.827	269.89								
T	41.113467000	-100.642434000	2775.2		296.1	0.8	130.896	364.35								
T	41.113700000	-100.642995000	2774.8		298.9	-0.3	130.930	176.37								
T	41.114193000	-100.644082000	2777.9		301.0	0.9	130.996	349.26								
T	41.118859000	-100.654228000	2779.2		301.4	0.0	131.615	3272.04								
T	41.120244000	-100.657266000	2782.6		301.2	0.3	131.801	977.42								
T	41.124081000	-100.665622000	2783.7		301.4	0.0	132.311	2693.51								
T	41.124492000	-100.666466000	2779.4		302.9	-1.6	132.363	276.58								
T	41.126970000	-100.671863000	2775.6		301.4	-0.2	132.693	1739.58								
T	41.127865000	-100.673776000	2772.3		301.8	-0.5	132.810	619.76								
T	41.128003000	-100.674119000	2772.3		298.1	0.0	132.830	107.04								
T	41.128565000	-100.675355000	2778.3		301.1	1.5	132.905	397.34								
T	41.131581000	-100.681948000	2777.8		301.3	-0.0	133.307	2122.87								
T	41.133316000	-100.685712000	2777.1		301.5	-0.1	133.537	1214.42								
T	41.134388000	-100.688081000	2778.9		301.0	0.2	133.682	760.56								
T	41.134658000	-100.688790000	2778.6		296.8	-0.1	133.723	218.69								
T	41.134852000	-100.689419000	2783.5		292.3	2.6	133.758	187.13								
T	41.135071000	-100.690342000	2782.2		287.5	-0.5	133.809	266.49								
T	41.135132000	-100.690675000	2782.2		283.7	0.0	133.827	94.39								
T	41.135220000	-100.691215000	2782.2		282.2	0.0	133.856	152.17								
T	41.135299000	-100.691929000	2782.4		278.4	0.1	133.893	198.78								
T	41.135332000	-100.692403000	2778.3		275.3	-3.1	133.918	131.12								
T	41.135339000	-100.692949000	2777.9		271.0	-0.3	133.947	150.43								
T	41.135335000	-100.693441000	2778.9		269.4	0.7	133.972	135.54								
T	41.135315000	-100.693846000	2778.5		266.2	-0.3	133.993	111.80								
T	41.135261000	-100.694489000	2782.5		263.6	2.3	134.027	178.22								
T	41.134930000	-100.697661000	2778.2		262.1	-0.5	134.194	882.07								
T	41.134830000	-100.698422000	2785.7		260.1	3.6	134.234	212.78								
T	41.133987000	-100.706137000	2786.3		261.7	0.0	134.641	2147.35								
T	41.133847000	-100.707311000	2784.9		261.0	-0.4	134.703	327.41								
T	41.133671000	-100.709095000	2786.1		262.5	0.2	134.797	495.61								
T	41.133388000	-100.711518000	2793.5		261.2	1.1	134.925	675.40								
T	41.133093000	-100.714228000	2784.2		261.8	-1.2	135.068	754.24								
T	41.132137000	-100.722866000	2786.3		261.6	0.1	135.523	2404.96								
T	41.132001000	-100.723966000	2795.3		260.7	2.9	135.581	307.06								
T	41.131956000	-100.724559000	2792.0		264.2	-2.0	135.613	164.18								
T	41.131900000	-100.726081000	2796.1		267.2	1.0	135.692	419.78								
T	41.131890000	-100.726426000	2791.6		267.8	-4.8	135.710	95.11								
T	41.133001000	-100.726805000	2795.6		345.6	1.0	135.789	418.05								
T	41.133172000	-100.726894000	2793.9		338.6	-2.5	135.802	66.96								
T	41.134030000	-100.727209000	2785.4		344.5	-2.6	135.863	324.44								
T	41.134657000	-100.727475000	2788.6		342.3	1.3	135.909	239.92								
T	41.135330000	-100.727783000	2788.7		341.0	0.0	135.958	259.48								
T	41.135665000	-100.727925000	2790.0		342.3	1.0	135.982	128.17								
T	41.137224000	-100.728777000	2785.4		337.6	-0.7	136.099	614.61								
T	41.137833000	-100.729114000	2786.2		337.4	0.3	136.144	240.53								
T	41.138826000	-100.729709000	2779.6		335.7	-1.7	136.219	397.20								
T	41.139562000	-100.730205000	2786.8		333.1	2.4	136.276	300.97								
T	41.139766000	-100.730352000	2789.0		331.5	2.5	136.292	84.64								
