type	latitude	longitude	altitude (ft)	vmg (mph)	course	slope (%)	distance (mi)	distance_interval (ft)	color	opacity	width	scale	sym	name	desc	kml_folder
T	42.614207000	-108.606479000	6731.5		168.6	8.0	18.815	224.62								
T	42.613744000	-108.606458000	6748.7		178.1	10.2	18.847	168.84								
T	42.613504000	-108.606484000	6761.4		184.6	14.5	18.864	87.75								
T	42.613109000	-108.606597000	6785.3		191.9	16.3	18.891	147.14								
T	42.612738000	-108.606787000	6801.8		200.7	11.4	18.919	144.56								
T	42.610860000	-108.608049000	6868.7		206.3	8.8	19.064	764.12								
T	42.609694000	-108.608807000	6890.7		205.6	4.7	19.153	471.41								
T	42.607736000	-108.610169000	6921.3		207.1	3.8	19.305	802.29								
T	42.605531000	-108.611683000	6946.5		206.8	2.8	19.475	901.08								
T	42.604964000	-108.612090000	6955.0		207.8	3.6	19.520	233.90								
T	42.604517000	-108.612521000	6961.3		215.4	3.1	19.558	200.01								
T	42.603660000	-108.613574000	6997.6		222.1	8.6	19.638	421.81								
T	42.603602000	-108.613646000	7001.9		222.4	14.7	19.643	28.68								
T	42.601825000	-108.615925000	7035.4		223.4	3.8	19.812	892.15								
T	42.601348000	-108.616494000	7044.0		221.3	3.7	19.856	231.72								
T	42.599705000	-108.618178000	7078.2		217.0	4.6	19.998	751.09								
T	42.597812000	-108.620041000	7106.8		215.9	3.4	20.160	853.00								
T	42.596771000	-108.621086000	7109.1		216.5	0.5	20.249	472.35								
T	42.596253000	-108.621789000	7100.2		225.0	-3.3	20.300	267.34								
T	42.595803000	-108.622561000	7087.1		231.6	-4.9	20.350	264.78								
T	42.595419000	-108.623523000	7087.0		241.5	-0.0	20.406	294.43								
T	42.595100000	-108.624632000	7072.1		248.7	-4.7	20.466	320.46								
T	42.594961000	-108.625650000	7058.8		259.5	-4.8	20.519	278.76								
T	42.594915000	-108.627217000	7062.6		267.7	0.9	20.599	422.28								
T	42.594773000	-108.633391000	7087.8		268.2	1.5	20.914	1663.30								
T	42.594765000	-108.633738000	7088.9		268.2	1.2	20.932	93.48								
T	42.594662000	-108.637641000	7114.1		267.9	2.4	21.131	1051.65								
T	42.594615000	-108.639620000	7138.2		268.2	4.5	21.232	533.17								
T	42.594571000	-108.641219000	7159.5		267.9	4.9	21.314	430.87								
T	42.594508000	-108.642093000	7172.2		264.4	5.4	21.358	236.46								
T	42.594386000	-108.642962000	7172.9		259.2	0.3	21.403	238.19								
T	42.594196000	-108.643627000	7198.5		248.8	13.3	21.440	191.99								
T	42.593920000	-108.644405000	7203.7		244.3	2.2	21.484	232.39								
T	42.593619000	-108.645006000	7218.3		235.8	7.5	21.521	195.51								
T	42.593161000	-108.645784000	7237.7		231.4	7.2	21.572	267.87								
T	42.592586000	-108.646539000	7245.6		224.0	2.7	21.627	291.98								
T	42.592154000	-108.646916000	7247.6		212.7	1.1	21.662	187.34								
T	42.591475000	-108.647377000	7271.1		206.6	8.5	21.715	276.86								
