type	latitude	longitude	altitude (ft)	vmg (mph)	course	slope (%)	distance (mi)	distance_interval (ft)	color	opacity	width	scale	sym	name	desc	kml_folder
T	42.912836000	-112.529355000	4432.9		329.8	0.2	5.462	278.52								
T	42.913250000	-112.529698000	4435.5		328.8	1.5	5.495	176.67								
T	42.913634000	-112.530022000	4442.8		328.3	4.4	5.526	164.69								
T	42.913938000	-112.530273000	4444.9		328.8	1.7	5.551	129.61								
T	42.914030000	-112.529998000	4442.2		65.4	-3.3	5.566	80.94								
T	42.914094000	-112.529805000	4441.1		65.6	-2.1	5.577	56.72								
T	42.914130000	-112.529626000	4440.3		74.6	-1.6	5.586	49.72								
T	42.914134000	-112.529385000	4437.5		88.7	-4.3	5.599	64.58								
T	42.914102000	-112.529171000	4434.2		101.5	-5.6	5.610	58.50								
T	42.914012000	-112.528798000	4430.9		108.2	-3.2	5.630	105.17								
T	42.913842000	-112.528275000	4424.7		113.9	-4.0	5.659	153.20								
T	42.913624000	-112.527538000	4419.4		112.0	-2.5	5.699	212.83								
T	42.913464000	-112.527047000	4421.0		114.0	1.1	5.726	143.88								
T	42.913340000	-112.526622000	4422.5		111.7	1.2	5.749	122.50								
T	42.913255000	-112.526283000	4421.3		108.9	-1.3	5.768	95.96								
T	42.913177000	-112.525867000	4417.6		104.4	-3.2	5.789	115.01								
T	42.913136000	-112.525469000	4417.0		98.0	-0.6	5.810	107.67								
T	42.913126000	-112.525196000	4417.6		92.9	0.8	5.824	73.23								
T	42.913102000	-112.524518000	4417.3		92.8	-0.2	5.858	181.85								
T	42.913098000	-112.523140000	4400.8		90.2	-4.5	5.928	369.17								
T	42.913158000	-112.520914000	4396.3		87.9	-0.7	6.041	596.74								
T	42.913159000	-112.520466000	4400.0		89.8	3.1	6.064	120.02								
T	42.913164000	-112.520309000	4400.7		87.5	1.8	6.072	42.10								
T	42.913201000	-112.520028000	4408.8		79.8	10.5	6.086	76.48								
T	42.913255000	-112.519798000	4414.3		72.2	8.6	6.098	64.68								
T	42.913309000	-112.519621000	4417.2		67.4	5.6	6.108	51.34								
T	42.914156000	-112.517359000	4408.0		62.9	-1.4	6.237	680.08								
T	42.914683000	-112.515889000	4405.8		63.9	-0.5	6.320	438.15								
T	42.914750000	-112.515733000	4404.4		59.6	-3.0	6.329	48.40								
T	42.914798000	-112.515646000	4403.8		53.0	-1.8	6.335	29.14								
T	42.914842000	-112.515600000	4404.4		37.4	3.0	6.338	20.22								
T	42.914929000	-112.515546000	4407.0		24.4	7.2	6.345	34.85								
T	42.915021000	-112.515524000	4409.7		9.9	8.0	6.351	34.05								
T	42.915112000	-112.515511000	4410.8		6.0	3.2	6.358	33.35								
T	42.915384000	-112.515509000	4414.2		0.3	3.5	6.377	99.14								
T	42.917857000	-112.515602000	4454.8		358.4	4.5	6.547	901.68								
T	42.920621000	-112.515667000	4435.6		359.0	-1.9	6.738	1007.55								
T	42.923419000	-112.515745000	4459.7		358.8	2.4	6.931	1020.01								
T	42.924444000	-112.515741000	4466.3		0.2	1.8	7.002	373.59								
T	42.924871000	-112.515731000	4464.3		1.0	-1.3	7.032	155.65								
T	42.925109000	-112.515735000	4466.5		359.3	2.6	7.048	86.75								
T	42.925989000	-112.515721000	4473.2		0.7	2.1	7.109	320.76								
T	42.926873000	-112.515711000	4473.7		0.5	0.1	7.170	322.21								
T	42.926917000	-112.515711000	4473.4		0.0	-1.8	7.173	16.04								
T	42.927556000	-112.515716000	4474.1		359.7	0.3	7.217	232.90								
T	42.927885000	-112.515711000	4469.1		0.6	-4.2	7.240	119.92								
T	42.928601000	-112.515719000	4474.9		359.5	2.2	7.289	260.97								
T	42.928994000	-112.515743000	4473.2		357.4	-1.2	7.316	143.38								
T	42.929507000	-112.515763000	4472.5		358.4	-0.3	7.352	187.05								
T	42.934487000	-112.515960000	4473.3		358.3	0.0	7.696	1815.84								
T	42.934769000	-112.515973000	4472.9		358.1	-0.4	7.715	102.84								
T	42.935029000	-112.515985000	4470.0		358.1	-3.1	7.733	94.82								
T	42.934977000	-112.509053000	4448.8		90.6	-1.1	8.085	1856.52								
T	42.934939000	-112.506109000	4446.3		91.0	-0.3	8.234	788.54								
T	42.934950000	-112.505465000	4449.4		88.7	1.8	8.267	172.51								
T	42.934952000	-112.505393000	4449.4		87.8	-0.1	8.270	19.30								
T	42.934957000	-112.505020000	4446.3		89.0	-3.1	8.289	99.91								
T	42.934962000	-112.504115000	4452.6		89.6	2.6	8.335	242.37								
T	42.934968000	-112.503262000	4458.7		89.4	2.6	8.378	228.45								
T	42.934977000	-112.501743000	4472.8		89.5	3.5	8.455	406.81								
T	42.934982000	-112.501339000	4474.9		89.0	1.9	8.476	108.21								
T	42.935000000	-112.499190000	4464.9		89.3	-1.7	8.585	575.55								
T	42.935021000	-112.496222000	4477.0		89.4	1.5	8.735	794.88								
T	42.934980000	-112.481321000	4485.0		90.2	0.2	9.491	3990.59								
T	42.934984000	-112.476510000	4486.5		89.9	0.1	9.735	1288.41								
T	42.934972000	-112.475112000	4480.3		90.7	-1.7	9.806	374.42								
T	42.934971000	-112.474034000	4481.3		90.1	0.3	9.861	288.69								
T	42.934969000	-112.473432000	4484.4		90.3	1.9	9.891	161.22								
T	42.934970000	-112.473044000	4485.0		89.8	0.6	9.911	103.91								
