type	latitude	longitude	altitude (ft)	vmg (mph)	course	slope (%)	distance (mi)	distance_interval (ft)	color	opacity	width	scale	sym	name	desc	kml_folder
T	41.922820000	-103.752700000	3986.3		303.3	-1.6	11.634	286.85								
T	41.923472000	-103.754125000	3987.9		301.6	0.3	11.720	454.80								
T	41.923937000	-103.755227000	3983.4		299.6	-1.3	11.786	344.46								
T	41.924258000	-103.756036000	3984.8		298.1	0.5	11.833	249.31								
T	41.924580000	-103.756899000	3972.2		296.6	-4.8	11.883	262.54								
T	41.924927000	-103.757879000	3962.7		295.5	-3.2	11.938	295.16								
T	41.925420000	-103.759367000	3967.5		294.0	1.1	12.022	443.00								
T	41.925765000	-103.760541000	3953.6		291.6	-4.0	12.087	343.33								
T	41.926081000	-103.761554000	3957.7		292.7	1.4	12.144	298.76								
T	41.926530000	-103.763085000	3960.0		291.5	0.5	12.229	447.61								
T	41.926753000	-103.763809000	3965.0		292.5	2.4	12.269	213.12								
T	41.927112000	-103.764979000	3973.6		292.4	2.5	12.334	344.22								
T	41.927555000	-103.766355000	3987.8		293.4	3.5	12.412	407.77								
T	41.927919000	-103.767362000	3992.8		295.9	1.6	12.469	304.45								
T	41.928418000	-103.768683000	3996.1		296.9	0.8	12.545	402.85								
T	41.928581000	-103.769069000	3998.0		299.6	1.6	12.568	120.67								
T	41.928624000	-103.769170000	3999.2		299.8	3.9	12.574	31.64								
T	41.928738000	-103.769439000	3997.8		299.7	-1.6	12.590	84.17								
T	41.928820000	-103.769632000	3998.5		299.7	1.2	12.602	60.43								
T	41.928886000	-103.769418000	3996.1		67.5	-3.9	12.614	63.01								
T	41.928820000	-103.769632000	3998.5		247.5	3.9	12.626	63.01								
T	41.928849000	-103.769701000	3999.1		299.5	2.7	12.630	21.55								
T	41.928907000	-103.769838000	3999.1		299.6	0.0	12.638	42.86								
T	41.929445000	-103.771025000	3999.3		301.4	0.1	12.709	377.85								
T	41.929920000	-103.772014000	4006.7		302.8	2.3	12.770	319.98								
T	41.931094000	-103.774345000	4012.7		304.1	0.8	12.915	765.09								
T	41.931525000	-103.775213000	4015.7		303.7	1.1	12.969	283.65								
T	41.932401000	-103.776941000	4007.1		304.3	-1.5	13.076	568.33								
T	41.932423000	-103.776986000	4007.3		303.3	1.4	13.079	14.64								
T	41.932921000	-103.777993000	4013.7		303.6	1.9	13.141	328.66								
T	41.933629000	-103.779380000	4012.0		304.5	-0.4	13.228	457.17								
T	41.934239000	-103.780608000	4019.2		303.7	1.8	13.304	401.33								
T	41.934325000	-103.780776000	4020.5		304.5	2.4	13.314	55.42								
T	41.935037000	-103.782171000	4018.6		304.5	-0.4	13.401	459.78								
T	41.935917000	-103.783935000	4014.8		303.8	-0.7	13.511	577.24								
T	41.936478000	-103.785047000	4018.9		304.1	1.1	13.580	365.16								
T	41.936961000	-103.786020000	4024.4		303.7	1.7	13.640	317.91								
T	41.937812000	-103.787699000	4017.9		304.3	-1.2	13.745	552.15								
