type	latitude	longitude	altitude (ft)	vmg (mph)	course	slope (%)	distance (mi)	distance_interval (ft)	color	opacity	width	scale	sym	name	desc	kml_folder
T	42.951640000	-108.791138000	5511.6		243.9	-2.0	24.786	338.55								
T	42.951633000	-108.791162000	5511.4		248.3	-2.9	24.787	6.91								
T	42.951634612	-108.791162935	5511.3		337.0	-2.4	24.787	0.64								
T	42.951463958	-108.791448436	5513.5		230.8	2.2	24.806	98.55								
T	42.951293303	-108.791733935	5520.1		230.8	6.7	24.824	98.55								
T	42.951122647	-108.792019433	5527.7		230.8	7.7	24.843	98.55								
T	42.950975268	-108.792265987	5530.9		230.8	3.7	24.859	85.11								
T	42.950793354	-108.792538197	5534.4		227.6	3.5	24.878	98.53								
T	42.950611438	-108.792810406	5534.0		227.6	-0.4	24.896	98.53								
T	42.950429523	-108.793082613	5536.1		227.6	2.2	24.915	98.53								
T	42.950410111	-108.793111660	5536.2		227.6	0.8	24.917	10.51								
T	42.949670016	-108.793865411	5535.1		216.7	-0.3	24.981	336.88								
T	42.949427250	-108.794026221	5532.6		205.9	-2.4	25.000	98.40								
T	42.949184483	-108.794187030	5524.9		205.9	-7.9	25.018	98.40								
T	42.948941717	-108.794347838	5517.1		205.9	-7.9	25.037	98.40								
T	42.948781890	-108.794453706	5513.8		205.9	-5.1	25.049	64.78								
T	42.947086341	-108.794913310	5493.7		191.2	-3.2	25.168	630.12								
T	42.947086000	-108.794882000	5494.2		90.9	6.6	25.170	8.38								
T	42.945801000	-108.794879000	5483.9		179.9	-2.2	25.259	468.35								
T	42.944806000	-108.794892000	5479.4		180.5	-1.2	25.327	362.67								
T	42.944122000	-108.794888000	5487.7		179.8	3.3	25.375	249.30								
T	42.943110000	-108.794891000	5486.6		180.1	-0.3	25.444	368.85								
T	42.942575000	-108.794906000	5490.0		181.2	1.7	25.481	195.03								
T	42.942348000	-108.794951000	5490.9		188.3	1.1	25.497	83.61								
T	42.942186000	-108.795017000	5491.9		196.6	1.7	25.509	61.63								
T	42.942025000	-108.795118000	5490.7		204.7	-1.8	25.521	64.61								
