latitude,longitude
38.586264000,-90.906332000
38.586721000,-90.906760000
38.586970000,-90.907001000
38.587100000,-90.907157000
38.587207000,-90.907304000
38.587302000,-90.907457000
38.587331000,-90.907520000
38.587382000,-90.907629000
38.587466000,-90.907851000
38.587537000,-90.908108000
38.587665000,-90.908679000
38.587774000,-90.909162000
38.587789000,-90.909222000
38.587851000,-90.909468000
38.587997000,-90.909938000
38.588130000,-90.910311000
38.588268000,-90.910695000
38.588500000,-90.911337000
38.588620000,-90.911703000
38.588694000,-90.911952000
38.588735000,-90.912135000
38.588766000,-90.912289000
38.588796000,-90.912499000
38.588829000,-90.912865000
38.588854000,-90.913294000
38.588884000,-90.913970000
38.588925000,-90.914919000
38.588940000,-90.915341000
38.588935000,-90.915746000
38.588909000,-90.916080000
38.588874000,-90.916365000
38.588831000,-90.916602000
38.588767000,-90.916871000
38.588683000,-90.917146000
38.588577000,-90.917431000
38.588426000,-90.917790000
38.588272000,-90.918137000
38.588019000,-90.918695000
38.587672000,-90.919462000
38.587166000,-90.920648000
38.586630000,-90.921829000
38.586385000,-90.922352000
38.586207000,-90.922705000
38.586050000,-90.923002000
38.585834000,-90.923383000
38.585721000,-90.923585000
38.585558000,-90.923899000
38.585369000,-90.924306000
38.584728000,-90.925681000
38.584406000,-90.926383000
38.583033000,-90.929369000
38.582958000,-90.929532000
38.582894000,-90.929678000
38.582841000,-90.929830000
38.582798000,-90.930010000
38.582761000,-90.930234000
38.582744000,-90.930519000
38.582751000,-90.930794000
38.582756000,-90.931027000
38.582788000,-90.932553000
38.582779000,-90.932819000
38.582758000,-90.933050000
38.582722000,-90.933230000
38.582680000,-90.933406000
38.582604000,-90.933632000
38.582485000,-90.933912000
38.582108000,-90.934758000
38.581785000,-90.935480000
38.581579000,-90.936017000
38.581172000,-90.937167000
38.580824000,-90.938172000
38.580580000,-90.938883000
38.580448000,-90.939285000
38.580346000,-90.939717000
38.580145000,-90.940707000
38.579764000,-90.942565000
38.579736000,-90.942669000
38.579391000,-90.944239000
38.579166000,-90.945211000
38.579054000,-90.945831000
38.578993000,-90.946350000
38.578986000,-90.946775000
38.579017000,-90.947282000
38.579029000,-90.947407000
38.579076000,-90.947895000
38.579133000,-90.948492000
38.579182000,-90.948860000
38.579264000,-90.949182000
38.579402000,-90.949600000
38.579766000,-90.950501000
38.580131000,-90.951399000
38.580240000,-90.951687000
38.580305000,-90.951884000
38.580353000,-90.952078000
38.580392000,-90.952267000
38.580419000,-90.952466000
38.580433000,-90.952649000
38.580440000,-90.952845000
38.580435000,-90.953077000
38.580416000,-90.953296000
38.580390000,-90.953523000
38.580357000,-90.953754000
38.580240000,-90.954531000
38.580160000,-90.955100000
38.580131000,-90.955304000
38.580092000,-90.955580000
38.580044000,-90.955927000
38.579995000,-90.956295000
38.579972000,-90.956503000
38.579966000,-90.956563000
38.579939000,-90.956929000
38.579929000,-90.957201000
38.579921000,-90.957561000
38.579924000,-90.957889000
38.579938000,-90.958321000
38.579974000,-90.958880000
38.580009000,-90.959239000
38.580056000,-90.959593000
38.580114000,-90.959973000
38.580200000,-90.960481000
38.580255000,-90.960735000
38.580310000,-90.960916000
38.580376000,-90.961091000
38.580456000,-90.961280000
38.580706000,-90.961792000
38.580896000,-90.962164000
38.581023000,-90.962414000
38.581167000,-90.962688000
38.581279000,-90.962891000
38.581402000,-90.963095000
38.581519000,-90.963252000
38.581612000,-90.963360000
38.581777000,-90.963519000
38.581944000,-90.963653000
38.582141000,-90.963795000
38.582408000,-90.963977000
38.582955000,-90.964328000
38.583043000,-90.964387000
38.583423000,-90.964644000
38.583478000,-90.964682000
38.583757000,-90.964876000
38.584313000,-90.965233000
38.584748000,-90.965561000
38.584976000,-90.965746000
38.585154000,-90.965936000
38.585277000,-90.966087000
38.585382000,-90.966224000
38.585954000,-90.967060000
38.586387000,-90.967756000
38.586767000,-90.968330000
38.586902000,-90.968593000
38.586987000,-90.968867000
38.587020000,-90.969010000
38.587100000,-90.969533000
38.587181000,-90.970140000
38.587219000,-90.970461000
38.587240000,-90.970626000
38.587265000,-90.970821000
38.587318000,-90.971108000
38.587411000,-90.971500000
38.587504000,-90.971809000
38.587653000,-90.972202000
38.587825000,-90.972574000
38.588084000,-90.973171000
38.588344000,-90.973702000
38.588468000,-90.973981000
38.588992000,-90.975162000
38.589184000,-90.975745000
38.589243000,-90.975981000
38.589296000,-90.976266000
38.589378000,-90.976896000
38.589411000,-90.977220000
38.589519000,-90.978097000
38.589546000,-90.978503000
38.589585000,-90.979727000
38.589614000,-90.980866000
38.589625000,-90.981101000
38.589662000,-90.981323000
38.589710000,-90.981522000
38.589765000,-90.981679000
38.589859000,-90.981905000
38.590111000,-90.982327000
38.590233000,-90.982473000
38.590332000,-90.982563000
38.590703000,-90.982854000
38.590897000,-90.982973000
38.591074000,-90.983082000
38.591542000,-90.983295000
38.591795000,-90.983380000
38.592031000,-90.983448000
38.592523000,-90.983490000
38.592775000,-90.983477000
38.593201000,-90.983460000
38.593269000,-90.983463000
38.593414000,-90.983480000
38.593562000,-90.983523000
38.593762000,-90.983631000
38.593913000,-90.983750000
38.594044000,-90.983884000
38.594507000,-90.984621000
38.594888000,-90.985231000
38.595056000,-90.985511000
38.595166000,-90.985692000
38.595449000,-90.986212000
38.595550000,-90.986429000
38.595606000,-90.986621000
38.595665000,-90.986861000
38.595752000,-90.987586000
38.595805000,-90.987754000
38.595904000,-90.987973000
38.595968000,-90.988083000
38.596060000,-90.988207000
38.596209000,-90.988356000
38.596452000,-90.988530000
38.596736000,-90.988689000
38.597034000,-90.988864000
38.597449000,-90.989052000
38.597917000,-90.989227000
38.598100000,-90.989327000
38.598325000,-90.989479000
38.598560000,-90.989693000
38.598717000,-90.989834000
38.598878000,-90.990036000
38.599041000,-90.990265000
38.599122000,-90.990378000
38.599465000,-90.990830000
38.599657000,-90.991070000
38.599805000,-90.991243000
38.599940000,-90.991342000
38.600486000,-90.991593000
38.600533000,-90.991615000
38.600724000,-90.991702000
38.601119000,-90.991859000
38.601552000,-90.992030000
38.601989000,-90.992212000
38.602187000,-90.992275000
38.602351000,-90.992349000
38.602840000,-90.992538000
38.603247000,-90.992715000
38.603678000,-90.992925000
38.603841000,-90.993005000
38.604575000,-90.993343000
38.604720000,-90.993426000
38.604810000,-90.993479000
38.604994000,-90.993638000
38.605096000,-90.993745000
38.605205000,-90.993899000
38.605331000,-90.994107000
38.605398000,-90.994244000
38.605524000,-90.994488000
38.605618000,-90.994662000
38.605529000,-90.994904000
38.605510000,-90.994961000
38.605368000,-90.995385000
38.605309000,-90.995559000
38.605214000,-90.995660000
38.605111000,-90.995753000
38.604671000,-90.996054000
38.604277000,-90.996254000
38.604095000,-90.996318000
38.603900000,-90.996401000
38.603748000,-90.996631000
38.603596000,-90.996932000
38.603478000,-90.997145000
38.603366000,-90.997266000
38.603254000,-90.997358000
38.603139000,-90.997445000
38.602728000,-90.997684000
38.602614000,-90.997763000
38.602537000,-90.997843000
38.602475000,-90.997907000
38.602404000,-90.998018000
38.602288000,-90.998202000
38.602163000,-90.998494000
38.602107000,-90.998663000
38.602016000,-90.998954000
38.601875000,-90.999561000
38.601758000,-91.000003000
38.601384000,-91.001544000
38.600983000,-91.003253000
38.600895000,-91.003605000
38.600795000,-91.003958000
38.600711000,-91.004200000
38.600614000,-91.004412000
38.600520000,-91.004582000
38.600394000,-91.004777000
38.600247000,-91.004968000
38.600029000,-91.005226000
38.599836000,-91.004832000
38.599785000,-91.004711000
38.599658000,-91.004465000
38.599612000,-91.004377000
38.599436000,-91.004044000
38.599091000,-91.003399000
38.598932000,-91.003100000
38.598703000,-91.002794000
38.598668000,-91.002756000
38.598294000,-91.002492000
38.598126000,-91.002384000
38.597958000,-91.002285000
38.597407000,-91.002113000
38.595422000,-91.001721000
38.594119000,-91.001457000
38.591803000,-91.000972000
38.589147000,-91.000416000
38.582407000,-90.999038000
38.575809000,-90.997680000
38.570996000,-90.996678000
38.567544000,-90.995884000
38.567544000,-90.995884000
38.566119000,-90.995557000
38.565117000,-90.995319000
38.564440000,-90.995158000
38.564308000,-90.995126000
38.563274000,-90.994897000
38.563001000,-90.994901000
38.562766000,-90.994960000
38.562378000,-90.995079000
38.561916000,-90.995301000
38.561193000,-90.995807000
38.557770000,-90.998189000
38.555452000,-90.999897000
38.554977000,-91.000248000
38.554846000,-91.000330000
38.554746000,-91.000378000
38.554639000,-91.000415000
38.554485000,-91.000463000
38.554381000,-91.000509000
38.554279000,-91.000566000
38.554084000,-91.000694000
38.553997000,-91.000756000
38.553533000,-91.001101000
38.553414000,-91.001181000
38.553147000,-91.001364000
38.553080000,-91.001410000
38.553025000,-91.001447000
38.552972000,-91.001482000
38.552692000,-91.001678000
38.552539000,-91.001791000
38.552383000,-91.001907000
38.552290000,-91.001976000
38.552188000,-91.002051000
38.552086000,-91.002120000
38.551704000,-91.002376000
38.551529000,-91.002502000
38.551244000,-91.002688000
38.551042000,-91.002834000
38.550844000,-91.002985000
38.550444000,-91.003331000
38.550371000,-91.003423000
38.550265000,-91.003541000
38.550185000,-91.003729000
38.549918000,-91.004099000
38.549488000,-91.004725000
38.549173000,-91.005187000
38.548955000,-91.005464000
38.548712000,-91.005729000
38.548535000,-91.005879000
38.548360000,-91.006046000
38.548142000,-91.006172000
38.547905000,-91.006285000
38.547504000,-91.006431000
38.547088000,-91.006525000
38.546764000,-91.006540000
38.546257000,-91.006492000
38.545599000,-91.006411000
38.545396000,-91.006386000
38.545315000,-91.006376000
38.544960000,-91.006344000
38.543707000,-91.006197000
38.540973000,-91.005862000
38.539697000,-91.005716000
38.539582000,-91.005713000
38.539371000,-91.005691000
38.539248000,-91.005677000
38.539080000,-91.005653000
38.538777000,-91.005625000
38.538609000,-91.005724000
38.538537000,-91.005813000
38.538452000,-91.005939000
38.538426000,-91.006439000
38.538426000,-91.006561000
38.538429000,-91.006975000
38.538441000,-91.007186000
38.538404000,-91.007677000
38.538460000,-91.008455000
38.538659000,-91.009465000
38.538698000,-91.009660000
38.539018000,-91.010695000
38.539235000,-91.011281000
38.539297000,-91.011424000
38.539297000,-91.011424000
38.539455000,-91.011785000
38.539977000,-91.012839000
38.540448000,-91.013729000
38.540800000,-91.014460000
38.541263000,-91.015452000
38.541412000,-91.015855000
38.541701000,-91.016682000
38.541843000,-91.017160000
38.541968000,-91.017580000
38.542159000,-91.018224000
38.542620000,-91.019774000
38.543586000,-91.023030000
38.544244000,-91.025286000
38.545238000,-91.028567000
38.545511000,-91.029272000
38.545766000,-91.029829000
38.546017000,-91.030327000
38.546277000,-91.030789000
38.546642000,-91.031347000
38.547553000,-91.032559000
38.548105000,-91.033256000
38.550154000,-91.035895000
38.550361000,-91.036166000
38.551888000,-91.038163000
38.553259000,-91.039936000
38.553890000,-91.040826000
38.554326000,-91.041512000
38.554705000,-91.042179000
38.554725000,-91.042214000
38.554917000,-91.042538000
38.556999000,-91.046656000
38.557661000,-91.047972000
38.557774000,-91.048175000
38.557915000,-91.048448000
38.558319000,-91.049213000
38.558451000,-91.049475000
38.560298000,-91.053209000
38.560582000,-91.053740000
38.560920000,-91.054427000
38.561347000,-91.055235000
38.561359000,-91.055261000
38.563814000,-91.060148000
38.564010000,-91.060571000
38.564020000,-91.060594000
38.564063000,-91.060689000
38.564264000,-91.061060000
38.564438000,-91.061471000
38.564635000,-91.061964000
38.564801000,-91.062333000
38.565259000,-91.063354000
38.565421000,-91.063775000
38.565713000,-91.064437000
38.565718000,-91.064448000
38.565887000,-91.064858000
38.566187000,-91.065639000
38.566365000,-91.066199000
38.566426000,-91.066403000
38.566608000,-91.067023000
38.566710000,-91.067484000
38.566806000,-91.067993000
38.566969000,-91.068900000
38.567311000,-91.071088000
38.567449000,-91.071768000
38.567705000,-91.072629000
38.567942000,-91.073223000
38.568083000,-91.073476000
38.568269000,-91.073833000
38.568562000,-91.074275000
38.568582000,-91.074306000
38.568676000,-91.074450000
38.569116000,-91.074978000
38.569444000,-91.075322000
38.569590000,-91.075450000
38.569888000,-91.075676000
38.570209000,-91.075900000
38.570907000,-91.076283000
38.571373000,-91.076521000
38.572807000,-91.077266000
38.573159000,-91.077446000
38.573508000,-91.077663000
38.573824000,-91.077905000
38.574032000,-91.078127000
38.574209000,-91.078342000
38.574409000,-91.078656000
38.574472000,-91.078755000
38.574594000,-91.078969000
38.574687000,-91.079178000
38.574801000,-91.079425000
38.574906000,-91.079739000
38.575030000,-91.080260000
38.575084000,-91.080662000
38.575162000,-91.081593000
38.575229000,-91.082352000
38.575460000,-91.085355000
38.575551000,-91.086394000
38.575609000,-91.087131000
38.575685000,-91.088099000
38.575728000,-91.088637000
38.575884000,-91.090622000
38.575922000,-91.091110000
38.576018000,-91.092158000
38.576068000,-91.092697000
38.576125000,-91.093115000
38.576159000,-91.093367000
38.576277000,-91.093951000
38.576452000,-91.094577000
38.576502000,-91.094711000
38.576548000,-91.094859000
38.576716000,-91.095291000
38.576938000,-91.095795000
38.577118000,-91.096165000
38.577408000,-91.096688000
38.577734000,-91.097218000
38.578471000,-91.098354000
38.578471000,-91.098354000
38.578759000,-91.098797000
38.578812000,-91.098888000
38.579238000,-91.099569000
38.579536000,-91.100111000
38.579561000,-91.100164000
38.579647000,-91.100320000
38.579702000,-91.100435000
38.579890000,-91.100811000
38.580182000,-91.101501000
38.580310000,-91.101869000
38.580538000,-91.102495000
38.580756000,-91.103227000
38.581123000,-91.104689000
38.582436000,-91.110072000
38.582629000,-91.110713000
38.582855000,-91.111373000
38.582881000,-91.111461000
38.583206000,-91.112168000
38.583706000,-91.113061000
38.583960000,-91.113457000
38.584245000,-91.113826000
38.584378000,-91.114008000
38.584709000,-91.114399000
38.584834000,-91.114547000
38.585331000,-91.115045000
38.585514000,-91.115220000
38.585715000,-91.115412000
38.587430000,-91.117084000
38.587784000,-91.117432000
38.588126000,-91.117805000
38.588458000,-91.118218000
38.588770000,-91.118656000
38.589017000,-91.119055000
38.589282000,-91.119557000
38.589483000,-91.120013000
38.589652000,-91.120475000
38.589850000,-91.121122000
38.590012000,-91.121836000
38.590017000,-91.121868000
38.590081000,-91.122223000
38.590135000,-91.122651000
38.590176000,-91.123117000
38.590188000,-91.123358000
38.590190000,-91.124003000
38.590182000,-91.124234000
38.590181000,-91.124252000
38.590158000,-91.124625000
38.590107000,-91.125289000
38.589986000,-91.126445000
38.589964000,-91.126625000
38.589667000,-91.129894000
38.589541000,-91.131122000
38.589390000,-91.132742000
38.589089000,-91.135902000
38.589076000,-91.136092000
38.589019000,-91.136725000
38.588950000,-91.137391000
38.588512000,-91.142123000
38.588487000,-91.142353000
38.588472000,-91.142490000
38.588390000,-91.143375000
38.588093000,-91.146473000
38.587961000,-91.147881000
38.587919000,-91.148511000
38.587887000,-91.149335000
38.587873000,-91.149799000
38.587893000,-91.151000000
38.587914000,-91.151829000
38.587929000,-91.152255000
38.587986000,-91.153685000
38.588012000,-91.154784000
38.588074000,-91.157016000
38.588085000,-91.157838000
38.588099000,-91.158376000
38.588114000,-91.159530000
38.588109000,-91.161421000
38.588098000,-91.162606000
38.588094000,-91.164095000
38.588096000,-91.164470000
38.588099000,-91.164514000
38.588120000,-91.165135000
38.588168000,-91.165857000
38.588336000,-91.167571000
38.588445000,-91.168585000
38.588550000,-91.169451000
38.588732000,-91.170342000
38.589035000,-91.171418000
38.589089000,-91.171561000
38.589181000,-91.171805000
38.589397000,-91.172305000
38.589709000,-91.172938000
38.591265000,-91.176063000
38.592221000,-91.177948000
38.592864000,-91.179194000
38.593322000,-91.180135000
38.593806000,-91.181079000
38.594468000,-91.182393000
38.594852000,-91.183200000
38.595107000,-91.183779000
38.595275000,-91.184276000
38.595437000,-91.184796000
38.595585000,-91.185432000
38.595764000,-91.186325000
38.595877000,-91.187036000
38.595992000,-91.187771000
38.596342000,-91.190000000
38.596424000,-91.190388000
38.596533000,-91.190844000
38.596717000,-91.191518000
38.596856000,-91.191890000
38.597160000,-91.192684000
38.597359000,-91.193181000
38.597497000,-91.193511000
38.597833000,-91.194361000
38.597963000,-91.194720000
38.598078000,-91.195112000
38.598164000,-91.195530000
38.598210000,-91.195895000
38.598227000,-91.196217000
38.598214000,-91.196633000
38.598181000,-91.196981000
38.598107000,-91.197368000
38.598036000,-91.197663000
38.597935000,-91.198022000
38.597633000,-91.199103000
38.597453000,-91.199747000
38.597409000,-91.199961000
38.597353000,-91.200313000
38.597306000,-91.200712000
38.597288000,-91.201184000
38.597308000,-91.201621000
38.597342000,-91.201989000
38.597413000,-91.202391000
38.597529000,-91.202901000
38.597696000,-91.203413000
38.598474000,-91.205516000
38.599939000,-91.209503000
38.600179000,-91.210215000
38.600344000,-91.210765000
38.600444000,-91.211110000
38.600598000,-91.211822000
38.600619000,-91.211930000
38.600686000,-91.212273000
38.600776000,-91.212835000
38.600840000,-91.213301000
38.600861000,-91.213450000
38.600901000,-91.213898000
38.600928000,-91.214287000
38.600951000,-91.214953000
38.600927000,-91.216133000
38.600887000,-91.217615000
38.600862000,-91.218634000
38.600828000,-91.219494000
38.600778000,-91.220981000
38.600780000,-91.221192000
38.600752000,-91.222092000
38.600750000,-91.222144000
38.600715000,-91.222876000
38.600698000,-91.223414000
38.600656000,-91.225177000
38.600650000,-91.225369000
38.600555000,-91.228570000
38.600522000,-91.229451000
38.600505000,-91.230040000
38.600454000,-91.232020000
38.600438000,-91.232514000
38.600407000,-91.233633000
38.600394000,-91.233781000
38.600374000,-91.234471000
38.600325000,-91.236203000
38.600322000,-91.236261000
38.600313000,-91.236509000
38.600309000,-91.236606000
38.600283000,-91.237193000
38.600244000,-91.238454000
38.600242000,-91.238492000
38.600217000,-91.239154000
38.600196000,-91.239606000
38.600157000,-91.240106000
38.600108000,-91.240552000
38.600061000,-91.240865000
38.599965000,-91.241333000
38.599843000,-91.241832000
38.599695000,-91.242354000
38.599553000,-91.242844000
38.598812000,-91.245369000
38.598543000,-91.246262000
38.598323000,-91.247182000
38.598283000,-91.247493000
38.598225000,-91.247981000
38.598168000,-91.248736000
38.598153000,-91.249592000
38.598197000,-91.250465000
38.598279000,-91.251151000
38.598388000,-91.251782000
38.598451000,-91.252087000
38.598578000,-91.252610000
38.598667000,-91.252911000
38.598793000,-91.253294000
38.598903000,-91.253593000
38.599184000,-91.254246000
38.599547000,-91.255023000
38.599680000,-91.255269000
38.599804000,-91.255506000
38.599970000,-91.255818000
38.600294000,-91.256424000
38.602346000,-91.260153000
38.602907000,-91.261172000
38.603555000,-91.262323000
38.603595000,-91.262392000
38.603821000,-91.262827000
38.604065000,-91.263306000
38.604224000,-91.263589000
38.604429000,-91.264053000
38.604549000,-91.264324000
38.604788000,-91.264999000
38.605024000,-91.265831000
38.605222000,-91.266670000
38.605352000,-91.267303000
38.605455000,-91.267783000
38.606012000,-91.270152000
38.606288000,-91.271393000
38.606288000,-91.271393000
38.606379000,-91.271802000
38.606414000,-91.271941000
38.607041000,-91.274822000
38.607395000,-91.276375000
38.607737000,-91.277912000
38.608206000,-91.280067000
38.608507000,-91.281261000
38.608875000,-91.282302000
38.609022000,-91.282648000
38.609223000,-91.283134000
38.609592000,-91.283889000
38.609997000,-91.284648000
38.610308000,-91.285108000
38.610946000,-91.285958000
38.611528000,-91.286656000
38.612017000,-91.287165000
38.612666000,-91.287741000
38.612948000,-91.287985000
38.613800000,-91.288757000
38.614202000,-91.289163000
38.614560000,-91.289581000
38.614964000,-91.290159000
38.615262000,-91.290672000
38.615517000,-91.291170000
38.615728000,-91.291666000
38.617011000,-91.294847000
38.617388000,-91.295713000
38.617705000,-91.296398000
38.618283000,-91.297393000
38.618377000,-91.297585000
38.619094000,-91.298715000
38.619488000,-91.299257000
38.620215000,-91.300185000
38.620701000,-91.300735000
38.621240000,-91.301295000
38.622181000,-91.302143000
38.622763000,-91.302617000
38.623277000,-91.303006000
38.623576000,-91.303202000
38.623847000,-91.303385000
38.625001000,-91.304052000
38.628203000,-91.305882000
38.629151000,-91.306465000
38.630015000,-91.307269000
38.630761000,-91.308138000
38.631180000,-91.308750000
38.631574000,-91.309387000
38.632065000,-91.310345000
38.632408000,-91.311037000
38.632792000,-91.311903000
38.632983000,-91.312367000
38.633213000,-91.313066000
38.633423000,-91.313724000
38.633603000,-91.314446000
38.633728000,-91.315025000
38.633823000,-91.315594000
38.633902000,-91.316230000
38.633982000,-91.316945000
38.634032000,-91.317678000
38.634068000,-91.318609000
38.634129000,-91.321366000
38.634170000,-91.322187000
38.634248000,-91.322903000
38.634355000,-91.323538000
38.635223000,-91.327447000
38.635449000,-91.328470000
38.636077000,-91.331320000
38.636297000,-91.332287000
38.636736000,-91.333768000
38.636807000,-91.334001000
38.637468000,-91.335635000
38.637567000,-91.335839000
38.637835000,-91.336373000
38.638168000,-91.336990000
38.638748000,-91.337750000
38.639228000,-91.338234000
38.639732000,-91.338655000
38.640614000,-91.339191000
38.643508000,-91.340728000
38.646239000,-91.342244000
38.646406000,-91.342328000
38.646732000,-91.342502000
38.647035000,-91.342663000
38.647274000,-91.342795000
38.647520000,-91.342931000
38.647718000,-91.343049000
38.648111000,-91.343279000
38.648401000,-91.343488000
38.648723000,-91.343799000
38.648887000,-91.343984000
38.649022000,-91.344163000
38.649176000,-91.344376000
38.649322000,-91.344619000
38.649462000,-91.344876000
38.649599000,-91.345201000
38.649734000,-91.345566000
38.649906000,-91.346141000
38.650082000,-91.346712000
38.650650000,-91.348553000
38.650737000,-91.348821000
38.650831000,-91.349130000
38.650910000,-91.349444000
38.650964000,-91.349670000
38.651011000,-91.349915000
38.651059000,-91.350278000
38.651074000,-91.350643000
38.651058000,-91.351114000
38.651020000,-91.351470000
38.650957000,-91.351797000
38.650839000,-91.352220000
38.650710000,-91.352587000
38.650509000,-91.353097000
38.650377000,-91.353497000
38.650285000,-91.353772000
38.650199000,-91.354138000
38.650130000,-91.354491000
38.650066000,-91.354893000
38.650025000,-91.355337000
38.650022000,-91.355853000
38.650057000,-91.356304000
38.650126000,-91.356895000
38.650194000,-91.357241000
38.650316000,-91.357667000
38.650551000,-91.358232000
38.650846000,-91.358832000
38.651091000,-91.359210000
38.651448000,-91.359683000
38.651727000,-91.359962000
38.651803000,-91.360038000
38.652145000,-91.360298000
38.652195000,-91.360330000
38.652537000,-91.360553000
38.653881000,-91.361376000
38.655053000,-91.362094000
38.655711000,-91.362489000
38.655745000,-91.362509000
38.657645000,-91.363646000
38.658111000,-91.363942000
38.659355000,-91.364674000
38.659643000,-91.364852000
38.660414000,-91.365313000
38.661032000,-91.365700000
38.661667000,-91.366078000
38.662338000,-91.366479000
38.663297000,-91.367062000
38.663317000,-91.367074000
38.664011000,-91.367480000
38.665372000,-91.368303000
38.665575000,-91.368420000
38.665967000,-91.368667000
38.666204000,-91.368802000
38.666587000,-91.369055000
38.666781000,-91.369189000
38.666929000,-91.369308000
38.667437000,-91.369774000
38.667666000,-91.370009000
38.667849000,-91.370239000
38.668224000,-91.370786000
38.668391000,-91.371065000
38.668502000,-91.371295000
38.668882000,-91.372189000
38.669149000,-91.372879000
38.669281000,-91.373182000
38.669341000,-91.373310000
38.669478000,-91.373595000
38.669637000,-91.373853000
38.669790000,-91.374079000
38.669931000,-91.374278000
38.670071000,-91.374459000
38.670186000,-91.374590000
38.670368000,-91.374783000
38.670558000,-91.374955000
38.670761000,-91.375115000
38.670951000,-91.375255000
38.671179000,-91.375389000
38.671188000,-91.375394000
38.671398000,-91.375507000
38.671603000,-91.375599000
38.671788000,-91.375664000
38.672157000,-91.375768000
38.673088000,-91.375977000
38.673192000,-91.376022000
38.673423000,-91.376097000
38.673608000,-91.376183000
38.673802000,-91.376286000
38.673970000,-91.376383000
38.674152000,-91.376513000
38.674329000,-91.376647000
38.674477000,-91.376772000
38.674534000,-91.376828000
38.674718000,-91.377010000
38.675028000,-91.377339000
38.675643000,-91.378003000
38.676507000,-91.378946000
38.677034000,-91.379525000
38.677463000,-91.379989000
38.678837000,-91.381452000
38.679636000,-91.382316000
38.680369000,-91.383112000
38.680471000,-91.383219000
38.680652000,-91.383410000
38.681221000,-91.384045000
38.681738000,-91.384604000
38.682811000,-91.385735000
38.682911000,-91.385854000
38.684300000,-91.387315000
38.684650000,-91.387617000
38.685026000,-91.387924000
38.685194000,-91.388043000
38.685561000,-91.388291000
38.686062000,-91.388558000
38.686602000,-91.388797000
38.686988000,-91.388965000
38.687037000,-91.388985000
38.687365000,-91.389117000
38.687982000,-91.389376000
38.688567000,-91.389613000
38.689339000,-91.389926000
38.689595000,-91.390027000
38.689780000,-91.390100000
38.689880000,-91.390144000
38.690112000,-91.390247000
38.690369000,-91.390386000
38.690740000,-91.390672000
38.690965000,-91.390886000
38.691099000,-91.391038000
38.691126000,-91.391069000
38.691301000,-91.391316000
38.691416000,-91.391490000
38.691497000,-91.391621000
38.691527000,-91.391669000
38.691652000,-91.391922000
38.691781000,-91.392229000
38.691870000,-91.392497000
38.691886000,-91.392547000
38.692271000,-91.393894000
38.692560000,-91.394925000
38.692917000,-91.396191000
38.692973000,-91.396401000
38.692996000,-91.396487000
38.693298000,-91.397595000
38.693379000,-91.397878000
38.693478000,-91.398207000
38.693619000,-91.398694000
38.693784000,-91.399176000
38.693927000,-91.399525000
38.694121000,-91.399969000
38.694387000,-91.400471000
38.694557000,-91.400743000
38.696321000,-91.403158000
38.696545000,-91.403461000
38.696885000,-91.403891000
38.697686000,-91.404981000
38.697920000,-91.405280000
38.698294000,-91.405763000
38.698700000,-91.406355000
38.698951000,-91.406682000
38.699222000,-91.407059000
38.699276000,-91.407141000
38.699559000,-91.407570000
38.699722000,-91.407876000
38.699889000,-91.408230000
38.699997000,-91.408500000
38.700085000,-91.408775000
38.700247000,-91.409338000
38.700336000,-91.409736000
38.700451000,-91.410219000
38.700556000,-91.410622000
38.700613000,-91.410804000
38.700674000,-91.410999000
38.700834000,-91.411379000
38.701005000,-91.411761000
38.701298000,-91.412294000
38.701596000,-91.412768000
38.701839000,-91.413127000
38.702183000,-91.413633000
38.702576000,-91.414187000
38.702600000,-91.414221000
38.702761000,-91.414438000
38.702940000,-91.414679000
38.702957000,-91.414702000
38.703234000,-91.414986000
38.703523000,-91.415245000
38.703606000,-91.415306000
38.703765000,-91.415423000
38.703959000,-91.415552000
38.704053000,-91.415615000
38.704360000,-91.415785000
38.704687000,-91.415936000
38.705007000,-91.416136000
38.705329000,-91.416394000
38.705454000,-91.416499000
38.705632000,-91.416694000
38.705830000,-91.416939000
38.705911000,-91.417058000
38.705969000,-91.417143000
38.706121000,-91.417397000
38.706261000,-91.417676000
38.706309000,-91.417793000
38.706378000,-91.417959000
38.706392000,-91.417993000
38.706436000,-91.418154000
38.706583000,-91.418694000
38.706623000,-91.418871000
38.706813000,-91.419712000
38.706855000,-91.419900000
38.707015000,-91.420611000
38.707163000,-91.421270000
38.707198000,-91.421426000
38.707269000,-91.421789000
38.707297000,-91.421928000
38.707361000,-91.422476000
38.707406000,-91.422923000
38.707418000,-91.423353000
38.707435000,-91.423668000
38.707439000,-91.423933000
38.707432000,-91.424389000
38.707404000,-91.424705000
38.707339000,-91.425154000
38.707247000,-91.425571000
38.707135000,-91.425972000
38.707061000,-91.426206000
38.706942000,-91.426540000
38.706878000,-91.426735000
38.706698000,-91.427208000
38.706587000,-91.427550000
38.706546000,-91.427717000
38.706520000,-91.427828000
38.706492000,-91.427972000
38.706470000,-91.428151000
38.706465000,-91.428299000
38.706472000,-91.428488000
38.706584000,-91.430556000
38.706612000,-91.431065000
38.706659000,-91.431830000
38.706720000,-91.432855000
38.706786000,-91.433922000
38.706866000,-91.435204000
38.706997000,-91.437635000
38.707192000,-91.437756000
38.708053000,-91.438109000
38.708053000,-91.438109000
38.713201000,-91.440221000
38.714125000,-91.440566000
38.714423000,-91.440692000
38.714618000,-91.440772000
