latitude,longitude
37.04842,-88.484915
37.048367,-88.484474
37.048343,-88.484263
37.048236,-88.483377
37.048115,-88.482346
37.047821,-88.479893
37.047782,-88.479577
37.047771,-88.479477
37.047745,-88.479255
37.047719,-88.479047
37.047621,-88.478212
37.047518,-88.477374
37.04747,-88.476951
37.047448,-88.476735
37.047425,-88.476488
37.047392,-88.47608
37.047344,-88.475202
37.047336,-88.475074
37.047331,-88.474982
37.047323,-88.47487
37.047264,-88.473875
37.047259,-88.473774
37.047214,-88.472978
37.047203,-88.47275
37.047187,-88.47252
37.047168,-88.472088
37.047139,-88.471625
37.047111,-88.471176
37.047092,-88.47078
37.04704,-88.469925
37.047004,-88.469251
37.046986,-88.468898
37.046977,-88.468675
37.04697,-88.46839
37.046969,-88.468225
37.046974,-88.46792
37.046989,-88.46758
37.046999,-88.467404
37.047019,-88.467167
37.047057,-88.466819
37.047086,-88.466588
37.047097,-88.466515
37.047105,-88.46645
37.047143,-88.466245
37.047247,-88.465733
37.047285,-88.465564
37.047312,-88.465418
37.04734,-88.465291
37.047372,-88.465167
37.047413,-88.465031
37.047483,-88.464795
37.047547,-88.464594
37.047609,-88.464407
37.047709,-88.464123
37.047824,-88.463805
37.047995,-88.463332
37.048172,-88.462838
37.048357,-88.462335
37.048547,-88.461809
37.048669,-88.461465
37.048732,-88.461292
37.04903,-88.460464
37.049066,-88.460366
37.049266,-88.459814
37.049445,-88.459318
37.04976,-88.458454
37.049817,-88.458299
37.050093,-88.457544
37.050402,-88.456685
37.050523,-88.456349
37.050695,-88.455878
37.050722,-88.455804
37.051199,-88.45449
37.051337,-88.454104
37.05169,-88.453136
37.051833,-88.45274
37.051974,-88.452346
37.052117,-88.451955
37.052232,-88.451637
37.052405,-88.451161
37.052558,-88.450741
37.052702,-88.450348
37.0528,-88.450079
37.053204,-88.448963
37.053477,-88.448213
37.053547,-88.448017
37.053686,-88.447636
37.053823,-88.447256
37.053887,-88.447072
37.054075,-88.446553
37.054136,-88.44639
37.054302,-88.445938
37.054433,-88.445574
37.05457,-88.445204
37.054641,-88.445018
37.054715,-88.444834
37.054867,-88.444481
37.054954,-88.444313
37.055133,-88.443985
37.055229,-88.443826
37.055329,-88.443671
37.055432,-88.443517
37.055538,-88.443372
37.055646,-88.443229
37.055758,-88.443092
37.055874,-88.442959
37.055937,-88.442892
37.056116,-88.442706
37.05624,-88.442586
37.056367,-88.442471
37.056496,-88.442361
37.056758,-88.442155
37.056906,-88.44204
37.057045,-88.441935
37.057107,-88.44189
37.057187,-88.441832
37.057472,-88.441615
37.057613,-88.441504
37.057893,-88.441274
37.058035,-88.441155
37.058466,-88.440781
37.058752,-88.440527
37.059927,-88.43951
37.059985,-88.439456
37.061036,-88.438543
37.061208,-88.438392
37.061883,-88.4378
37.0621,-88.43761
37.062776,-88.437025
37.063181,-88.436676
37.063442,-88.436437
37.063578,-88.436319
37.063712,-88.436199
37.063842,-88.436076
37.064096,-88.435824
37.064347,-88.435565
37.064469,-88.435433
37.06459,-88.435298
37.064679,-88.435196
37.06471,-88.43516
37.064827,-88.435019
37.064942,-88.434876
37.065058,-88.434728
37.065172,-88.434578
37.065261,-88.434457
37.065394,-88.43427
37.065502,-88.434111
37.065609,-88.43395
37.065714,-88.433787
37.065817,-88.433622
37.065919,-88.433454
37.066018,-88.433286
37.066117,-88.433114
37.066213,-88.432941
37.066402,-88.432587
37.066777,-88.431858
37.067256,-88.430917
37.067555,-88.430348
37.067657,-88.430161
37.067853,-88.429791
37.067912,-88.429687
37.067949,-88.429622
37.06829,-88.429055
37.068426,-88.428833
37.068781,-88.428281
37.069043,-88.427891
37.069311,-88.427505
37.069405,-88.427372
37.0696,-88.427106
37.069802,-88.426839
37.07033,-88.426163
37.071217,-88.425043
37.071784,-88.424337
37.072013,-88.424056
37.07213,-88.423917
37.072474,-88.423497
37.07294,-88.422948
37.073326,-88.422497
37.073615,-88.422166
37.073841,-88.421913
37.074073,-88.42165
37.074669,-88.420992
37.07491,-88.420731
37.075157,-88.420467
37.075926,-88.419661
37.076058,-88.419526
37.076326,-88.419258
37.076986,-88.418593
37.077117,-88.418464
37.077245,-88.418335
37.077375,-88.418207
37.077507,-88.418082
37.077903,-88.417701
37.078349,-88.417283
37.078956,-88.41672
37.079212,-88.416487
37.079493,-88.416237
37.079892,-88.415886
37.080024,-88.415768
37.080113,-88.415691
37.08044,-88.415408
37.080731,-88.41516
37.081027,-88.414911
37.081319,-88.414669
37.081899,-88.414198
37.082333,-88.413851
37.082761,-88.413512
37.083194,-88.413175
37.083339,-88.413065
37.084186,-88.41241
37.084749,-88.41197
37.085033,-88.411751
37.085173,-88.41164
37.085315,-88.411532
37.085406,-88.41146
37.085356,-88.411369
37.085236,-88.411155
37.085137,-88.410988
37.085006,-88.410768
37.084859,-88.410528
37.084796,-88.41042
37.084722,-88.410301
37.084677,-88.410229
37.084602,-88.410101
37.084368,-88.409714
37.084263,-88.409537
37.083996,-88.409092
37.083701,-88.408598
37.08355,-88.408349
37.083218,-88.407811
37.083129,-88.40766
37.083054,-88.407529
37.083017,-88.407462
37.082946,-88.407322
37.082879,-88.407179
37.082847,-88.407106
37.082817,-88.407032
37.082779,-88.406932
37.082762,-88.406882
37.08273,-88.40678
37.082716,-88.406729
37.082681,-88.406576
37.082652,-88.406419
37.082613,-88.406156
37.082604,-88.406103
37.082527,-88.40551
37.0825,-88.405292
37.08246,-88.404993
37.08239,-88.404504
37.082335,-88.40414
37.082288,-88.403798
37.082263,-88.40363
37.08224,-88.403461
37.082203,-88.403212
37.082173,-88.40297
37.082079,-88.4023
37.082,-88.401789
37.081976,-88.401619
37.081967,-88.401564
37.081901,-88.401066
37.081862,-88.400785
37.081836,-88.400616
37.081812,-88.400446
37.08179,-88.400309
37.081779,-88.400224
37.081754,-88.400051
37.081741,-88.399931
37.081695,-88.399575
37.081618,-88.399026
37.081591,-88.398874
37.081543,-88.398534
37.081438,-88.397837
37.081351,-88.397196
37.081267,-88.396577
37.08116,-88.395823
37.081094,-88.395379
37.080971,-88.39452
37.080836,-88.393502
37.080769,-88.39297
37.080674,-88.391935
37.080597,-88.39098
37.080584,-88.390758
37.080577,-88.390655
37.080561,-88.390468
37.080547,-88.390295
37.080537,-88.390083
37.08053,-88.389903
37.080517,-88.389653
37.080515,-88.389482
37.080511,-88.389313
37.080509,-88.38909
37.080513,-88.388922
37.080519,-88.388812
37.080532,-88.388649
37.080545,-88.38854
37.080556,-88.38846
37.080582,-88.3883
37.080648,-88.387955
37.080687,-88.38777
37.080749,-88.387414
37.080779,-88.387219
37.080848,-88.386804
37.08087,-88.386666
37.080911,-88.386422
37.080932,-88.386288
37.080939,-88.386235
37.080966,-88.386056
37.081019,-88.385707
37.081048,-88.385493
37.081095,-88.385175
37.081134,-88.38494
37.081158,-88.384809
37.081194,-88.384624
37.081248,-88.384389
37.081296,-88.384205
37.081325,-88.384099
37.0814,-88.383836
37.081682,-88.382874
37.08173,-88.382713
37.081913,-88.382084
37.081968,-88.381889
37.081983,-88.381829
37.082208,-88.381023
37.082251,-88.380863
37.082274,-88.380786
37.082321,-88.380614
37.082442,-88.380195
37.082548,-88.379836
37.082618,-88.379613
37.082677,-88.379439
37.08274,-88.379269
37.082805,-88.379101
37.082959,-88.378727
37.083203,-88.378152
37.083392,-88.377707
37.083701,-88.376976
37.083769,-88.376818
37.083898,-88.376506
37.083994,-88.376278
37.084025,-88.376201
37.084221,-88.375743
37.084592,-88.374897
37.084827,-88.374371
37.084972,-88.374044
37.0851,-88.37375
37.085194,-88.373529
37.085265,-88.373367
37.085335,-88.373201
37.085479,-88.372865
37.085628,-88.37251
37.085914,-88.371816
37.085981,-88.371646
37.086061,-88.371461
37.086136,-88.371276
37.086214,-88.371093
37.086286,-88.370929
37.086347,-88.370783
37.08643,-88.370595
37.086644,-88.370098
37.086972,-88.369376
37.08715,-88.368991
37.087423,-88.368412
37.087497,-88.368251
37.087631,-88.367949
37.087761,-88.367644
37.087828,-88.36748
37.087941,-88.367189
37.088062,-88.366873
37.088104,-88.366768
37.088227,-88.366447
37.088444,-88.365858
37.088494,-88.36572
37.088627,-88.365369
37.088865,-88.364733
37.08898,-88.364434
37.089102,-88.364125
37.089151,-88.364005
37.089295,-88.363672
37.089534,-88.36314
37.089607,-88.362986
37.089658,-88.362874
37.089705,-88.362777
37.089731,-88.362726
37.089911,-88.36235
37.09002,-88.362113
37.090061,-88.362034
37.09003,-88.361878
37.089988,-88.361615
37.089964,-88.361481
37.089834,-88.360562
37.089785,-88.360232
37.089736,-88.359888
37.089682,-88.359529
37.089642,-88.35929
37.089594,-88.359026
37.089533,-88.358748
37.089439,-88.358377
37.089392,-88.358205
37.089339,-88.358007
37.089288,-88.357826
37.089234,-88.357649
37.089177,-88.357473
37.089109,-88.357307
37.089045,-88.357132
37.088978,-88.356955
37.088845,-88.356612
37.088768,-88.356415
37.088623,-88.356052
37.088555,-88.355873
37.088495,-88.355721
37.088451,-88.355608
37.088212,-88.354981
37.088139,-88.354796
37.087994,-88.35442
37.087921,-88.354236
37.087782,-88.353873
37.087638,-88.353509
37.087483,-88.353139
37.087406,-88.35295
37.087111,-88.352167
37.086964,-88.351773
37.086887,-88.351581
37.086674,-88.351015
37.086606,-88.350844
37.086535,-88.350672
37.086437,-88.350427
37.08641,-88.350356
37.086209,-88.349837
37.086133,-88.349636
37.086019,-88.349347
37.086002,-88.349303
37.085974,-88.349232
37.085899,-88.349031
37.085823,-88.348836
37.085676,-88.34845
37.085354,-88.347615
37.085308,-88.347499
37.084884,-88.346414
37.084676,-88.345878
37.084604,-88.345696
37.084535,-88.345513
37.08403,-88.344214
37.08396,-88.344042
37.083891,-88.34386
37.083549,-88.342977
37.08348,-88.342803
37.083277,-88.34228
37.08321,-88.342104
37.082999,-88.341566
37.082857,-88.341193
37.082806,-88.341065
37.082708,-88.340816
37.082118,-88.339283
37.08206,-88.339135
37.081755,-88.338342
37.081607,-88.337966
37.081535,-88.337775
37.081383,-88.337385
37.081167,-88.336833
37.081024,-88.336461
37.080954,-88.336274
37.080882,-88.336092
37.080738,-88.335712
37.080375,-88.334779
37.080234,-88.334422
37.08018,-88.334274
37.080139,-88.334171
37.08003,-88.333887
37.079891,-88.333519
37.079819,-88.333333
37.079672,-88.332963
37.079518,-88.332558
37.079388,-88.332234
37.079317,-88.332049
37.079171,-88.331689
37.079037,-88.331324
37.078826,-88.330788
37.078688,-88.330428
37.07862,-88.330244
37.07839,-88.329647
37.07839,-88.329647
37.07834,-88.329518
37.078214,-88.329201
37.078124,-88.328967
37.077981,-88.328606
37.077846,-88.32825
37.077775,-88.32807
37.077628,-88.327707
37.077558,-88.327518
37.077483,-88.327336
37.077339,-88.32697
37.07727,-88.326786
37.077127,-88.32642
37.076989,-88.326052
37.076923,-88.32587
37.076862,-88.325686
37.076808,-88.325498
37.076761,-88.325307
37.076734,-88.325177
37.076721,-88.325112
37.076689,-88.32492
37.076663,-88.324725
37.076648,-88.324532
37.07664,-88.324338
37.076642,-88.324147
37.076649,-88.323958
37.076664,-88.323768
37.076685,-88.32358
37.07671,-88.323392
37.076741,-88.323205
37.076808,-88.322825
37.07684,-88.322634
37.076974,-88.321878
37.077187,-88.320716
37.077434,-88.319326
37.077539,-88.318752
37.077581,-88.318515
37.077644,-88.318163
37.07777,-88.317447
37.077819,-88.317181
37.077887,-88.316796
37.077923,-88.316601
37.07799,-88.3162
37.078025,-88.315997
37.078049,-88.31587
37.078098,-88.315596
37.078161,-88.315258
37.078242,-88.31481
37.078314,-88.314425
37.078546,-88.313129
37.078579,-88.312955
37.078609,-88.312782
37.078757,-88.311962
37.078789,-88.311796
37.078817,-88.311636
37.078871,-88.311343
37.078893,-88.311216
37.078946,-88.310929
37.078514,-88.310336
37.077403,-88.308848
37.077033,-88.30839
37.076388,-88.307627
37.076052,-88.307225
37.075941,-88.30707
37.075838,-88.306902
37.075751,-88.306718
37.075679,-88.306518
37.075618,-88.306308
37.075566,-88.306094
37.075466,-88.30566
37.075202,-88.304412
37.074952,-88.303217
37.074856,-88.302834
37.074798,-88.302644
37.07473,-88.302456
37.07465,-88.302277
37.07447,-88.301934
37.074369,-88.301772
37.074261,-88.301619
37.074148,-88.301476
37.07403,-88.301346
37.073903,-88.301226
37.073644,-88.301016
37.073379,-88.300816
37.072996,-88.300544
37.072843,-88.300441
37.072708,-88.300362
37.072578,-88.300292
37.072444,-88.300238
37.072159,-88.300156
37.07181,-88.300097
37.071418,-88.300029
37.071263,-88.299992
37.071112,-88.299945
37.070818,-88.299829
37.070542,-88.299687
37.069866,-88.29926
37.069592,-88.299101
37.069319,-88.298974
37.069184,-88.298926
37.068888,-88.298855
37.068131,-88.298745
37.068114,-88.298742
37.067696,-88.298669
37.067428,-88.298588
37.067299,-88.298533
37.06705,-88.298387
37.066932,-88.298299
37.066817,-88.298204
37.066609,-88.297993
37.066514,-88.297876
37.066429,-88.297752
37.066353,-88.297619
37.066258,-88.297408
37.066184,-88.2972
37.066128,-88.297034
37.065933,-88.296404
37.065791,-88.295905
37.065567,-88.295071
37.065228,-88.293911
37.065101,-88.293436
37.064821,-88.292272
37.064416,-88.290466
37.06437,-88.29026
37.064189,-88.289413
37.063813,-88.287749
37.063681,-88.287193
37.063629,-88.287023
37.063567,-88.286861
37.063493,-88.286706
37.063411,-88.28656
37.063322,-88.286422
37.063212,-88.286279
37.063118,-88.286176
37.062886,-88.285964
37.062629,-88.285786
37.062056,-88.285461
37.061011,-88.284897
37.060638,-88.284689
37.060475,-88.284603
37.059966,-88.284322
37.059838,-88.284249
37.059594,-88.284102
37.059476,-88.284026
37.059361,-88.283946
37.059247,-88.283858
37.059132,-88.283763
37.059018,-88.283656
37.058903,-88.283538
37.058824,-88.283451
37.058788,-88.283411
37.058672,-88.283274
37.058556,-88.28313
37.058443,-88.282982
37.058334,-88.282832
37.058228,-88.282683
37.058123,-88.282532
37.057594,-88.281762
37.057109,-88.281059
37.056828,-88.280653
37.055963,-88.279408
37.05565,-88.278952
37.055405,-88.278601
37.055316,-88.278474
37.055184,-88.278279
37.055095,-88.278149
37.054991,-88.277989
37.054891,-88.27783
37.054699,-88.277515
37.054501,-88.277174
37.054337,-88.27688
37.05416,-88.276553
37.054074,-88.276386
37.053989,-88.276217
37.053901,-88.276048
37.053815,-88.275875
37.053642,-88.275533
37.053389,-88.275029
37.05306,-88.274346
37.052973,-88.274172
37.052887,-88.273996
37.052799,-88.273827
37.052707,-88.273662
37.052613,-88.2735
37.052515,-88.273343
37.052416,-88.273192
37.052314,-88.273045
37.052209,-88.272901
37.052102,-88.272761
37.05205,-88.272696
37.051993,-88.272625
37.051944,-88.272568
37.051881,-88.272494
37.051781,-88.272389
37.051646,-88.272255
37.051526,-88.272145
37.051406,-88.272042
37.051286,-88.271944
37.051166,-88.27185
37.051046,-88.27176
37.050923,-88.271673
37.050287,-88.271231
37.050154,-88.271142
37.049887,-88.27096
37.049754,-88.270864
37.049622,-88.270763
37.049493,-88.270651
37.049366,-88.270533
37.049243,-88.270407
37.048873,-88.270012
37.048622,-88.26974
37.048496,-88.269601
37.048238,-88.269327
37.047986,-88.269055
37.047863,-88.268919
37.047584,-88.268605
37.047499,-88.268509
37.047015,-88.26798
37.046896,-88.267854
37.046777,-88.267732
37.046656,-88.267617
37.046532,-88.267515
37.046404,-88.267429
37.046272,-88.267356
37.046137,-88.267297
37.045998,-88.267254
37.045858,-88.267227
37.045716,-88.267214
37.045574,-88.267213
37.045432,-88.267227
37.045291,-88.267256
37.045151,-88.2673
37.045013,-88.267359
37.044876,-88.267434
37.044738,-88.267527
37.044606,-88.267637
37.044481,-88.267758
37.044237,-88.268016
37.043953,-88.26831
37.043748,-88.26851
37.043562,-88.268673
37.043397,-88.268846
37.043271,-88.268932
37.043141,-88.269009
37.043007,-88.269074
37.04295,-88.269094
37.042868,-88.269123
37.042725,-88.269156
37.042578,-88.269177
37.04243,-88.269186
37.042282,-88.269182
37.042134,-88.269164
37.041987,-88.269133
37.041841,-88.26909
37.041695,-88.269051
37.041547,-88.268977
37.041333,-88.268889
37.040828,-88.268653
37.040117,-88.268299
37.039509,-88.268009
37.037836,-88.267192
37.036285,-88.266439
37.033836,-88.265257
37.033001,-88.264856
37.032438,-88.264573
37.031791,-88.264205
37.031354,-88.263932
37.030558,-88.263378
37.029853,-88.262861
37.029687,-88.262729
37.029359,-88.262463
37.028676,-88.261804
37.028179,-88.261291
37.027638,-88.260653
37.026469,-88.259149
37.025948,-88.258477
37.02585,-88.258361
37.025584,-88.258123
37.02537,-88.257879
37.025135,-88.257645
37.02495,-88.257442
37.02495,-88.257442
37.024777,-88.257252
37.024604,-88.257054
37.024506,-88.256959
37.024407,-88.25687
37.024303,-88.256786
37.024199,-88.256706
37.024094,-88.256631
37.023288,-88.256172
37.023186,-88.256122
37.023109,-88.256115
37.022969,-88.256166
37.022037,-88.257279
37.021568,-88.257841
37.020911,-88.258649
37.02059,-88.259015
37.020475,-88.259207
37.020391,-88.259351
37.020314,-88.2595
37.020233,-88.259661
37.020168,-88.259804
37.020093,-88.259969
37.020027,-88.26013
37.019978,-88.260266
37.019901,-88.260494
37.019834,-88.26071
37.019783,-88.260895
37.019733,-88.261077
37.019694,-88.26123
37.019676,-88.261335
37.019655,-88.261473
37.019639,-88.261595
37.019625,-88.261732
37.019612,-88.261904
37.019599,-88.262089
37.019594,-88.262275
37.019583,-88.263972
37.019558,-88.267172
37.019551,-88.267397
37.019543,-88.267542
37.019526,-88.267706
37.019498,-88.267854
37.019468,-88.267991
37.019418,-88.268165
37.019359,-88.268324
37.019306,-88.268454
37.019241,-88.268578
37.019168,-88.268697
37.019045,-88.268853
37.018876,-88.269038
37.018689,-88.269213
37.018552,-88.269345
37.018552,-88.269345
37.011984,-88.27568
37.008233,-88.279382
37.005565,-88.281894
37.003828,-88.28356
37.003061,-88.284292
37.002894,-88.284397
37.002661,-88.284668
37.002496,-88.28484
37.002305,-88.285062
37.002209,-88.285186
37.002134,-88.285303
37.002062,-88.285439
37.001956,-88.285673
37.001917,-88.285787
37.001853,-88.286019
37.001812,-88.28622
37.001797,-88.286343
37.001783,-88.286706
37.001791,-88.287265
37.001801,-88.287763
37.001805,-88.287925
37.001888,-88.29047
37.001931,-88.291796
37.001972,-88.292885
37.002043,-88.295191
37.002078,-88.295614
37.002145,-88.296534
37.002187,-88.297018
37.0022,-88.2972
37.002204,-88.297259
37.002226,-88.297592
37.002255,-88.298087
37.00228,-88.298729
37.002293,-88.299321
37.002297,-88.299953
37.002299,-88.300667
37.002301,-88.301518
37.002316,-88.302057
37.002351,-88.303153
37.002395,-88.304455
37.002407,-88.304791
37.002449,-88.306026
37.002465,-88.306508
37.002477,-88.306888
37.002495,-88.307438
37.002512,-88.307955
37.002516,-88.308068
37.002516,-88.308068
37.002522,-88.308241
37.002545,-88.308938
37.002575,-88.309993
37.002592,-88.310904
37.002581,-88.311382
37.002591,-88.311707
37.002608,-88.312306
37.002609,-88.312322
37.002633,-88.312967
37.002634,-88.312989
37.002634,-88.31299
37.002718,-88.315639
37.002736,-88.316161
37.002742,-88.316322
37.00275,-88.316595
37.002797,-88.317938
37.002798,-88.317976
37.002821,-88.318726
37.002831,-88.31912
37.002839,-88.319383
37.002844,-88.319513
37.002844,-88.319705
37.002863,-88.32047
37.002921,-88.320865
37.002968,-88.322013
37.00299,-88.322485
37.003011,-88.322949
37.003018,-88.32325
37.003059,-88.324407
37.003067,-88.324631
37.003072,-88.324766
37.00308,-88.32499
37.003145,-88.326862
37.003212,-88.329096
37.003162,-88.329514
37.003217,-88.330544
37.003301,-88.332648
37.003337,-88.333524
37.003361,-88.334121
37.003474,-88.33696
37.003501,-88.337631
37.003596,-88.339953
37.003814,-88.344322
37.00384,-88.344831
37.003842,-88.344876
37.003849,-88.34506
37.003867,-88.345566
37.003893,-88.34612
37.003897,-88.346221
37.003901,-88.346321
37.003914,-88.34664
37.003942,-88.347352
37.003971,-88.348108
37.003981,-88.348361
37.003994,-88.348708
37.004005,-88.348979
37.004096,-88.35255
37.004136,-88.353656
37.004148,-88.35399
37.004159,-88.354464
37.004231,-88.358523
37.004311,-88.361682
37.004335,-88.362646
37.004372,-88.364292
37.00439,-88.365162
37.004416,-88.366407
37.004424,-88.36669
37.00447,-88.368759
37.004557,-88.372528
37.004638,-88.37621
37.004704,-88.379073
37.004772,-88.381798
37.004843,-88.385314
37.004879,-88.386701
37.00495,-88.389805
37.004991,-88.391496
37.005043,-88.393669
37.00519,-88.400317
37.005212,-88.401402
37.005273,-88.403893
37.00532,-88.40614
37.005337,-88.406796
37.005457,-88.412393
37.005478,-88.413335
37.005505,-88.414296
37.00551,-88.414841
37.005579,-88.417857
37.005588,-88.418265
37.005642,-88.420782
37.005661,-88.421733
37.005695,-88.422765
37.005745,-88.423635
37.005805,-88.424305
37.006101,-88.426782
37.006366,-88.428977
37.006435,-88.429665
37.006489,-88.430479
37.00652,-88.431301
37.006521,-88.432116
37.006518,-88.432249
37.006489,-88.433701
37.006421,-88.436293
37.006426,-88.436681
37.006384,-88.438784
37.006358,-88.440135
37.006359,-88.440953
37.006371,-88.441498
37.006509,-88.447689
37.00662,-88.452388
37.006732,-88.457048
37.006742,-88.457514
37.006897,-88.464021
37.006923,-88.465156
37.007001,-88.468476
37.007159,-88.472917
37.007327,-88.47749
37.007465,-88.481234
37.007511,-88.482423
37.00757,-88.484059
37.007581,-88.484275
37.007695,-88.487489
37.007893,-88.492739
37.008058,-88.497423
37.008093,-88.498135
37.008133,-88.498701
37.008178,-88.499209
37.008248,-88.499832
37.008414,-88.501085
37.008515,-88.501856
37.008584,-88.502141
37.008612,-88.502273
37.008797,-88.503448
37.00882,-88.503606
37.008961,-88.504639
37.00906,-88.505373
37.00906,-88.505373
37.009103,-88.505691
37.009244,-88.506747
37.009306,-88.507225
37.009462,-88.508389
37.009541,-88.509002
37.009563,-88.509173
37.009614,-88.509548
37.009757,-88.510639
37.009782,-88.510819
37.009902,-88.511755
37.009949,-88.512103
37.009983,-88.51232
37.010059,-88.512866
37.010089,-88.513119
37.010183,-88.513638
37.010283,-88.514157
37.010338,-88.514415
37.010397,-88.514672
37.010458,-88.514927
