type	latitude	longitude	altitude (ft)	vmg (mph)	course	slope (%)	distance (mi)	distance_interval (ft)	color	opacity	width	scale	sym	name	desc	kml_folder
T	39.043738000	-94.438512000	1075.8		161.3	-11.3	4.519	110.05								
T	39.043559000	-94.438409000	1068.1		155.9	-10.9	4.533	71.46								
T	39.043369000	-94.438272000	1064.7		150.8	-4.2	4.548	79.39								
T	39.043289000	-94.438204000	1063.2		146.6	-4.3	4.554	34.96								
T	39.043230000	-94.438154000	1062.0		146.6	-4.6	4.559	25.76								
T	39.043162000	-94.438096000	1060.7		146.5	-4.6	4.565	29.75								
T	39.043091000	-94.438029000	1059.7		143.8	-3.1	4.571	32.11								
T	39.042869000	-94.437817000	1062.2		143.4	2.5	4.590	100.82								
T	39.042646000	-94.437605000	1062.5		143.6	0.3	4.609	101.11								
T	39.042206000	-94.437187000	1066.3		143.6	1.9	4.647	199.45								
T	39.042035000	-94.437086000	1067.4		155.4	1.5	4.660	68.57								
T	39.041949000	-94.437052000	1068.3		162.9	2.7	4.666	32.78								
T	39.041845000	-94.437011000	1068.2		163.0	-0.2	4.674	39.63								
T	39.041649000	-94.436970000	1066.2		170.8	-2.8	4.687	72.33								
T	39.041511000	-94.436965000	1062.8		178.4	-6.6	4.697	50.28								
T	39.041475000	-94.436964000	1062.0		178.8	-6.6	4.699	13.12								
T	39.040102000	-94.437045000	1065.1		182.6	0.6	4.794	500.61								
T	39.039875000	-94.437054000	1066.6		181.8	1.8	4.810	82.72								
T	39.038797000	-94.437096000	1052.6		181.7	-3.6	4.884	392.82								
T	39.038117000	-94.437123000	1060.3		181.8	3.1	4.931	247.79								
T	39.037754000	-94.437150000	1067.9		183.3	5.7	4.956	132.44								
T	39.037617000	-94.437193000	1066.8		193.7	-2.2	4.966	51.37								
T	39.037486000	-94.437261000	1065.0		202.0	-3.4	4.976	51.48								
T	39.037305000	-94.437405000	1057.3		211.7	-9.9	4.990	77.58								
T	39.037176000	-94.437559000	1051.5		222.8	-9.1	5.002	64.20								
T	39.037117000	-94.437652000	1049.5		230.8	-5.7	5.009	34.05								
T	39.037109000	-94.437665000	1049.3		231.6	-4.9	5.010	4.70								
T	39.037052000	-94.437782000	1047.8		237.9	-3.8	5.017	39.19								
T	39.036956000	-94.437981000	1046.6		238.2	-1.8	5.030	66.47								
T	39.036766000	-94.438264000	1044.5		229.2	-2.0	5.050	106.07								
T	39.036720000	-94.438312000	1043.9		219.0	-2.5	5.054	21.60								
T	39.036644000	-94.438391000	1043.5		218.9	-1.2	5.061	35.63								
T	39.036521000	-94.438475000	1044.2		207.9	1.2	5.070	50.76								
T	39.036438000	-94.438548000	1043.9		214.3	-0.6	5.077	36.66								
T	39.036221000	-94.438678000	1046.1		205.0	2.5	5.094	87.24								
T	39.036176000	-94.438698000	1046.8		199.0	4.4	5.097	17.35								
T	39.035994000	-94.438777000	1049.1		198.6	3.2	5.110	69.98								
T	39.035657000	-94.438862000	1048.0		191.1	-0.9	5.134	125.10								
T	39.034720000	-94.438915000	1052.9		182.5	1.4	5.199	341.61								
T	39.033725000	-94.438954000	1052.4		181.7	-0.1	5.267	362.57								
T	39.032364000	-94.439012000	1053.1		181.9	0.2	5.361	495.99								
T	39.031574000	-94.439057000	1052.5		182.5	-0.2	5.416	288.02								
T	39.030639000	-94.439110000	1041.7		182.5	-3.2	5.480	340.88								
T	39.030433000	-94.439133000	1039.0		185.0	-3.6	5.495	75.31								
T	39.030381000	-94.439147000	1038.2		191.8	-4.0	5.498	19.35								
T	39.030260000	-94.439179000	1036.7		191.6	-3.2	5.507	45.00								
T	39.030200000	-94.439195000	1036.7		191.7	0.0	5.511	22.32								
T	39.029935000	-94.439294000	1036.7		196.2	0.0	5.530	100.53								
T	39.029631000	-94.439431000	1035.7		199.3	-0.9	5.552	117.37								
T	39.029305000	-94.439649000	1033.9		207.5	-1.4	5.578	133.92								
T	39.029023000	-94.439928000	1034.0		217.5	0.1	5.602	129.74								
T	39.028966000	-94.439987000	1035.0		218.8	3.7	5.607	26.68								
T	39.028265000	-94.440702000	1046.6		218.4	3.6	5.669	326.27								
T	39.028074000	-94.440898000	1046.6		218.6	0.0	5.686	89.11								
T	39.027989000	-94.440984000	1046.2		218.2	-1.1	5.694	39.44								
T	39.027624000	-94.441282000	1037.7		212.4	-5.4	5.723	157.61								
T	39.027339000	-94.441460000	1032.6		205.9	-4.4	5.745	115.47								
T	39.027015000	-94.441629000	1026.1		202.1	-5.1	5.769	127.40								
T	39.026988000	-94.441643000	1025.2		201.9	-8.5	5.771	10.61								
T	39.026659000	-94.441752000	1022.5		194.4	-2.1	5.795	123.77								
T	39.026459000	-94.441830000	1019.2		196.9	-4.3	5.809	76.14								
T	39.026299000	-94.441887000	1016.5		195.5	-4.6	5.821	60.48								
T	39.026112000	-94.441953000	1013.6		195.3	-4.1	5.834	70.64								
T	39.025902000	-94.442053000	1012.2		200.3	-1.7	5.850	81.59								
T	39.025734000	-94.442147000	1014.6		203.5	3.6	5.862	66.76								
T	39.025553000	-94.442303000	1019.4		213.8	6.0	5.877	79.44								
T	39.025399000	-94.442487000	1017.2		222.9	-2.8	5.892	76.67								
T	39.025282000	-94.442672000	1015.0		230.9	-3.2	5.905	67.66								
T	39.025179000	-94.442855000	1011.4		234.1	-5.6	5.917	64.11								
