Time (s),Velocity [m/s],Drag Force [N],S.O.C
210.02843948190662,23.232805445770396,134.94081222025463,0.9872375039849605
210.0317319224017,23.232950964361443,134.9425026281058,0.9872372351036759
210.03502436289676,23.233094172738724,134.9441662098365,0.9872369662223938
210.03831680339184,23.233235071204103,134.9458029684571,0.9872366973411135
210.0416092438869,23.233373660060177,134.94741290699451,0.9872364284598355
210.04490168438198,23.233509939610194,134.94899602849142,0.9872361595785598
210.04966069512116,23.23370284216624,134.95123693952092,0.9872357709279926
210.05441970586034,23.233890921477236,134.95342183777558,0.9872353822774298
210.05917871659952,23.234074178461103,134.95555073255824,0.9872349936268716
210.0639377273387,23.234252614036652,134.95762363321725,0.9872346049763179
210.06869673807788,23.2344262291236,134.95964054914666,0.9872342163257689
210.076722861557,23.234708115016783,134.9629152975067,0.9872335608623921
210.0847489850361,23.234976296943454,134.96603087988103,0.9872329053990282
210.0927751085152,23.23523077933229,134.96898734220767,0.9872322499356774
210.10080123199432,23.235471566619356,134.97178473079413,0.9872315944723394
210.10882735547344,23.23569866324792,134.9744230923153,0.9872309390090144
210.1324586828986,23.23628786789195,134.98126846988563,0.9872290091274367
210.15609001032377,23.236758545197112,134.98673692194777,0.9872270792459712
210.17972133774893,23.237110805991875,134.9908296524861,0.9872251493646179
210.2033526651741,23.23734476527809,134.99354793509923,0.9872232194833769
210.3044800558997,23.237013682702376,134.98970122252436,0.9872149607926626
210.40560744662528,23.23452772219574,134.96081961837058,0.9872067021040032
210.50673483735088,23.22989590443535,134.90701593272556,0.9871984434173988
210.5342252036878,23.228266580397523,134.8880920825031,0.9871961983848447
210.56171557002475,23.226479647130567,134.86733919964263,0.9871939533524424
210.57720346420496,23.22540667034611,134.8548787507394,0.9871926885158079
210.58747087320185,23.22468318395265,134.84647724874324,0.9871918500161075
210.59773828219875,23.223959368235928,134.83807218436831,0.9871910115164284
210.60800569119564,23.22323716207126,134.8296860714519,0.9871901730167704
210.61827310019254,23.222516873813518,134.8213224886384,0.9871893345171336
210.64990021360674,23.220309613517,134.7956946368975,0.9871867516530681
210.68152732702094,23.21811957136475,134.7702691075477,0.9871841687892036
210.71315444043515,23.215946591893623,134.74504403941427,0.9871815859255402
210.74478155384935,23.21379062305255,134.7200187727306,0.9871790030620776
210.92105976695385,23.202084019860912,134.58417571617127,0.9871646071090404
211.0,23.197011843084507,134.52533961205071,0.9871581603706099
211.02210402923143,23.195880092030848,134.51221331096826,0.9871563308740381
211.04420805846286,23.19475610721032,134.4991777182426,0.9871545013775619
211.06631208769429,23.193640038161174,134.48623455494825,0.9871526718811835
211.1405951026059,23.18994240244183,134.44335715714237,0.987146523658576
211.2148781175175,23.186331606219873,134.40149333839767,0.9871403754370462
211.2891611324291,23.182809171315014,134.3606602684019,0.9871342272166156
211.3634441473407,23.179375447878105,134.32086153842357,0.987128078997292
211.58276844879822,23.169751970047788,134.20935158838333,0.987109926079977
211.80209275025575,23.16089312620604,134.10674260088456,0.9870917731723277
211.90273539508382,23.157082601066193,134.06261864815065,0.9870834432430157
211.96420436608838,23.154837852524615,134.03662899417668,0.9870783556175518
212.0,23.1535701506778,134.02195268058952,0.9870753929071939
212.01823225135803,23.153217383737815,134.01786880465474,0.9870738588021234
212.0324169633105,23.152948865429607,134.01476029129952,0.9870726652667033
212.046601675263,23.152686216243332,134.01171975695598,0.9870714717313239
212.06078638721547,23.15242941988501,134.00874701068923,0.9870702781959847
212.1605901612262,23.15077978360386,133.9896511472303,0.9870618804705883
212.26039393523692,23.149414570003046,133.97384873346732,0.9870534827471664
212.36019770924764,23.14833537053591,133.96135760670097,0.987045085025738
212.46000148325837,23.14754198058805,133.95217493577152,0.9870366873063097
212.7195543123539,23.14680672642955,133.94366540767106,0.9870148479428007
212.93702385032972,23.147659738564393,133.95353784308875,0.9869965495732419
213.0,23.148155904110514,133.9592804402516,0.9869912506220192
213.01712234229137,23.148344733101307,133.96146597062477,0.9869898070504628
213.03424468458275,23.14854179976146,133.9637468638259,0.9869883634789638
213.048369515698,23.14871026714579,133.96569675806523,0.986987172625366
213.06249434681325,23.148884498424977,133.96771338035504,0.9869859817718084
213.0766191779285,23.14906446694347,133.9697964236762,0.986984790918291
213.16096357183375,23.150251719252118,133.9835386661839,0.9869776799088785
213.245307965739,23.151639395130633,133.99960167054118,0.9869705689008731
213.32965235964423,23.15322909825222,134.0180044190383,0.9869634578942903
213.41399675354947,23.155020954773097,134.0387488539953,0.9869563468891358
213.68417079313355,23.16211182754454,134.12085607791965,0.986933568751937
213.89850598010864,23.169195064186795,134.20289998058442,0.9869154983500429
214.0,23.172996401872748,134.24694056030182,0.9869069414860727
214.0172097885603,23.1735250300285,134.25306557933936,0.9869055038681243
214.03441957712062,23.17406175681685,134.25928457719033,0.9869040662502339
214.0487374890191,23.174514185273903,134.26452693086534,0.9869028702050007
214.06305540091756,23.174972376083765,134.2698361580614,0.9869016741598089
214.07737331281604,23.175436303958318,134.2752119697073,0.9869004781146585
214.16438475244155,23.178372070405366,134.30923295853688,0.9868932096247324
214.25139619206706,23.181515473769704,134.34566491515605,0.9868859411363041
214.28939238182215,23.182953666602,134.36233517695376,0.9868827671303856
214.32738857157725,23.184431896233743,134.37947058777513,0.9868795931247571
214.3339868964688,23.18469598339918,134.3825319606615,0.9868790419347733
214.34058522136033,23.18497007503736,134.38570934509445,0.9868784907447983
214.34718354625187,23.185256585600793,134.38903073503624,0.9868779395548319
214.3537818711434,23.185556170991806,134.39250373955406,0.9868773883648744
214.3695859649979,23.186327149706628,134.40144167330567,0.9868760681725935
214.38539005885238,23.187173341376415,134.41125189075927,0.986874747980363
214.40119415270686,23.188094666267688,134.421933562948,0.9868734277881825
214.41699824656135,23.18909106335358,134.4334860861262,0.9868721075960524
214.50053511752125,23.19560215875174,134.5089898767721,0.9868651293594347
214.58407198848116,23.20420279978468,134.60875689338383,0.9868581511242193
214.66760885944106,23.214887007868832,134.73274469702926,0.986851172890406
214.75114573040096,23.227648738626858,134.88091648125845,0.9868441946579952
214.82371992799705,23.2404180190804,135.02925742539924,0.9868381321910036
214.89629412559313,23.254747446121392,135.19581969572235,0.9868320697250702
214.9688683231892,23.270633155056167,135.38059185929984,0.9868260072601953
214.9764872852322,23.27239097438548,135.4010454161647,0.9868253708124378
214.98410624727518,23.2741492472713,135.4215057960648,0.9868247343646921
214.99172520931816,23.2758932343105,135.44180146375535,0.9868240979169579
215.0,23.277765327472263,135.46358966021748,0.9868234066847862
215.00024823115086,23.277811962347847,135.46413243860613,0.9868233867846978
215.00049646230173,23.277858578459263,135.46467499968736,0.9868233668846096
215.0007446934526,23.277905175411078,135.46521733885746,0.9868233469845212
215.002413830859,23.27821802398712,135.46885859306968,0.9868232131738309
215.00408296826544,23.27853001553362,135.4724899210249,0.9868230793631412
215.0054715719324,23.278788910992873,135.47550329064117,0.9868229680421601
215.00686017559934,23.279047205019896,135.47850969338617,0.9868228567211792
215.0082487792663,23.279304897247304,135.48150912475057,0.9868227454001989
215.00963738293325,23.279561987710217,135.48450158491062,0.9868226340792188
215.0118397046523,23.279968498620992,135.48923332419642,0.9868224575244418
215.01404202637133,23.280373496204845,135.49394753069924,0.9868222809696655
215.01624434809037,23.280776980598663,135.49864420509314,0.9868221044148902
215.0184466698094,23.281178951912636,135.50332334774498,0.986821927860116
215.02064899152845,23.28157941025331,135.50798495898272,0.9868217513053427
215.02385817576732,23.28216024264307,135.5147463910274,0.986821494032853
215.02706736000619,23.282737862998797,135.52147059927944,0.9868212367603655
215.03027654424505,23.283312271670585,135.52815758503152,0.98682097948788
215.03348572848392,23.28388346900835,135.5348073495901,0.9868207222153966
215.0366949127228,23.284451455361708,135.541419894274,0.9868204649429152
215.04135727815543,23.285270916549926,135.55096041428146,0.9868200911724418
215.04601964358807,23.286083602176614,135.56042238188965,0.9868197174019727
215.0506820090207,23.28688951331875,135.56980580137872,0.9868193436315081
215.05534437445334,23.287688651055422,135.57911067712388,0.986818969861048
215.06000673988598,23.288481016467713,135.58833701359427,0.9868185960905921
215.0677961549337,23.28978971565998,135.60357624991533,0.9868179716322115
215.0755855699814,23.291079519761553,135.618596298964,0.986817347173843
215.0833749850291,23.29235043385027,135.63339718332122,0.9868167227154868
215.09116440007682,23.293602463019987,135.6479789263027,0.9868160982571428
215.09895381512453,23.294835612380144,135.66234155195355,0.986815473798811
215.11252453671958,23.296949322091116,135.68696192902044,0.9868143858673178
215.12376033909726,23.298674890522825,135.7070629135697,0.9868134851206044
215.13499614147494,23.300383984449212,135.72697345569432,0.9868125843739165
215.14623194385263,23.30207782919016,135.7467077894089,0.9868116836272538
215.1574677462303,23.303756576474402,135.76626764389349,0.9868107828806164
215.20130706338375,23.310161515867293,135.84090747395513,0.9868072683906444
215.2451463805372,23.31633565508954,135.91287709519992,0.9868037539010586
215.28898569769063,23.322279175673053,135.98217648700825,0.9868002394118588
215.33282501484408,23.327992406193324,136.04880742585334,0.9867967249230454
215.46503604529158,23.343833031681868,136.23363515276037,0.9867861258965279
215.5972470757391,23.357592807354287,136.39428543854217,0.9867755268735228
215.6109569551511,23.358900730895197,136.40956083895404,0.9867744277874615
215.6197178468985,23.359724885266235,136.41918667883166,0.9867737254491372
215.625015194781,23.36023317441434,136.42512349075207,0.9867733007742895
215.63031254266352,23.360761023518755,136.43128889948827,0.9867728760994473
215.63560989054602,23.361311251609894,136.43771584864876,0.9867724514246108
215.64090723842853,23.361884414259197,136.4444108463017,0.98677202674978
215.65431719849707,23.363437590865995,136.46255401557258,0.9867709517076049
215.6677271585656,23.365137152868687,136.48240854309117,0.9867698766654656
215.68113711863415,23.36698292967544,136.50397280893586,0.9867688016233627
215.6945470787027,23.36897482799769,136.5272461278974,0.9867677265812959
215.756078975807,23.379985495989196,136.6559304481663,0.9867627937275594
215.81761087291127,23.394065092193202,136.82057038444313,0.9867578608745836
215.87914277001556,23.41120804950977,137.02116558435776,0.9867529280223687
215.89541316752977,23.416252715544037,137.08022280955586,0.9867516236670285
215.91168356504397,23.42151103308501,137.1417947682307,0.9867503193117414
215.9208119863604,23.424550266745268,137.17738879981894,0.9867495875100617
215.92702116004486,23.426640103742145,137.20186663756493,0.9867490897368447
215.9332303337293,23.428739294737106,137.22645623518963,0.9867485919636356
215.93943950741377,23.43084599266565,137.25113598300396,0.9867480941904343
215.94564868109822,23.43295990898256,137.275902523996,0.9867475964172407
215.96520309539318,23.439664960466395,137.35447336472902,0.9867460287911065
215.98475750968814,23.446442540168988,137.4339169473615,0.9867444611650493
216.0,23.45177597181908,137.4964490580977,0.9867432392146708
216.00658603984792,23.453711274017625,137.51914313124536,0.9867427468073751
216.01317207969583,23.455654714537488,137.54193452190117,0.986742254400088
216.01863590254442,23.457272902437182,137.56091300485343,0.9867418458957048
216.024099725393,23.45889685402941,137.5799604019977,0.9867414373913278
216.02956354824158,23.460526547244523,137.59907646849126,0.9867410288869567
216.06430919093947,23.47101739459496,137.72216438434478,0.9867384311185836
216.09905483363735,23.481736580368754,137.847988207457,0.9867358333504493
216.13380047633524,23.492686289483935,137.9765772740266,0.9867332355825565
216.16854611903312,23.50386715626222,138.1079428248055,0.9867306378149063
216.25270102736337,23.53190450676706,138.43763242890097,0.98672434595076
216.2699500134907,23.537818485251258,138.50722476115894,0.9867230563258914
216.28719899961803,23.543789259565678,138.57750317471005,0.9867217667010827
216.30444798574536,23.54980580511336,138.6483383646377,0.9867204770763337
216.3082801113293,23.55114343110318,138.66408922809862,0.9867201905665168
216.31211223691326,23.552475677095668,138.67977763004575,0.986719904056703
216.31594436249722,23.55380187752269,138.69539572139786,0.9867196175468922
216.31977648808117,23.555121938241218,138.71094238135316,0.9867193310370842
216.33730692079564,23.56108298142767,138.78115781443014,0.9867180203700262
216.3548373535101,23.56691649226097,138.8498882383005,0.98671670970303
216.37236778622457,23.572622634285725,138.91713446460992,0.9867153990360956
216.38989821893904,23.578201489387787,138.98289636854213,0.9867140883692229
216.47390970290442,23.603173482779738,139.27744961454914,0.9867078072319727
216.5579211868698,23.62523084599558,139.53788313164526,0.9867015260961408
216.6419326708352,23.644380954300335,139.7641876780201,0.9866952449617272
216.72594415480057,23.660631632763582,139.95637231533317,0.9866889638287316
216.8917034241051,23.684222329505523,140.235596838362,0.986676570812716
216.9242558182566,23.68753825539075,140.27486715015004,0.9866741370288544
216.9419640932336,23.68917943650467,140.29430559372892,0.9866728130675277
216.95452937314636,23.69031388099862,140.30774294505898,0.9866718736228891
216.96709465305912,23.691452164270046,140.32122641297397,0.9866709341782821
216.97965993297188,23.692601049564047,140.33483612345086,0.9866699947337069
216.99222521288465,23.69375922897006,140.34855660010095,0.9866690552891635
217.0,23.694479494638557,140.35708963046176,0.98666847400636
217.00777478711535,23.69467267898099,140.35937834101205,0.9866679413841609
217.0155495742307,23.69486873868085,140.36170113582875,0.9866674087619738
217.02332436134606,23.695067732857833,140.36405871618012,0.9866668761397986
217.05892408440587,23.69601394640363,140.37526923703885,0.986664437333369
217.0945238074657,23.69702052216273,140.3871954069504,0.9866619985271886
217.1301235305255,23.698088285825385,140.3998471006936,0.9866595597212614
217.16572325358533,23.69921746975063,140.41322716963336,0.9866571209155885
217.28622936054765,23.70349451328608,140.46391303534583,0.9866488654887275
217.40673546750998,23.708471499112825,140.5229052060613,0.9866406100647847
217.5272415744723,23.714145204062028,140.5901706898345,0.9866323546437599
217.53582986064802,23.71456175516344,140.59510980986514,0.9866317662926246
217.54441814682374,23.7149587089874,140.59981664224432,0.9866311779415041
217.55300643299947,23.715333146300363,140.60425656000317,0.9866305895903986
217.5615947191752,23.71568448501103,140.60842264814823,0.9866300012393079
217.5830002054752,23.71645990426192,140.61761759761583,0.9866285348302477
217.6044056917752,23.71709246042708,140.62511869411173,0.9866270684212796
217.62581117807522,23.717582379757378,140.6309284851444,0.9866256020124035
217.64721666437524,23.717929815942348,140.63504868849176,0.9866241356036193
217.6554157817112,23.71802645963419,140.63619478497688,0.9866235739131728
217.6636148990472,23.718115377016364,140.63724925936503,0.9866230122227397
217.67181401638317,23.71820237224293,140.63828094266756,0.98662245053232
217.68001313371914,23.718289160291654,140.63931017280214,0.9866218888419139
217.71978871179263,23.718710337918807,140.64430502352414,0.9866191639683378
217.75956428986612,23.71913094419743,140.64929318699603,0.9866164390950762
217.7993398679396,23.71955087041193,140.65427337351483,0.9866137142221321
217.9479977869346,23.72111463298812,140.67281985784075,0.9866035302384408
218.0,23.721659464971452,140.67928194301743,0.9865999677673384
218.0520022130654,23.721850037818417,140.6815423041864,0.9865964374243684
218.1040044261308,23.722040203514183,140.6837978542858,0.9865929070819285
218.15600663919622,23.722229956591924,140.68604852835682,0.9865893767400301
218.2301561404317,23.72249992410233,140.68925066225876,0.9865843428571563
218.27357611236337,23.72265765690153,140.6911215766372,0.9865813951499586
218.29887684522527,23.72275998451315,140.6923353207046,0.9865796775268988
218.31932513131417,23.72286161784445,140.69354083484936,0.986578289328164
218.33977341740308,23.722986159424288,140.69501808005907,0.9865769011295134
218.360221703492,23.7231348565673,140.6967818557196,0.9865755129309468
218.3806699895809,23.723307843122146,140.6988337548852,0.9865741247324644
218.43052792985168,23.723830926646563,140.70503845902797,0.9865707399641994
218.45540804953285,23.724145655378223,140.70877176940036,0.9865690508966256
218.48028816921402,23.724455170091066,140.71244327941517,0.9865673618292092
218.4931656172141,23.72460945056399,140.71427339544752,0.9865664876020316
218.50604306521416,23.72475731024842,140.71602735754647,0.9865656133748885
218.51892051321423,23.724898676539595,140.71770430301757,0.986564739147779
218.57398144976887,23.725435089806698,140.72406755015774,0.9865610011587828
218.6290423863235,23.725855494290645,140.7290547339904,0.9865572631703825
218.68410332287814,23.726158286845934,140.732646763117,0.9865535251825875
218.73916425943278,23.726343079068716,140.734838976418,0.9865497871954009
218.89621188795306,23.726224354145693,140.73343052581404,0.9865391255198914
218.9379723032921,23.72603194123306,140.73114791910285,0.9865362904827075
218.96717793064428,23.72586322803877,140.72914647890056,0.9865343077670149
218.99638355799647,23.725696980042272,140.72717429719674,0.9865323250515393
219.0,23.72567664185849,140.7269330285074,0.9865320795380548
219.00361644200353,23.725652918365643,140.72665160068803,0.9865318343547966
219.00723288400707,23.725629426750352,140.72637292387057,0.9865315891715412
219.0108493260106,23.725606171840433,140.7260970553182,0.9865313439882881
219.04701374604593,23.725386235950804,140.72348801126097,0.9865288921558985
219.08317816608127,23.725189788482435,140.7211576248778,0.9865264403237691
219.1193425861166,23.72501695990846,140.719107436986,0.9865239884919017
219.15550700615194,23.7248677715338,140.71733769419077,0.9865215366602971
219.4269865859578,23.72449731191639,140.71294317578202,0.9865031312245214
219.47039023864596,23.72456083146257,140.71369666144196,0.9865001885988925
219.51379389133413,23.72464945454255,140.71474793523154,0.9864972459736424
219.5244222676799,23.72467022780392,140.71499435451142,0.9864965254046543
219.5350506440257,23.724685582428314,140.7151764962705,0.986495804835689
219.54567902037147,23.72469491167384,140.71528716300065,0.9864950842667461
219.55630739671724,23.724698130484605,140.71532534565492,0.9864943636978263
219.60660119292163,23.72463114975041,140.7145307979269,0.9864909539443545
219.65689498912602,23.72442854396265,140.71212743439742,0.986487544191391
219.7071887853304,23.72409068979562,140.7081197644118,0.9864841344389358
219.7574825815348,23.72361789385518,140.70251149341144,0.9864807246869889
219.91543596108886,23.721258709514903,140.67452869093415,0.9864700159770106
220.0,23.7194528762657,140.6531111873473,0.9864642828205284
220.00062415841217,23.719439109157076,140.65294791325255,0.9864642404164015
220.00124831682433,23.719425321999697,140.65278440148012,0.9864641980122744
220.0018724752365,23.719411514371426,140.65262064702395,0.9864641556081474
220.00379915514046,23.71936877474888,140.65211376813303,0.9864640247132054
220.00572583504442,23.719325845387175,140.65160463991302,0.9864638938182639
220.00765251494838,23.719282722054512,140.6510932121884,0.9864637629233233
220.00957919485234,23.71923940326293,140.65057946732517,0.9864636320283836
220.01604115967723,23.71909268978325,140.6488395066323,0.9864631930148844
220.02055679376386,23.718988856322635,140.64760809158935,0.9864628862313684
220.0250724278505,23.718883947511234,140.64636392887653,0.9864625794478565
220.02958806193712,23.718777964537416,140.6451070327564,0.9864622726643488
220.03410369602375,23.718670907622943,140.64383740602975,0.9864619658808451
220.03861933011038,23.71856277673358,140.64255504846295,0.9864616590973455
220.04528994296328,23.718401078142964,140.64063742591333,0.9864612059087384
220.05196055581618,23.718237036757852,140.63869203295798,0.9864607527201404
220.05863116866908,23.71807090035558,140.63672180857355,0.9864602995315512
220.06530178152198,23.717903827705108,140.63474049506715,0.9864598463429709
220.07197239437488,23.71773666608472,140.63275814043487,0.9864593931543997
220.08558018453786,23.717395571835514,140.6287131777307,0.9864584686674098
220.09918797470084,23.71705515867707,140.62467634993266,0.9864575441804572
220.11279576486382,23.716715170794146,140.6206446231443,0.9864566196935417
220.1264035550268,23.71637534315254,140.61661485432342,0.9864556952066634
220.14001134518978,23.716035627302684,140.61258646887256,0.9864547707198225
220.21171553036777,23.7142488031987,140.59139907500276,0.9864498992773261
220.24423447514687,23.713453941143108,140.58197445467889,0.9864476900039798
220.27020704030386,23.712841306317603,140.57471070465058,0.986445925478982
220.29617960546085,23.71225429705439,140.5677509620436,0.9864441609541196
220.32215217061784,23.71169404744341,140.5611086498908,0.9864423964293926
220.34812473577483,23.71116064703835,140.55478480741505,0.9864406319048012
220.46893467157955,23.709029759785142,140.52952303759437,0.9864324243190262
220.58974460738426,23.70747387991136,140.51107944166984,0.9864242167361837
220.71055454318898,23.706489957657254,140.49941652812606,0.9864160091562741
220.71432985368287,23.706467209078063,140.49914688377336,0.986415752669443
220.71810516417676,23.70644617833729,140.4988976016007,0.9864154961826207
220.72188047467066,23.706425884364368,140.49865705271523,0.9864152396958022
220.73240180134763,23.70637303996934,140.49803067754627,0.9864145248985603
220.74292312802461,23.706316962655745,140.49736598347488,0.9864138101013403
220.7534444547016,23.70625657053026,140.4966501469523,0.9864130953041428
220.77172592816044,23.706142434749754,140.49529728416076,0.9864118532986504
220.79000740161928,23.70601545085829,140.49379213908298,0.9864106112932216
220.80828887507812,23.70587507814921,140.49212830520395,0.9864093692878588
220.82657034853696,23.70572114083525,140.49030370176084,0.9864081272825631
220.89448513763276,23.705030387415473,140.48211641707275,0.9864035132935894
220.96239992672855,23.704152691632927,140.47171370706215,0.9863988993055426
221.0,23.703586508376613,140.46500334002346,0.9863963448359805
221.01427596928627,23.70341035539621,140.46291561907606,0.9863953698082815
221.02855193857255,23.703226149747707,140.46073247652086,0.9863943947806225
221.04282790785882,23.703033729780127,140.4584519987736,0.9863934197530043
221.089574325093,23.7023511310703,140.4503622851374,0.9863902270420076
221.13632074232717,23.701582909110822,140.44125809936355,0.9863870343314375
221.18306715956135,23.700727420000142,140.43112005928666,0.9863838416213024
221.22981357679552,23.69978419847718,140.41994276359713,0.9863806489116059
221.3553582770087,23.696817936849087,140.38479508304314,0.9863720744003637
221.38941180588293,23.695904608504748,140.37397380383914,0.9863697485969077
221.42346533475717,23.69494506636403,140.36260542450228,0.9863674227936847
221.44577012416843,23.694291555354692,140.35486307753817,0.9863658994112774
221.45853480635947,23.693895142876297,140.35016676040425,0.9863650276033925
221.4712994885505,23.693466808825445,140.34509235522825,0.9863641557955403
221.48406417074153,23.6930019597494,140.33958546617222,0.9863632839877208
221.49682885293257,23.69249950297739,140.33363317464597,0.986362412179934
221.52261951706302,23.69136949314519,140.32024711518264,0.9863606507180971
221.54841018119347,23.690086199823995,140.30504603877282,0.9863588892563938
221.57420084532393,23.688649883035986,140.2880333202652,0.9863571277948242
221.59999150945438,23.687060749198466,140.26921173405464,0.9863553663333883
221.69080759642935,23.68025227945818,140.18858700469607,0.9863491637398171
221.78162368340432,23.67155928458659,140.08567974092438,0.9863429611479031
221.8724397703793,23.660989476330244,139.96060574975263,0.9863367585576465
221.89529185437587,23.658034789698196,139.92565252764254,0.9863351977979334
221.91814393837245,23.654949410261608,139.889157900509,0.9863336370383253
221.92419947193667,23.654105428193198,139.87917590201974,0.9863332234553982
221.9302550055009,23.65324586586599,139.86900999777663,0.9863328098724785
221.93631053906512,23.652370218018657,139.858654232554,0.9863323962895661
221.94236607262934,23.65147842626914,139.84810793706865,0.986331982706661
221.97485047764818,23.64641991210232,139.78829366486727,0.9863297640757689
222.0,23.642185807894474,139.73823744375173,0.9863280464053221
222.00433553674878,23.64149300473442,139.73004787322665,0.9863277441064412
222.00867107349757,23.64079216446118,139.72176354081225,0.9863274418075639
222.01300661024635,23.640083120510045,139.71338248615598,0.9863271395086903
222.02706225337343,23.637732875532937,139.68560387376266,0.9863261594674113
222.0411178965005,23.635298698934687,139.65683614696593,0.9863251794261709
222.0551735396276,23.632778860074385,139.6270591622947,0.9863241993849697
222.06922918275467,23.630172787649215,139.59626649353936,0.9863232193438081
222.1044806795691,23.623257346797228,139.5145719182523,0.9863207614046645
222.13973217638352,23.61580011191381,139.42650373146708,0.9863183034657707
222.17498367319794,23.607802049028468,139.33207939652817,0.9863158455271266
222.21023517001237,23.599264184282795,139.2313175098932,0.9863133875887322
222.32527076551983,23.56766025389789,138.8586524607896,0.9863053666429216
222.4403063610273,23.53035549397015,138.4194074181528,0.98629734569977
222.45540367693928,23.52503837200759,138.35685760110738,0.9862962930282954
222.47050099285127,23.519646083253374,138.29343797037393,0.9862952403568666
222.4824795762668,23.515350082417484,138.24292237466298,0.9862944051413818
222.49445815968232,23.511063241904793,138.19252369121168,0.9862935699259259
222.50643674309785,23.50679108515827,138.14230678031907,0.9862927347104988
222.51841532651338,23.502532105602796,138.09225384372255,0.9862918994951007
222.5303939099289,23.4982845059111,138.04234368018544,0.986291064279731
222.56114543438798,23.487433198291004,137.9148795610456,0.9862889201076375
222.59189695884706,23.476654641956866,137.7883282944287,0.9862867759357339
222.62264848330614,23.46594985139665,137.66270060706563,0.9862846317640204
222.6534000077652,23.455319893989945,137.5380078323501,0.9862824875924967
222.6841515322243,23.444764873138908,137.414249989192,0.9862803434211631
222.81000841499542,23.402339496494836,136.91737347730054,0.986271567964856
222.93586529776655,23.361152703183482,136.43586390536422,0.9862627925117318
223.0,23.340638854114594,136.19635552955097,0.9862583206790705
223.01029913021063,23.33831981844198,136.16929298697045,0.9862575157665919
223.02059826042125,23.33600839632813,136.14232196837423,0.9862567108541342
223.03089739063188,23.33370474087701,136.11544423360658,0.9862559059416977
223.06523793992,23.32607497894157,136.026443480801,0.9862532221098415
223.0995784892081,23.31852922971193,135.93845135923243,0.9862505382782154
223.13391903849623,23.311069095112355,135.8514855892756,0.9862478544468244
223.16825958778435,23.303695043271322,135.7655506674471,0.9862451706156702
223.26029772989227,23.28435510642573,135.54029818053348,0.986237977521845
223.3523358720002,23.265630427960517,135.32238980261056,0.9862307844297219
223.44437401410812,23.2475183118637,135.11177691510952,0.986223591339301
223.53641215621604,23.230015985323707,134.90841066959874,0.9862163982505823
223.8189152731844,23.180074562167864,134.3289641769154,0.9861943196975096
224.0,23.151034346358177,133.992597826564,0.9861801673355398
224.01079615777607,23.15009356332743,133.98170799770352,0.9861792581024287
224.02159231555214,23.149160438694903,133.9709072541093,0.9861783488693405
224.0323884733282,23.148235127383963,133.9601973781632,0.9861774396362755
224.0682447954497,23.145213267430837,133.9252242987141,0.9861744198812221
224.10410111757116,23.14227526850524,133.89122615081732,0.9861714001264196
224.13995743969264,23.139422748116203,133.8582212790094,0.9861683803718733
224.1758137618141,23.136656188482352,133.82621489600967,0.9861653606175849
224.27096914707963,23.12973037438589,133.7461067979473,0.9861573468052137
224.36612453234514,23.123407271803643,133.6729909644254,0.9861493329946618
224.46127991761065,23.117684488244297,133.60683402450275,0.9861413191859294
224.55643530287617,23.112559560856315,133.54760236353266,0.9861333053790166
224.85497132019728,23.100334928226637,133.4063684490619,0.9861081632510218
225.0,23.096489452422418,133.361956256465,0.9860959492215933
225.00028161678603,23.0964885492818,133.36194582677635,0.9860959250316824
225.00050341376988,23.096487841154897,133.361937649154,0.9860959059800862
225.00072521075373,23.09648713617096,133.36192950782765,0.98609588692849
225.00094700773758,23.096486434325353,133.36192140274377,0.9860958678768939
225.00172022202813,23.096484010062746,133.36189340677103,0.9860958014604523
225.00249343631867,23.09648162289606,133.36186583919385,0.9860957350440107
225.00326665060922,23.096479273546958,133.36183870834606,0.9860956686275694
225.00403986489977,23.096476962272565,133.36181201719683,0.986095602211128
225.0053761899076,23.096473057594473,133.36176692504685,0.9860954874254184
225.00671251491542,23.096469266860495,133.36172314875785,0.9860953726397089
225.00804883992325,23.09646559002319,133.3616806877813,0.986095257854
225.00938516493107,23.09646202703648,133.3616395415845,0.9860951430682913
225.0107214899389,23.096458577888658,133.36159971003164,0.9860950282825829
225.01293415282288,23.096453117138775,133.36153664804738,0.9860948382224747
225.01514681570686,23.096447968488224,133.36147719027096,0.9860946481623676
225.01735947859083,23.09644313191906,133.36142133649278,0.9860944581022614
225.0195721414748,23.09643860739292,133.36136908626753,0.9860942680421564
225.0217848043588,23.09643439487353,133.36132043917425,0.9860940779820521
225.02399746724276,23.09643049433325,133.36127539489172,0.9860938879219489
225.0275318699267,23.0964249109121,133.36121091635025,0.9860935843289618
225.03106627261062,23.09642012334226,133.36115562848232,0.9860932807359771
225.03460067529454,23.09641613150998,133.3611095299686,0.986092977142995
225.03813507797847,23.09641293529806,133.36107261945088,0.9860926735500155
225.0416694806624,23.09641053459086,133.3610448955899,0.9860923699570385
225.04520388334632,23.096408929274794,133.36102635707113,0.9860920663640642
225.0502817725291,23.09640801494447,133.36101579819777,0.9860916301909386
225.0553596617119,23.096408741823264,133.36102419234254,0.9860911940178183
225.06043755089468,23.09641110957313,133.36105153560325,0.986090757844703
225.06551544007746,23.096415117855898,133.36109782408062,0.9860903216715929
225.07059332926025,23.09642076633395,133.36116305388552,0.9860898854984881
225.07567121844303,23.09642805467012,133.36124722113826,0.9860894493253884
