Time,SOC [-],Control Signal [A],Target Speed [m/s],Motor Control Signal [A],Air Density [kg/m^3],Irradiance [W/m^2],Surface Grade,Net Force [N],Normal Force [N],Parallel Gravitational Force [N],Motor Propulsion Force [N],Resistive Forces [N],Drag Force [N],Rolling Resistance [N],Solar Power [W],Acceleration [m/s^2],Position [m],Velocity [m/s]
6657 sec,0.757377613224622,26.4281767171859,NaN,26.4281767171859,NaN,23.6463202734323,0.03,-0.0113525008482327,2774.94430991507,-83.2733127903372,105.203400250527,-21.9414399610376,15.0040791862499,6.93736077478766,NaN,-4.0115371348888e-05,66305.3327418393,10.0013596363194
6745.2 sec,0.749573375920893,26.4256744767474,NaN,26.4256744767474,NaN,23.6974638580552,0.03,-0.0231629852251274,2774.94430991507,-83.2733127903372,105.191918903053,-21.9417690979407,15.004408323153,6.93736077478766,NaN,-8.18490803283616e-05,67187.2861423432,10.001469333104
6839.3 sec,0.741244271618556,26.4201320018325,NaN,26.4201320018325,NaN,23.7520473378248,0.03,-0.0467586929312773,2774.94430991507,-83.2733127903372,105.166490904935,-21.9399368075292,15.0025760327416,6.93736077478766,NaN,-0.000165227235461411,68128.6062565924,10.0008586407173
6933.4 sec,0.7329159099618,26.4152373265425,NaN,26.4152373265425,NaN,23.8066308175945,0.03,-0.0532937425680302,2774.94430991507,-83.2733127903372,105.144038621391,-21.9240195736215,14.9866587988338,6.93736077478766,NaN,-0.000188319587223056,69070.0372929615,9.99555194368436
7014.7 sec,0.725719636428841,26.4298930637689,NaN,26.4298930637689,NaN,23.8537970473976,0.03,0.0256869605823908,2774.94430991507,-83.2733127903372,105.211276108404,-21.9122763574845,14.9749155826968,6.93736077478766,NaN,9.07678384139712e-05,69883.3334055584,9.99163502892855
7086 sec,0.719409754417419,26.4364537131452,NaN,26.4364537131452,NaN,23.8951437979758,0.03,0.0404482953361622,2774.94430991507,-83.2733127903372,105.241385139252,-21.9276240535782,14.9902632787905,6.93736077478766,NaN,0.000142928717604301,70596.1322062313,9.99675389940506
7165.6 sec,0.712368936173527,26.4358732714211,NaN,26.4358732714211,NaN,23.9412822963464,0.03,0.0305613001828249,2774.94430991507,-83.2733127903372,105.23872104355,-21.9348469530301,14.9974861782424,6.93736077478766,NaN,0.000107991879686115,71391.7001298002,9.99916202430397
7255.6 sec,0.704402051471651,26.4373073596865,NaN,26.4373073596865,NaN,23.9934898349247,0.03,0.029599188806543,2774.94430991507,-83.2733127903372,105.24530327211,-21.942391292966,15.0050305181783,6.93736077478766,NaN,0.00010459214815079,72291.9010964799,10.0016766988268
7345.4 sec,0.696457653572736,26.4322707730918,NaN,26.4322707730918,NaN,24.0455461562178,0.03,-0.00980924116203141,2774.94430991507,-83.2733127903372,105.222187493075,-21.9586839438997,15.0213231691121,6.93736077478766,NaN,-3.46620852203632e-05,73189.4863004457,10.0071051988448
7426.8 sec,0.689257212800474,26.4208118527408,NaN,26.4208118527408,NaN,24.0927313682334,0.03,-0.0635618491555761,2774.94430991507,-83.2733127903372,105.169609712944,-21.9598587717627,15.022497996975,6.93736077478766,NaN,-0.000224603126358267,74003.2631870685,10.0074965224326
7503.5 sec,0.682463603492258,26.4201381943911,NaN,26.4201381943911,NaN,24.1372572555402,0.03,-0.0521696069133526,2774.94430991507,-83.2733127903372,105.166519312935,-21.9453761295116,15.008015354724,6.93736077478766,NaN,-0.000184347324209225,74771.2046566137,10.0026714280816
7588.4 sec,0.67495416803057,26.4199677988283,NaN,26.4199677988283,NaN,24.1864722956348,0.03,-0.0441132499844059,2774.94430991507,-83.2733127903372,105.165737635646,-21.936538095293,14.9991773205054,6.93736077478766,NaN,-0.000155879257635665,75619.9548803548,9.99972576974168
7671.5 sec,0.667599665990372,26.4255836539984,NaN,26.4255836539984,NaN,24.2346732755249,0.03,-0.00854431859335136,2774.94430991507,-83.2733127903372,105.191502186601,-21.9267337148574,14.9893729400697,6.93736077478766,NaN,-3.01923354050097e-05,76451.168643705,9.9964570190542
7754.5 sec,0.66026032258121,26.4330376012846,NaN,26.4330376012846,NaN,24.2827735648574,0.03,0.0304817086383338,2774.94430991507,-83.2733127903372,105.225706668002,-21.9219121690261,14.9845513942384,6.93736077478766,NaN,0.000107710633782135,77280.5861744662,9.99484913817727
7837 sec,0.652961259586623,26.4387165332087,NaN,26.4387165332087,NaN,24.3306070088363,0.03,0.0539545934918095,2774.94430991507,-83.2733127903372,105.251771438487,-21.9245040546582,14.9871432798706,6.93736077478766,NaN,0.000190654780196663,78105.3581096783,9.9957135079228
7928.9 sec,0.644822017162302,26.4512673789506,NaN,26.4512673789506,NaN,24.3839478077271,0.03,0.110608089713153,2774.94430991507,-83.2733127903372,105.309393147357,-21.9254722673065,14.9881114925188,6.93736077478766,NaN,0.000390846444528124,79025.0448917124,9.99603637865823
8012.6 sec,0.637414273603491,26.447295814269,NaN,26.447295814269,NaN,24.4324853776005,0.03,0.0715128925210138,2774.94430991507,-83.2733127903372,105.291156958413,-21.9463312755543,15.0089705007667,6.93736077478766,NaN,0.000252699055306407,79861.9032079957,10.0029897200009
8083.3 sec,0.63116134401709,26.4282208113407,NaN,26.4282208113407,NaN,24.4734590804765,0.03,-0.0196805625314909,2774.94430991507,-83.2733127903372,105.203602581497,-21.949970353691,15.0126095789034,6.93736077478766,NaN,-6.95435380151213e-05,80568.6231063178,10.0042023099973
8155.5 sec,0.624773982919178,26.4261074471161,NaN,26.4261074471161,NaN,24.5153203219187,0.03,-0.0212551764655728,2774.94430991507,-83.2733127903372,105.19390549068,-21.9418478768087,15.004487102021,6.93736077478766,NaN,-7.51076179954954e-05,81290.576279516,10.0014955888344
8251 sec,0.616319098514494,26.4196098405956,NaN,26.4196098405956,NaN,24.5707274445894,0.03,-0.0506893039955969,2774.94430991507,-83.2733127903372,105.164095541882,-21.9414720555406,15.004111280753,6.93736077478766,NaN,-0.000179116503084569,82246.0968868738,10.001370333027
8350.6 sec,0.607509650448539,26.4052645764626,NaN,26.4052645764626,NaN,24.6284631559648,0.03,-0.0975364334950513,2774.94430991507,-83.2733127903372,105.098303543958,-21.9225271871154,14.9851664123277,6.93736077478766,NaN,-0.000344656239361498,83242.0054327091,9.99505424775265
8430.4 sec,0.600451759980158,26.4276409572816,NaN,26.4276409572816,NaN,24.6747253081098,0.03,0.0216107450709302,2774.94430991507,-83.2733127903372,105.20094187871,-21.9060183433019,14.9686575685142,6.93736077478766,NaN,7.63640606802046e-05,84039.6739835134,9.98954705963997
8496.6 sec,0.594593833146752,26.436999715055,NaN,26.436999715055,NaN,24.7131082145084,0.03,0.0421459263084785,2774.94430991507,-83.2733127903372,105.243891208662,-21.9284324920164,14.9910717172287,6.93736077478766,NaN,0.000148927492480274,84701.2766897534,9.9970234627542
8572 sec,0.587916899796161,26.4339285008421,NaN,26.4339285008421,NaN,24.7568612369679,0.03,0.0195402241831601,2774.94430991507,-83.2733127903372,105.229795346412,-21.9369423318917,14.9995815571041,6.93736077478766,NaN,6.90476362721452e-05,85455.7231312352,9.99986051806193
8661.2 sec,0.580026113289997,26.4335583453605,NaN,26.4335583453605,NaN,24.808570385579,0.03,0.0118790485799281,2774.94430991507,-83.2733127903372,105.228096547472,-21.9429047085548,15.0055439337671,6.93736077478766,NaN,4.19759885003205e-05,86347.3609797639,10.0018478072028
8758.1 sec,0.571451244923368,26.4283372488741,NaN,26.4283372488741,NaN,24.8647567266862,0.03,-0.0333350458099488,2774.94430991507,-83.2733127903372,105.204136869603,-21.9641591250757,15.0267983502881,6.93736077478766,NaN,-0.000117793229833272,87316.1256784321,10.0089287972583
8844.7 sec,0.56378457402455,26.4114089673982,NaN,26.4114089673982,NaN,24.9149935193485,0.03,-0.12109980828896,2774.94430991507,-83.2733127903372,105.126480043005,-21.9742670609565,15.0369062861688,6.93736077478766,NaN,-0.000427920142419285,88182.5050200437,10.0122945376069
8921 sec,0.557036841997327,26.4140554193825,NaN,26.4140554193825,NaN,24.9592234553344,0.03,-0.081814776027727,2774.94430991507,-83.2733127903372,105.138617636198,-21.947119621889,15.0097588471013,6.93736077478766,NaN,-0.000289101949081933,88945.4152649815,10.0032524201219
8994.7 sec,0.550514208791209,26.4250662683156,NaN,26.4250662683156,NaN,25.0019751938607,0.03,-0.0169610826912674,2774.94430991507,-83.2733127903372,105.189128320766,-21.9327766131203,14.9954158383327,6.93736077478766,NaN,-5.99339422859686e-05,89682.6449685995,9.99847182934562
9071.7 sec,0.543700609996355,26.4303273251593,NaN,26.4303273251593,NaN,25.0466285998878,0.03,0.00881386861364319,2774.94430991507,-83.2733127903372,105.213268886521,-21.9311422275703,14.9937814527826,6.93736077478766,NaN,3.11448214964589e-05,90452.6190465729,9.99792693604783
9161.3 sec,0.535772749597676,26.4350578704973,NaN,26.4350578704973,NaN,25.0985849785461,0.03,0.0347066621335159,2774.94430991507,-83.2733127903372,105.234978621556,-21.9269591690856,14.989598394298,6.93736077478766,NaN,0.000122639994339496,91348.5537276231,9.99653219681638
9263.7 sec,0.526707325492368,26.4608082917047,NaN,26.4608082917047,NaN,25.1580036134269,0.03,0.170123356965931,2774.94430991507,-83.2733127903372,105.353211484523,-21.9097753372194,14.9724145624317,6.93736077478766,NaN,0.000601150506927305,92373.0674035629,9.99080062271679
9328.3 sec,0.520988968620986,26.4346741673283,NaN,26.4346741673283,NaN,25.1954620551223,0.03,0.0150272075788962,2774.94430991507,-83.2733127903372,105.233217583728,-21.9448775858124,15.0075168110247,6.93736077478766,NaN,5.31003714884628e-05,93018.977661186,10.002505289851
9392.9 sec,0.515273100098153,26.4278240302734,NaN,26.4278240302734,NaN,25.2329204968178,0.03,-0.0127999999209294,2774.94430991507,-83.2733127903372,105.201781917218,-21.9412691268021,15.0039083520144,6.93736077478766,NaN,-4.52302763028426e-05,93665.0177603817,10.0013026991536
9480.9 sec,0.507491231900602,26.4256084813068,NaN,26.4256084813068,NaN,25.2839177620743,0.03,-0.0226144384544114,2774.94430991507,-83.2733127903372,105.191616100045,-21.9409177481626,15.0035569733749,6.93736077478766,NaN,-7.99107270347847e-05,94544.4508011353,10.0011855875108
9595.6 sec,0.497340508875954,26.3971506520016,NaN,26.3971506520016,NaN,25.3504353763172,0.03,-0.151343179017175,2774.94430991507,-83.2733127903372,105.061103680001,-21.9391340686809,15.0017732938932,6.93736077478766,NaN,-0.000534788581701832,95691.7944803203,10.0005910804956
9659.4 sec,0.491694093339165,26.4313060948268,NaN,26.4313060948268,NaN,25.3874488860672,0.03,0.021077944389944,2774.94430991507,-83.2733127903372,105.217760454087,-21.9233697193596,14.9860089445719,6.93736077478766,NaN,7.44813480111254e-05,96329.8533518457,9.99533522685189
9723.2 sec,0.486045505883646,26.4327844669215,NaN,26.4327844669215,NaN,25.4244623958172,0.03,0.0161971727574581,2774.94430991507,-83.2733127903372,105.224544958729,-21.9350349956345,14.9976742208468,6.93736077478766,NaN,5.72345784117405e-05,96968.0103606528,9.99922471022856
9819.3 sec,0.477548321154631,26.4369004055361,NaN,26.4369004055361,NaN,25.4801472491301,0.03,0.0323260742367921,2774.94430991507,-83.2733127903372,105.243435389137,-21.9377965245629,15.0004357497753,6.93736077478766,NaN,0.000114227912386592,97928.1879354257,10.0001452488702
9921.9 sec,0.46846589218562,26.4449884229257,NaN,26.4449884229257,NaN,25.5396593401689,0.03,0.0413778906172695,2774.94430991507,-83.2733127903372,105.280563194769,-21.9658725138142,15.0285117390265,6.93736077478766,NaN,0.000146213549766335,98954.1126706056,10.0094994010778
9987.5 sec,0.462663896562761,26.4225600211558,NaN,26.4225600211558,NaN,25.5776837029136,0.03,-0.0470337699097314,2774.94430991507,-83.2733127903372,105.177629723705,-21.9513507032778,15.0139899284901,6.93736077478766,NaN,-0.000166199251697105,99610.1582830628,10.0046622226807
10053 sec,0.456862461351164,26.4268392886536,NaN,26.4268392886536,NaN,25.6157080656584,0.03,-0.0135274408273176,2774.94430991507,-83.2733127903372,105.19726344407,-21.9374780945599,15.0001173197723,6.93736077478766,NaN,-4.78007726616847e-05,100265.931467272,10.0000391065143
10143 sec,0.448928309589802,26.4271330104442,NaN,26.4271330104442,NaN,25.6677050726579,0.03,-0.00777222534836142,2774.94430991507,-83.2733127903372,105.198611167626,-21.9330706026368,14.9957098278491,6.93736077478766,NaN,-2.74640548567143e-05,101162.612983701,9.99856984034855
10247 sec,0.439732216603458,26.4316017077766,NaN,26.4316017077766,NaN,25.72798048673,0.03,0.0394876211582016,2774.94430991507,-83.2733127903372,105.219117047411,-21.9063166359153,14.9689558611277,6.93736077478766,NaN,0.000139534064575037,102202.193755804,9.9896465940585
10338 sec,0.431668599524367,26.4576171666436,NaN,26.4576171666436,NaN,25.7808386852763,0.03,0.187854373574766,2774.94430991507,-83.2733127903372,105.338554191519,-21.8773870276069,14.9400262528192,6.93736077478766,NaN,0.000663805099529025,103113.673344589,9.97998872839018
10411 sec,0.425201340260205,26.450635209674,NaN,26.450635209674,NaN,25.8232032094589,0.03,0.10791081084065,2774.94430991507,-83.2733127903372,105.306490268423,-21.925266667245,14.9879058924573,6.93736077478766,NaN,0.00038131529847947,103843.886775719,9.99596781789448
10479 sec,0.419195008160864,26.4327290699929,NaN,26.4327290699929,NaN,25.8625558416654,0.03,0.00719162669670936,2774.94430991507,-83.2733127903372,105.224290726978,-21.9437863099443,15.0064255351566,6.93736077478766,NaN,2.54124425444094e-05,104522.516859259,10.0021416157263
10552 sec,0.412687323422854,26.4281894648164,NaN,26.4281894648164,NaN,25.9052030063488,0.03,-0.0120455720122266,2774.94430991507,-83.2733127903372,105.20345874437,-21.942191526045,15.0048307512573,6.93736077478766,NaN,-4.25644182581554e-05,105257.992545882,10.0016101207947
10644 sec,0.404551035255518,26.4237371839348,NaN,26.4237371839348,NaN,25.9585215261203,0.03,-0.035210816050764,2774.94430991507,-83.2733127903372,105.183030402271,-21.9449284279841,15.0075676531965,6.93736077478766,NaN,-0.000124421480364274,106177.450442157,10.0025222329825
10732 sec,0.396791436349716,26.4202840238068,NaN,26.4202840238068,NaN,26.0093738479369,0.03,-0.0471090300929404,2774.94430991507,-83.2733127903372,105.167188298073,-21.9409845378284,15.0036237630407,6.93736077478766,NaN,-0.000166465192236338,107054.426354585,10.0012078480687
10820 sec,0.389032272788929,26.4204608984124,NaN,26.4204608984124,NaN,26.0602261697535,0.03,-0.0355647166319244,2774.94430991507,-83.2733127903372,105.167999705776,-21.9302516320704,14.9928908572827,6.93736077478766,NaN,-0.000125672028893063,107931.422553121,9.99763000491708
10902 sec,0.381709287971023,26.4289589226024,NaN,26.4289589226024,NaN,26.1082209466217,0.03,0.0127615434219592,2774.94430991507,-83.2733127903372,105.206989529981,-21.9209151962223,14.9835544214346,6.93736077478766,NaN,4.50943858274672e-05,108759.047800354,9.99451663711478
10981 sec,0.374749761621457,26.4357980804968,NaN,26.4357980804968,NaN,26.1538291603047,0.03,0.0405783245683438,2774.94430991507,-83.2733127903372,105.238375937754,-21.924484822848,14.9871240480603,6.93736077478766,NaN,0.000143388190896125,109545.427624877,9.99570709456825
11064 sec,0.367392841821394,26.4392200464049,NaN,26.4392200464049,NaN,26.202040603378,0.03,0.0514617352439899,2774.94430991507,-83.2733127903372,105.254082655723,-21.929308130142,14.9919473553543,6.93736077478766,NaN,0.00018184597800688,110376.72182951,9.9973154247709
11156 sec,0.359280775629466,26.4469370598939,NaN,26.4469370598939,NaN,26.2552003017035,0.03,0.0791751982637834,2774.94430991507,-83.2733127903372,105.289509783717,-21.9370217951164,14.9996610203287,6.93736077478766,NaN,0.000279774696556658,111293.27779448,9.99988700613786
11238 sec,0.351996600069587,26.4373823473983,NaN,26.4373823473983,NaN,26.3029289683861,0.03,0.0185867901266192,2774.94430991507,-83.2733127903372,105.245647461651,-21.953747881187,15.0163871063993,6.93736077478766,NaN,6.56785670471233e-05,112116.277526054,10.0054608777405
11312 sec,0.345439493536775,26.4256688788701,NaN,26.4256688788701,NaN,26.3458996376506,0.03,-0.0317226405434496,2774.94430991507,-83.2733127903372,105.191893218641,-21.9503030688469,15.0129422940592,6.93736077478766,NaN,-0.00011209560982027,112857.418940193,10.0043131678489
11388 sec,0.338709527079466,26.424675927264,NaN,26.424675927264,NaN,26.3900061990699,0.03,-0.0283152556962989,2774.94430991507,-83.2733127903372,105.187337386032,-21.9423398513907,15.004979076603,6.93736077478766,NaN,-0.000100055222393802,113618.078368645,10.0016595544949
11487 sec,0.329953683475776,26.4137856260684,NaN,26.4137856260684,NaN,26.4473854800871,0.03,-0.0762201789725339,2774.94430991507,-83.2733127903372,105.137380219145,-21.9402876077805,15.0029268329929,6.93736077478766,NaN,-0.000269332795005947,114607.665199712,10.0009755634114
11561 sec,0.323427278958259,26.4269996599667,NaN,26.4269996599667,NaN,26.4901611160481,0.03,-0.00466823029722718,2774.94430991507,-83.2733127903372,105.197999295811,-21.9293547357708,14.9919939609832,6.93736077478766,NaN,-1.64957302729073e-05,115345.256564266,9.9973309641401
11635 sec,0.316899988749782,26.4317938085368,NaN,26.4317938085368,NaN,26.5329367520092,0.03,0.0148454660279782,2774.94430991507,-83.2733127903372,105.219998621242,-21.9318403648773,14.9944795900897,6.93736077478766,NaN,5.24581667529544e-05,116082.820294444,9.99815969402692
11725 sec,0.30892508780595,26.4360547611564,NaN,26.4360547611564,NaN,26.585200450137,0.03,0.0360750360986657,2774.94430991507,-83.2733127903372,105.239554034967,-21.9301662085311,14.9928054337434,6.93736077478766,NaN,0.00012747530159822,116984.038241116,9.99760152361336
11812 sec,0.301231340857814,26.4388491310166,NaN,26.4388491310166,NaN,26.6356192008896,0.03,0.0442695788049718,2774.94430991507,-83.2733127903372,105.252380083054,-21.9347977139116,14.997436939124,6.93736077478766,NaN,0.000156431663556913,117853.403622536,9.99914560987553
11899 sec,0.29353719191965,26.4377229082661,NaN,26.4377229082661,NaN,26.6860379516423,0.03,0.0284992239516981,2774.94430991507,-83.2733127903372,105.247210627701,-21.9453986134124,15.0080378386247,6.93736077478766,NaN,0.000100705295446463,118722.758479268,10.0026789207108
11982 sec,0.286159207387125,26.4293232288682,NaN,26.4293232288682,NaN,26.7343842700336,0.03,-0.0193107918765207,2774.94430991507,-83.2733127903372,105.208661240123,-21.9546592416628,15.0172984668751,6.93736077478766,NaN,-6.82369107497855e-05,119556.459788653,10.0057644941554
12061 sec,0.279148429335894,26.4226537991854,NaN,26.4226537991854,NaN,26.7803289529236,0.03,-0.0458831305803784,2774.94430991507,-83.2733127903372,105.178059958432,-21.9506302986747,15.013269523887,6.93736077478766,NaN,-0.000162133334891399,120348.840166264,10.0044221968378
12146 sec,0.271692114235304,26.4188860344344,NaN,26.4188860344344,NaN,26.8291941303626,0.03,-0.0579472255535904,2774.94430991507,-83.2733127903372,105.16077521835,-21.9454096535665,15.0080488787788,6.93736077478766,NaN,-0.000204763206168968,121191.563104276,10.0026825997759
12234 sec,0.263851068354198,26.4155362383357,NaN,26.4155362383357,NaN,26.8805822722352,0.03,-0.0630815732458814,2774.94430991507,-83.2733127903372,105.145409654947,-21.9351784378556,14.9978176630679,6.93736077478766,NaN,-0.000222906016027698,122077.83017307,9.9992725278952
12315 sec,0.256722772673787,26.4256868043282,NaN,26.4256868043282,NaN,26.9273021735161,0.03,-0.00477706803589228,2774.94430991507,-83.2733127903372,105.191975464968,-21.923439742667,14.9860789678793,6.93736077478766,NaN,-1.6880320977783e-05,122883.474676918,9.99535857882024
12392 sec,0.249916046566638,26.4336661988173,NaN,26.4336661988173,NaN,26.9719096696549,0.03,0.0296390812942633,2774.94430991507,-83.2733127903372,105.228591530207,-21.9256396585758,14.9882788837881,6.93736077478766,NaN,0.000104733112858067,123652.59792859,9.99609219771677
12473 sec,0.242748978388876,26.4364338898213,NaN,26.4364338898213,NaN,27.0188770205648,0.03,0.0379257860354585,2774.94430991507,-83.2733127903372,105.24129415387,-21.9300555774969,14.9926948027092,6.93736077478766,NaN,0.000134015139998667,124462.448676799,9.99756463768693
12573 sec,0.233887205088765,26.454302643448,NaN,26.454302643448,NaN,27.0769539798164,0.03,0.120038729500692,2774.94430991507,-83.2733127903372,105.323331692842,-21.9299801730041,14.9926193982164,6.93736077478766,NaN,0.000424170698117024,125463.762361605,9.99753949670165
12641 sec,0.227855392897766,26.4317177766028,NaN,26.4317177766028,NaN,27.1164734071019,0.03,-0.000659900420927784,2774.94430991507,-83.2733127903372,105.219649700852,-21.9469968109358,15.0096360361481,6.93736077478766,NaN,-2.33183426213323e-06,126145.328028067,10.0032114963639
12709 sec,0.221825205578557,26.4274153829994,NaN,26.4274153829994,NaN,27.1559928343874,0.03,-0.0145968163053283,2774.94430991507,-83.2733127903372,105.199906827728,-21.9411908536966,15.0038300789089,6.93736077478766,NaN,-5.15795342742391e-05,126826.90104191,10.0012766114828
12800 sec,0.213752323198902,26.4241489433327,NaN,26.4241489433327,NaN,27.2088969541148,0.03,-0.0295421246782155,2774.94430991507,-83.2733127903372,105.184919551515,-21.9411488858565,15.0037881110688,6.93736077478766,NaN,-0.000104390505470542,127739.224227582,10.0012626239786
12910 sec,0.204036856034872,26.3995497709634,NaN,26.3995497709634,NaN,27.2725651806669,0.03,-0.133456513487474,2774.94430991507,-83.2733127903372,105.072101915217,-21.9322456383676,14.9948848635799,6.93736077478766,NaN,-0.000471583985682883,128837.453190501,9.99829480914285
12976 sec,0.198248110622351,26.4321070149427,NaN,26.4321070149427,NaN,27.3105091317209,0.03,0.0255766660798997,2774.94430991507,-83.2733127903372,105.221435975148,-21.9225465187307,14.9851857439431,6.93736077478766,NaN,9.0378100066067e-05,129491.522233177,9.9950606948109
13041 sec,0.192457498300262,26.4330486319775,NaN,26.4330486319775,NaN,27.3484530827749,0.03,0.0175914715282204,2774.94430991507,-83.2733127903372,105.225757291369,-21.9348530295041,14.9974922547164,6.93736077478766,NaN,6.21614939617299e-05,130145.723995385,9.99916404996485
13138 sec,0.183906262649157,26.4378415585972,NaN,26.4378415585972,NaN,27.40449214695,0.03,0.0365389854315623,2774.94430991507,-83.2733127903372,105.247755233833,-21.937903458064,15.0005426832763,6.93736077478766,NaN,0.000129114720086272,131112.000481987,10.0001808927893
13238 sec,0.174985069022582,26.4449476811891,NaN,26.4449476811891,NaN,27.4629473373797,0.03,0.0407457445566877,2774.94430991507,-83.2733127903372,105.280376147195,-21.9663176123013,15.0289568375137,6.93736077478766,NaN,0.000143979788738172,132119.70679714,10.0096476253375
13304 sec,0.169167506924268,26.4224673055215,NaN,26.4224673055215,NaN,27.5010737889005,0.03,-0.0476709065767977,2774.94430991507,-83.2733127903372,105.177204364283,-21.9515624805228,15.0142017057352,6.93736077478766,NaN,-0.000168450647608988,132777.515312066,10.0047327819505
13370 sec,0.163350502872414,26.4267673045099,NaN,26.4267673045099,NaN,27.5392002404212,0.03,-0.0139016304589461,2774.94430991507,-83.2733127903372,105.196933151353,-21.9375219914748,15.0001612166871,6.93736077478766,NaN,-4.91230148908071e-05,133435.05012824,10.0000537387513
13459 sec,0.155438281632739,26.4270930392769,NaN,26.4270930392769,NaN,27.5910535345265,0.03,-0.00799486992295328,2774.94430991507,-83.2733127903372,105.19842776164,-21.9331098412257,14.995749066438,6.93736077478766,NaN,-2.82507951448649e-05,134329.253146839,9.99858292174046
13563 sec,0.146280428464032,26.4313870760735,NaN,26.4313870760735,NaN,27.6510780307686,0.03,0.0376297922009599,2774.94430991507,-83.2733127903372,105.218132082795,-21.9071895002567,14.969828725469,6.93736077478766,NaN,0.000132969211639213,135364.501829529,9.98993784614267
13654 sec,0.138213638827788,26.4567354960477,NaN,26.4567354960477,NaN,27.7039567696515,0.03,0.182531915580967,2774.94430991507,-83.2733127903372,105.334504815758,-21.8786601098402,14.9412993350525,6.93736077478766,NaN,0.000644997580219891,136276.338941982,9.98041393097919
13727 sec,0.131721344501513,26.4505644835407,NaN,26.4505644835407,NaN,27.7464860657407,0.03,0.107985341691062,2774.94430991507,-83.2733127903372,105.306165502397,-21.924867370369,14.9875065955813,6.93736077478766,NaN,0.000381578661837131,137009.399585243,9.99583466435939
13796 sec,0.125677968965639,26.4330113911869,NaN,26.4330113911869,NaN,27.7860814264179,0.03,0.00865565122944645,2774.94430991507,-83.2733127903372,105.225586381504,-21.9436179399376,15.0062571651499,6.93736077478766,NaN,3.05857421177606e-05,137692.20987491,10.0020855042502
13869 sec,0.119173687810437,26.4282719546886,NaN,26.4282719546886,NaN,27.8287061734346,0.03,-0.0117400175961393,2774.94430991507,-83.2733127903372,105.203837258872,-21.9422644861312,15.0049037113435,6.93736077478766,NaN,-4.14847064807684e-05,138427.298974026,10.0016344368787
13961 sec,0.111082113592968,26.4239650421608,NaN,26.4239650421608,NaN,27.8817317100965,0.03,-0.0341774339694325,2774.94430991507,-83.2733127903372,105.184075811163,-21.9449404547956,15.0075796800079,6.93736077478766,NaN,-0.000120769905571011,139341.703659722,10.002526240908
14049 sec,0.103235881511762,26.4197147629735,NaN,26.4197147629735,NaN,27.9331514077335,0.03,-0.0504397439250965,2774.94430991507,-83.2733127903372,105.164576859745,-21.9417038133331,15.0043430385454,6.93736077478766,NaN,-0.000178234653786708,140228.465602683,10.0014475747415
14138 sec,0.0953901491552145,26.4187273913088,NaN,26.4187273913088,NaN,27.9845711053704,0.03,-0.0434881168956451,2774.94430991507,-83.2733127903372,105.160047483312,-21.9302228098709,14.9928620350832,6.93736077478766,NaN,-0.000153670277752433,141115.263629402,9.99762039523513
14220 sec,0.0881637995107225,26.4285230001566,NaN,26.4285230001566,NaN,28.031932890239,0.03,0.0110989873230238,2774.94430991507,-83.2733127903372,105.204989216434,-21.9205774387739,14.9832166639862,6.93736077478766,NaN,3.92195520627523e-05,141931.963024745,9.99440398889506
14297 sec,0.0813550799005213,26.4352982607233,NaN,26.4352982607233,NaN,28.0765522588918,0.03,0.0370562544345745,2774.94430991507,-83.2733127903372,105.236081923378,-21.9257128786067,14.988352103819,6.93736077478766,NaN,0.000130942549779527,142701.278574822,9.9961166139053
14379 sec,0.074047471165849,26.4379878663381,NaN,26.4379878663381,NaN,28.1244404473414,0.03,0.0445755602704025,2774.94430991507,-83.2733127903372,105.248426790403,-21.9305384397951,14.9931776650075,6.93736077478766,NaN,0.000157512884362419,143527.00581273,9.99772562969781
14472 sec,0.0657921785359724,26.4463780718885,NaN,26.4463780718885,NaN,28.1785392080044,0.03,0.0763074122509977,2774.94430991507,-83.2733127903372,105.286943299223,-21.9373230966348,14.9999623218471,6.93736077478766,NaN,0.000269641043858455,144459.756185667,9.99998744060781
14557 sec,0.0583228650945814,26.4387400867102,NaN,26.4387400867102,NaN,28.2274808106053,0.03,0.0226948556369848,2774.94430991507,-83.2733127903372,105.251879552596,-21.9558719066216,15.0185111318339,6.93736077478766,NaN,8.01948904261723e-05,145303.637702252,10.0061684747739
14631 sec,0.0517576172009268,26.4251620107071,NaN,26.4251620107071,NaN,28.2705046102814,0.03,-0.0360747234710459,2774.94430991507,-83.2733127903372,105.189567602507,-21.9523295356407,15.0149687608531,6.93736077478766,NaN,-0.000127474196892462,146045.714765415,10.0049883427728
14705 sec,0.045217334050065,26.4246894800378,NaN,26.4246894800378,NaN,28.3133690049996,0.03,-0.0278918447841789,2774.94430991507,-83.2733127903372,105.187399567456,-21.9419786219032,15.0046178471156,6.93736077478766,NaN,-9.8559051091995e-05,146784.968685459,10.0015391639206
14801 sec,0.0366752793365231,26.4166717295324,NaN,26.4166717295324,NaN,28.3693481110338,0.03,-0.0614239208534286,2774.94430991507,-83.2733127903372,105.150617987001,-21.9387291175171,15.0013683427294,6.93736077478766,NaN,-0.000217048510075521,147750.391845154,10.0004561038416
