Time,SOC [-],Control Signal [A],Target Speed [m/s],Motor Control Signal [A],Air Density [kg/m^3],Irradiance [W/m^2],Surface Grade,Net Force [N],Normal Force [N],Parallel Gravitational Force [N],Motor Propulsion Force [N],Resistive Forces [N],Drag Force [N],Rolling Resistance [N],Solar Power [W],Acceleration [m/s^2],Position [m],Velocity [m/s]
1957.2 sec,0.960625841825705,6.38859516583433,NaN,6.38859516583433,NaN,20.9208845643758,0,0.0251842491080545,2776.19350329783,-0,21.964286914805,-21.939102665697,14.9986189074524,6.94048375824458,NaN,8.89914494276195e-05,19507.7666533221,9.99953962522022
2033.1 sec,0.959191462635506,6.38341811520254,NaN,6.38341811520254,NaN,20.964929664762,0,0.00180268879889312,2776.19350329783,-0,21.9440670268071,-21.9422643380082,15.0017805797637,6.94048375824458,NaN,6.37000882544183e-06,20267.3153878867,10.0005935089752
2124.6 sec,0.957463320124243,6.38256549235155,NaN,6.38256549235155,NaN,21.0180050433636,0,-0.00240573431361568,2776.19350329783,-0,21.9407355531374,-21.943141287451,15.0026575292064,6.94048375824458,NaN,-8.50093971783133e-06,21182.5600036858,10.0008858038364
2249 sec,0.955114276931407,6.37624205039923,NaN,6.37624205039923,NaN,21.0901059119881,0,-0.0490350703748703,2776.19350329783,-0,21.9160153771064,-21.9650504474813,15.0245666892367,6.94048375824458,NaN,-0.000173271077756669,22425.7638382463,10.0081855462539
2331 sec,0.95356636109318,6.37416235404951,NaN,6.37416235404951,NaN,21.1376733029957,0,-0.0435370530709704,2776.19350329783,-0,21.9078804327416,-21.9514174858126,15.010933727568,6.94048375824458,NaN,-0.000153843199373124,23246.160634415,10.0036439119513
2413 sec,0.952018249374444,6.37698396344001,NaN,6.37698396344001,NaN,21.1852406940033,0,-0.024131380152447,2776.19350329783,-0,21.9189168692445,-21.9430482493969,15.0025644911524,6.94048375824458,NaN,-8.52710155161359e-05,24066.4646046213,10.0008547938505
2498.7 sec,0.950401551601628,6.37914134139757,NaN,6.37914134139757,NaN,21.2349040077854,0,-0.0123538320415122,2776.19350329783,-0,21.9273522755628,-21.9397061076043,14.9992223493597,6.94048375824458,NaN,-4.3653690631893e-05,24922.8758886933,9.99974077976015
2590.2 sec,0.948673155648578,6.38007717064153,NaN,6.38007717064153,NaN,21.2879948688251,0,-0.00633655012572731,2776.19350329783,-0,21.9310105983957,-21.9373471485214,14.9968633902768,6.94048375824458,NaN,-2.23909308409315e-05,25838.3965691558,9.99895440876256
2688.9 sec,0.946809922573274,6.38093901987497,NaN,6.38093901987497,NaN,21.3452328663392,0,0.00262143532616932,2776.19350329783,-0,21.9343792948092,-21.931757859483,14.9912741012385,6.94048375824458,NaN,9.26314412852445e-06,26825.4590420394,9.99709094394913
2790 sec,0.944902655070895,6.38595303885866,NaN,6.38595303885866,NaN,21.4038414224134,0,0.0359555600734822,2776.19350329783,-0,21.9539694466834,-21.9180138866099,14.9775301283653,6.94048375824458,NaN,0.000127053119280721,27836.182209849,9.99250723571261
2885 sec,0.943109328187519,6.39623869240412,NaN,6.39623869240412,NaN,21.4589473548476,0,0.0850129539981701,2776.19350329783,-0,21.9941134167414,-21.9091004627432,14.9686167044986,6.94048375824458,NaN,0.00030040307987587,28786.4124084175,9.98953342403893
2971.2 sec,0.941481152285179,6.39677200529799,NaN,6.39677200529799,NaN,21.5089313788126,0,0.0721217072063922,2776.19350329783,-0,21.9961933252022,-21.9240716179958,14.9835878597512,6.94048375824458,NaN,0.000254850372228829,29648.217619952,9.99452778932926
3050.5 sec,0.939982010557603,6.38862920240654,NaN,6.38862920240654,NaN,21.5549420185883,0,0.0251718366504825,2776.19350329783,-0,21.9644198018827,-21.9392479652323,14.9987642069877,6.94048375824458,NaN,8.89475885769127e-05,30441.5900419957,9.99958806051119
3128.1 sec,0.938518054736758,6.38364485375997,NaN,6.38364485375997,NaN,21.5998958774554,0,0.00263230200999587,2776.19350329783,-0,21.9449529005303,-21.9423205985203,15.0018368402757,6.94048375824458,NaN,9.30154280938435e-06,31216.8084209311,10.0006122613487
3219.2 sec,0.936797551474997,6.38270925429042,NaN,6.38270925429042,NaN,21.6527364250164,0,-0.00197022902819555,2776.19350329783,-0,21.9412973058371,-21.9432675348653,15.0027837766207,6.94048375824458,NaN,-6.96203155278575e-06,32128.0038056922,10.0009278824919
3339 sec,0.934534070166648,6.37815233599619,NaN,6.37815233599619,NaN,21.7222185427358,0,-0.0376319893343151,2776.19350329783,-0,21.9234855550956,-21.96111754443,15.0206337861854,6.94048375824458,NaN,-0.00013297697546338,33326.0654651209,10.0068755650587
3423.3 sec,0.932943477276573,6.37499396058856,NaN,6.37499396058856,NaN,21.7710865920552,0,-0.0410506944057936,2776.19350329783,-0,21.9111336331394,-21.9521843275452,15.0117005693006,6.94048375824458,NaN,-0.000145057364208388,34168.8627460336,10.0038994294894
3507.5 sec,0.931352907162599,6.37606574321562,NaN,6.37606574321562,NaN,21.8199546413747,0,-0.0295788532850025,2776.19350329783,-0,21.9153258261,-21.944904679385,15.0044209211405,6.94048375824458,NaN,-0.000104520290239562,35011.6039694185,10.0014735318154
3595.2 sec,0.929698912022879,6.37731651358594,NaN,6.37731651358594,NaN,21.870764257887,0,-0.0207185399353058,2776.19350329783,-0,21.9202173162228,-21.9409358561581,15.0004520979135,6.94048375824458,NaN,-7.32113509104864e-05,35887.7966341836,10.000150698169
3683.9 sec,0.928023067636199,6.37902937869515,NaN,6.37902937869515,NaN,21.922243062951,0,-0.011047144439047,2776.19350329783,-0,21.9269145613728,-21.9379617058119,14.9974779475673,6.94048375824458,NaN,-3.90363592517292e-05,36775.5160258432,9.9991592805153
3775.5 sec,0.926294806054685,6.38068571037569,NaN,6.38068571037569,NaN,21.9753310906469,0,-0.0017887128162748,2776.19350329783,-0,21.9333892305298,-21.9351779433461,14.9946941851015,6.94048375824458,NaN,-6.32062307861877e-06,37690.9841842563,9.99823123860799
3872.6 sec,0.924461812476221,6.3830902101716,NaN,6.3830902101716,NaN,22.0316419465227,0,0.0134544574219468,2776.19350329783,-0,21.9427858429494,-21.9293313855274,14.9888476272829,6.94048375824458,NaN,4.75428773795883e-05,38662.0455462073,9.99628185119609
3975.5 sec,0.922519636537848,6.39200053601347,NaN,6.39200053601347,NaN,22.0913337444806,0,0.065908708699304,2776.19350329783,-0,21.9775792337655,-21.9116705250662,14.9711867668216,6.94048375824458,NaN,0.000232896025285024,39691.4420893632,9.99039097226985
4070.2 sec,0.920733350526427,6.40355709883327,NaN,6.40355709883327,NaN,22.1462224027311,0,0.116443313914345,2776.19350329783,-0,22.0226416608505,-21.9061983469361,14.9657145886916,6.94048375824458,NaN,0.000411465882382761,40637.8841596824,9.98856499159299
4157.2 sec,0.919088650650354,6.40102064062977,NaN,6.40102064062977,NaN,22.196709545069,0,0.0882050700596757,2776.19350329783,-0,22.0127574302585,-21.9245523601988,14.9840686019542,6.94048375824458,NaN,0.000311682790215286,41508.3677326531,9.99468812318298
4229.3 sec,0.917725878174831,6.38591263056456,NaN,6.38591263056456,NaN,22.2385183319011,0,0.0102810178900263,2776.19350329783,-0,21.9538116237125,-21.9435306058225,15.0030468475779,6.94048375824458,NaN,3.63291627119475e-05,42229.3204595229,10.0010155642908
4303.4 sec,0.916326470478319,6.38208221830923,NaN,6.38208221830923,NaN,22.2814981894954,0,-0.00367299512866026,2776.19350329783,-0,21.9388470685666,-21.9425200636952,15.0020363054506,6.94048375824458,NaN,-1.29789519964494e-05,42970.5212163845,10.0006787454488
4406.2 sec,0.914386830867328,6.38022133103411,NaN,6.38022133103411,NaN,22.3410651677119,0,-0.0136650497283668,2776.19350329783,-0,21.9315741042604,-21.9452391539888,15.0047553957442,6.94048375824458,NaN,-4.8287029587828e-05,43997.7031243501,10.0015850063025
4544.8 sec,0.911764246437671,6.32425294053809,NaN,6.32425294053809,NaN,22.4214529847665,0,-0.297489777972817,2776.19350329783,-0,21.7119278344014,-22.0094176123742,15.0689338541296,6.94048375824458,NaN,-0.00105121444828922,45383.9536817575,10.0229516125506
4599.4 sec,0.910738598773617,6.37019383916676,NaN,6.37019383916676,NaN,22.4531506695111,0,-0.0339112827647661,2776.19350329783,-0,21.8923505559264,-21.9262618386912,14.9857780804466,6.94048375824458,NaN,-0.000119829429586655,45930.7883917653,9.99525823593256
4654.1 sec,0.909706599794029,6.38731212316272,NaN,6.38731212316272,NaN,22.4848483542557,0,0.0261956331935558,2776.19350329783,-0,21.9592771266841,-21.9330814934905,14.992597735246,6.94048375824458,NaN,9.25652917649716e-05,46477.162142554,9.99753227393172
4739.3 sec,0.908097382297281,6.38653133821721,NaN,6.38653133821721,NaN,22.534264741758,0,0.0186453210285151,2776.19350329783,-0,21.9562280226501,-21.9375827016216,14.997098943377,6.94048375824458,NaN,6.58853927409795e-05,47329.2793908026,9.99903293436488
4835.5 sec,0.906281861971105,6.38846819639237,NaN,6.38846819639237,NaN,22.5900255009196,0,0.0247215794287001,2776.19350329783,-0,21.9637911874828,-21.9390696080541,14.9985858498095,6.94048375824458,NaN,8.73565527429775e-05,48290.79831507,9.99952860549254
4932.3 sec,0.904453428098784,6.39031070422353,NaN,6.39031070422353,NaN,22.6461783573687,0,0.0279176307422091,2776.19350329783,-0,21.9709840324224,-21.9430664016802,15.0025826434357,6.94048375824458,NaN,9.86501687493108e-05,49259.0586797385,10.0008608440926
4958.7 sec,0.903955182806023,6.38351516443153,NaN,6.38351516443153,NaN,22.6614699410856,3.67146690641574e-276,-0.00170418959029561,2776.19350329783,-1.01927025731644e-272,21.944446204401,-21.9461503939913,15.0056666357467,6.94048375824458,NaN,-6.02195050919203e-06,49522.7923413086,10.0018887002228
4985 sec,0.903457362654975,6.38091854350339,NaN,6.38091854350339,NaN,22.6767615248025,4.49614895944906e-125,-0.0098524130826867,2776.19350329783,-1.24821795310818e-121,21.934299264099,-21.9441516771817,15.0036679189371,6.94048375824458,NaN,-3.48146381822246e-05,49786.526363476,10.0012225649125
4997.8 sec,0.903215529446958,6.38073516196499,NaN,6.38073516196499,NaN,22.6841914758338,7.14630541514264e-52,-0.009250811005451,2776.19350329783,-1.98395266661011e-48,21.9335825154037,-21.9428333264091,15.0023495681646,6.94048375824458,NaN,-3.2688807842707e-05,49914.6628774667,10.0007831587213
5010.7 sec,0.902934507326699,10.6154851624869,NaN,10.6154851624869,NaN,22.6916214268652,0.03,-62.6763283050794,2774.94430991507,-83.2733127903372,38.3128817999378,-17.71589731468,10.7785365398924,6.93736077478766,NaN,-0.221474036281133,50038.5375130135,8.47684553745963
5021.2 sec,0.902449033758532,17.5151824693673,NaN,17.5151824693673,NaN,22.6977538090231,0.03,-30.3813639753455,2774.94430991507,-83.2733127903372,66.6954765751482,-13.8035277601565,6.86616698536885,6.93736077478766,NaN,-0.107356054339907,50118.0677746734,6.76568153027658
5044.4 sec,0.900667141579355,27.3273275631708,NaN,27.3273275631708,NaN,22.7111973232755,0.03,13.1921914178406,2774.94430991507,-83.2733127903372,109.391951969386,-12.926447761208,5.98908698642036,6.93736077478766,NaN,0.0466161301996004,50262.9412259299,6.31880103944852
5066.9 sec,0.898469051127987,29.8988080014783,NaN,29.8988080014783,NaN,22.7242493142209,0.03,22.5791570206648,2774.94430991507,-83.2733127903372,122.226926968304,-16.3744571573024,9.43709638251475,6.93736077478766,NaN,0.079786056018646,50421.9719974109,7.93183307208565
5094.9 sec,0.895706094842016,28.6317074066627,NaN,28.6317074066627,NaN,22.7404523076954,0.03,11.4868082752492,2774.94430991507,-83.2733127903372,115.724640890535,-20.9645198249483,14.0271590501606,6.93736077478766,NaN,0.0405899621356855,50670.5896799214,9.67028405310503
5120.5 sec,0.893310185638272,27.0973259814409,NaN,27.0973259814409,NaN,22.7553453518855,0.03,2.32960228115168,2774.94430991507,-83.2733127903372,108.308044839737,-22.705129768248,15.7677689934603,6.93736077478766,NaN,0.00823191839868169,50928.191260846,10.252729390577
5152.1 sec,0.890503305514813,26.255856904466,NaN,26.255856904466,NaN,22.7736294996153,0.03,-1.5174575059784,2774.94430991507,-83.2733127903372,104.41482642317,-22.658971138811,15.7216103640233,6.93736077478766,NaN,-0.00536211114821959,51252.2772287718,10.2377114513037
5188.8 sec,0.887283409964264,26.2290126478655,NaN,26.2290126478655,NaN,22.7949222212705,0.03,-1.06339470947768,2774.94430991507,-83.2733127903372,104.292359793222,-22.0824417123626,15.1450809375749,6.93736077478766,NaN,-0.00375762787701361,51624.4586923487,10.0482439386442
5234.3 sec,0.883276004137238,26.411342349906,NaN,26.411342349906,NaN,22.8212847861288,0.03,-0.0154201345221168,2774.94430991507,-83.2733127903372,105.126174524141,-21.8682818683258,14.9309210935382,6.93736077478766,NaN,-5.44888241695943e-05,52079.0196300574,9.9769471260963
5283.5 sec,0.878916611996053,26.448178383038,NaN,26.448178383038,NaN,22.8498426412029,0.03,0.106072474650048,2774.94430991507,-83.2733127903372,105.295209240233,-21.9158239752453,14.9784632004576,6.93736077478766,NaN,0.000374819325483214,52570.7123630574,9.99281848811356
5347.6 sec,0.873246546944159,26.4336443295891,NaN,26.4336443295891,NaN,22.8869899035818,0.03,0.0144035699132985,2774.94430991507,-83.2733127903372,105.228491163432,-21.9407748031816,15.003414028394,6.93736077478766,NaN,5.08966758554869e-05,53211.2252062738,10.0011379447187
5422.9 sec,0.866583337972148,26.4292940378531,NaN,26.4292940378531,NaN,22.9306554114719,0.03,-0.0065503252312169,2774.94430991507,-83.2733127903372,105.208527289067,-21.9417648239607,15.0044040491731,6.93736077478766,NaN,-2.3146329836845e-05,53964.2379955067,10.0014679086532
5516.8 sec,0.858267234403944,26.4245932776773,NaN,26.4245932776773,NaN,22.9851513102249,0.03,-0.0337526938266279,2774.94430991507,-83.2733127903372,105.186958181905,-21.9473980853945,15.0100373106068,6.93736077478766,NaN,-0.000119269037279243,54903.9772266084,10.0033452106806
5625.9 sec,0.848616192937897,26.3856258139596,NaN,26.3856258139596,NaN,23.0483822201231,0.03,-0.241056927662044,2774.94430991507,-83.2733127903372,105.008282179465,-21.9760263167895,15.0386655420019,6.93736077478766,NaN,-0.000851802461736024,55994.4961181621,10.0128802189986
5686.6 sec,0.843246994647643,26.4253642433011,NaN,26.4253642433011,NaN,23.0835918346456,0.03,-0.00795740875966544,2774.94430991507,-83.2733127903372,105.190495483063,-21.925140101485,14.9877793266973,6.93736077478766,NaN,-2.81184218029428e-05,56601.6848661694,9.99592561220064
5747.3 sec,0.837873990376584,26.4327854010039,NaN,26.4327854010039,NaN,23.118801449168,0.03,0.0179724855769479,2774.94430991507,-83.2733127903372,105.22454924549,-21.9332639695762,14.9959031947886,6.93736077478766,NaN,6.35078510559226e-05,57208.7052044029,9.99863430500672
5832.8 sec,0.830312303358809,26.4339971897798,NaN,26.4339971897798,NaN,23.1683553998511,0.03,0.0212992109713497,2774.94430991507,-83.2733127903372,105.230110590865,-21.935498589556,14.9981378147684,6.93736077478766,NaN,7.52632190013899e-05,58063.1935892145,9.99937925232307
5937.5 sec,0.821039803149577,26.4447410477256,NaN,26.4447410477256,NaN,23.2291196378464,0.03,0.0606185778890165,2774.94430991507,-83.2733127903372,105.279427484682,-21.9454961164558,15.0081353416682,6.93736077478766,NaN,0.000214202737808027,59110.8346108143,10.002711412968
6008.6 sec,0.814750249017385,26.4284188028485,NaN,26.4284188028485,NaN,23.2703339707504,0.03,-0.0173345242339735,2774.94430991507,-83.2733127903372,105.204511091241,-21.9485328251375,15.0111720503499,6.93736077478766,NaN,-6.12535410565858e-05,59821.6814751901,10.0037233236263
6079.7 sec,0.808461582614117,26.4266955312477,NaN,26.4266955312477,NaN,23.3115483036544,0.03,-0.0176469354816362,2774.94430991507,-83.2733127903372,105.196603826882,-21.940937972026,15.0035771972383,6.93736077478766,NaN,-6.23574822393348e-05,60532.4709224903,10.0011923279971
6177.9 sec,0.799772002297066,26.4197828736584,NaN,26.4197828736584,NaN,23.3684932869413,0.03,-0.0493741341063156,2774.94430991507,-83.2733127903372,105.16488930957,-21.9409506533387,15.003589878551,6.93736077478766,NaN,-0.000174469198565441,61514.5116469577,10.0011965545965
6257.4 sec,0.792735718223625,26.4252704671578,NaN,26.4252704671578,NaN,23.4146084474667,0.03,-0.0154829366255598,2774.94430991507,-83.2733127903372,105.19006522001,-21.9322353662985,14.9948745915108,6.93736077478766,NaN,-5.47107426468345e-05,62309.7492796575,9.99829138453527
6336.9 sec,0.785699113637028,26.4304178144126,NaN,26.4304178144126,NaN,23.4607236079921,0.03,0.0107159585452621,2774.94430991507,-83.2733127903372,105.213684135226,-21.9296553863438,14.9922946115561,6.93736077478766,NaN,3.78660756911019e-05,63104.9391900003,9.99743120725056
6425.8 sec,0.777836336742678,26.4359593333506,NaN,26.4359593333506,NaN,23.5122537214508,0.03,0.0406912003629714,2774.94430991507,-83.2733127903372,105.239116045188,-21.9251120544875,14.9877512796999,6.93736077478766,NaN,0.000143787050537567,63993.518156519,9.99591625938642
6523.9 sec,0.769150720262986,26.4572759301683,NaN,26.4572759301683,NaN,23.5691809757434,0.03,0.150768673020337,2774.94430991507,-83.2733127903372,105.336986932019,-21.912905468661,14.9755446938733,6.93736077478766,NaN,0.000532758498488151,64975.0727553001,9.99184490601321
6590.5 sec,0.763263120381306,26.4350248895595,NaN,26.4350248895595,NaN,23.6077506245878,0.03,0.0179153654463846,2774.94430991507,-83.2733127903372,105.234827251899,-21.9435990961154,15.0062383213277,6.93736077478766,NaN,6.3306010485314e-05,65640.142839083,10.0020792242839
