air_temp,surface_pressure,relative_humidity,dni,cloud_opacity,wind_speed_10m,azimuth,zenith,period_end,period
19,973.7,97.8,0,81,2.1,52,96,2024-07-16T02:15:00Z,PT5M
19,973.7,97.9,0,81,2.4,53,96,2024-07-16T02:10:00Z,PT5M
19,973.7,98.1,0,82,2.7,54,95,2024-07-16T02:05:00Z,PT5M
19,973.6,98.1,0,81,2.7,55,94,2024-07-16T02:00:00Z,PT5M
19,973.6,98.1,0,74,2.5,56,93,2024-07-16T01:55:00Z,PT5M
19,973.5,98,0,82,2.3,57,93,2024-07-16T01:50:00Z,PT5M
19,973.5,98,0,82,2.3,58,92,2024-07-16T01:45:00Z,PT5M
19,973.4,97.9,0,86,2.4,59,91,2024-07-16T01:40:00Z,PT5M
19,973.4,97.9,0,87,2.6,59,90,2024-07-16T01:35:00Z,PT5M
19,973.3,97.8,0,87,2.9,60,90,2024-07-16T01:30:00Z,PT5M
20,973.3,97.8,0,87,3.2,61,89,2024-07-16T01:25:00Z,PT5M
20,973.2,97.7,0,74,3.6,62,88,2024-07-16T01:20:00Z,PT5M
20,973.2,97.7,0,62,4,63,87,2024-07-16T01:15:00Z,PT5M
20,973.1,97.6,0,43,4.4,64,86,2024-07-16T01:10:00Z,PT5M
20,973.1,97.6,0,38,4.9,64,86,2024-07-16T01:05:00Z,PT5M
20,973,97.4,0,23,5.2,65,85,2024-07-16T01:00:00Z,PT5M
20,972.8,97.1,0,26,5.3,66,84,2024-07-16T00:55:00Z,PT5M
20,972.6,96.8,0,44,5.4,67,83,2024-07-16T00:50:00Z,PT5M
20,972.5,96.5,0,30,5.5,68,82,2024-07-16T00:45:00Z,PT5M
20,972.3,96.2,0,50,5.6,69,81,2024-07-16T00:40:00Z,PT5M
20,972.1,95.9,0,57,5.7,69,81,2024-07-16T00:35:00Z,PT5M
21,972,95.6,0,47,5.8,70,80,2024-07-16T00:30:00Z,PT5M
21,971.8,95.3,0,74,5.9,71,79,2024-07-16T00:25:00Z,PT5M
21,971.6,95,0,66,6,72,78,2024-07-16T00:20:00Z,PT5M
21,971.5,94.7,0,68,6,73,77,2024-07-16T00:15:00Z,PT5M
21,971.3,94.5,0,82,6.1,73,76,2024-07-16T00:10:00Z,PT5M
21,971.1,94.2,0,76,6.2,74,75,2024-07-16T00:05:00Z,PT5M
22,971.1,93.2,0,83,6,75,74,2024-07-16,PT5M
22,971.2,91.5,0,76,5.5,76,74,2024-07-15T23:55:00Z,PT5M
23,971.4,89.9,0,81,4.9,76,73,2024-07-15T23:50:00Z,PT5M
24,971.5,88.3,0,83,4.4,77,72,2024-07-15T23:45:00Z,PT5M
24,971.6,86.7,0,81,3.8,78,71,2024-07-15T23:40:00Z,PT5M
25,971.7,85.2,0,85,3.3,79,70,2024-07-15T23:35:00Z,PT5M
25,971.9,83.7,0,82,2.7,80,69,2024-07-15T23:30:00Z,PT5M
26,972,82.3,0,77,2.2,80,68,2024-07-15T23:25:00Z,PT5M
26,972.1,80.9,0,74,1.7,81,67,2024-07-15T23:20:00Z,PT5M
27,972.2,79.5,0,76,1.2,82,66,2024-07-15T23:15:00Z,PT5M
28,972.4,78.2,0,72,0.8,83,66,2024-07-15T23:10:00Z,PT5M
28,972.5,76.9,0,70,0.7,84,65,2024-07-15T23:05:00Z,PT5M
29,972.6,76.2,0,58,0.9,84,64,2024-07-15T23:00:00Z,PT5M
29,972.7,76.2,0,53,1.2,85,63,2024-07-15T22:55:00Z,PT5M
29,972.8,76.2,0,38,1.4,86,62,2024-07-15T22:50:00Z,PT5M
29,972.9,76.2,0,34,1.7,87,61,2024-07-15T22:45:00Z,PT5M
29,973,76.2,27,26,1.9,88,60,2024-07-15T22:40:00Z,PT5M
29,973.1,76.2,0,29,2.2,89,59,2024-07-15T22:35:00Z,PT5M
29,973.2,76.2,74,23,2.4,89,58,2024-07-15T22:30:00Z,PT5M
29,973.3,76.3,122,19,2.7,90,57,2024-07-15T22:25:00Z,PT5M
29,973.4,76.3,337,6,2.9,91,56,2024-07-15T22:20:00Z,PT5M
29,973.5,76.3,450,0,3.1,92,55,2024-07-15T22:15:00Z,PT5M
29,973.6,76.3,453,0,3.4,93,55,2024-07-15T22:10:00Z,PT5M
29,973.7,76.3,455,0,3.6,94,54,2024-07-15T22:05:00Z,PT5M
29,973.8,76.2,463,0,3.8,95,53,2024-07-15T22:00:00Z,PT5M
29,973.8,76,474,0,3.9,96,52,2024-07-15T21:55:00Z,PT5M
29,973.9,75.8,485,0,3.9,96,51,2024-07-15T21:50:00Z,PT5M
29,973.9,75.6,496,0,4,97,50,2024-07-15T21:45:00Z,PT5M
29,974,75.4,507,0,4.1,98,49,2024-07-15T21:40:00Z,PT5M
29,974,75.2,518,0,4.1,99,48,2024-07-15T21:35:00Z,PT5M
29,974.1,75.1,529,0,4.2,100,47,2024-07-15T21:30:00Z,PT5M
29,974.1,74.9,539,0,4.3,101,46,2024-07-15T21:25:00Z,PT5M
29,974.2,74.7,549,0,4.3,102,46,2024-07-15T21:20:00Z,PT5M
29,974.2,74.5,559,0,4.4,103,45,2024-07-15T21:15:00Z,PT5M
29,974.3,74.3,569,0,4.5,105,44,2024-07-15T21:10:00Z,PT5M
29,974.3,74.1,579,0,4.6,106,43,2024-07-15T21:05:00Z,PT5M
29,974.4,74,588,0,4.6,107,42,2024-07-15T21:00:00Z,PT5M
29,974.5,73.9,598,0,4.6,108,41,2024-07-15T20:55:00Z,PT5M
29,974.5,73.8,531,4,4.6,109,40,2024-07-15T20:50:00Z,PT5M
29,974.6,73.6,360,12,4.6,110,39,2024-07-15T20:45:00Z,PT5M
29,974.7,73.5,524,5,4.5,112,39,2024-07-15T20:40:00Z,PT5M
29,974.8,73.4,580,2,4.5,113,38,2024-07-15T20:35:00Z,PT5M
29,974.9,73.3,540,5,4.5,114,37,2024-07-15T20:30:00Z,PT5M
29,974.9,73.2,548,5,4.5,116,36,2024-07-15T20:25:00Z,PT5M
29,975,73.1,605,2,4.5,117,35,2024-07-15T20:20:00Z,PT5M
29,975.1,73,611,2,4.5,118,34,2024-07-15T20:15:00Z,PT5M
29,975.2,72.9,545,6,4.5,120,34,2024-07-15T20:10:00Z,PT5M
29,975.2,72.8,551,6,4.5,122,33,2024-07-15T20:05:00Z,PT5M
29,975.3,72.8,693,0,4.4,123,32,2024-07-15T20:00:00Z,PT5M
29,975.3,73,698,0,4.3,125,31,2024-07-15T19:55:00Z,PT5M
29,975.3,73.1,428,12,4.3,127,31,2024-07-15T19:50:00Z,PT5M
29,975.3,73.3,453,11,4.2,128,30,2024-07-15T19:45:00Z,PT5M
29,975.3,73.5,544,7,4.1,130,29,2024-07-15T19:40:00Z,PT5M
29,975.3,73.6,637,3,4,132,28,2024-07-15T19:35:00Z,PT5M
28,975.3,73.8,720,0,4,134,28,2024-07-15T19:30:00Z,PT5M
28,975.3,74,530,8,3.9,136,27,2024-07-15T19:25:00Z,PT5M
28,975.3,74.2,387,15,3.8,139,26,2024-07-15T19:20:00Z,PT5M
28,975.3,74.3,294,20,3.8,141,26,2024-07-15T19:15:00Z,PT5M
28,975.4,74.5,537,8,3.7,143,25,2024-07-15T19:10:00Z,PT5M
28,975.4,74.7,496,10,3.6,146,25,2024-07-15T19:05:00Z,PT5M
28,975.4,74.8,356,17,3.5,148,24,2024-07-15T19:00:00Z,PT5M
28,975.5,74.8,281,21,3.4,151,24,2024-07-15T18:55:00Z,PT5M
28,975.5,74.8,411,14,3.2,153,23,2024-07-15T18:50:00Z,PT5M
28,975.6,74.8,263,22,3.1,156,23,2024-07-15T18:45:00Z,PT5M
28,975.6,74.8,130,29,2.9,159,23,2024-07-15T18:40:00Z,PT5M
28,975.7,74.7,194,25,2.8,162,22,2024-07-15T18:35:00Z,PT5M
28,975.7,74.7,100,31,2.7,165,22,2024-07-15T18:30:00Z,PT5M
28,975.8,74.7,0,45,2.5,168,22,2024-07-15T18:25:00Z,PT5M
28,975.9,74.7,0,50,2.4,171,22,2024-07-15T18:20:00Z,PT5M
28,975.9,74.7,0,50,2.3,174,22,2024-07-15T18:15:00Z,PT5M
28,976,74.7,0,50,2.2,177,22,2024-07-15T18:10:00Z,PT5M
28,976,74.7,0,46,2.1,-179,22,2024-07-15T18:05:00Z,PT5M
28,976.1,74.8,0,42,2,-176,22,2024-07-15T18:00:00Z,PT5M
28,976.3,74.9,0,43,2,-173,22,2024-07-15T17:55:00Z,PT5M
28,976.4,75.1,0,40,2,-170,22,2024-07-15T17:50:00Z,PT5M
28,976.6,75.2,38,34,2,-167,22,2024-07-15T17:45:00Z,PT5M
28,976.7,75.4,37,34,2.1,-164,22,2024-07-15T17:40:00Z,PT5M
28,976.8,75.5,50,34,2.2,-161,22,2024-07-15T17:35:00Z,PT5M
28,977,75.7,21,36,2.3,-158,23,2024-07-15T17:30:00Z,PT5M
28,977.1,75.8,0,37,2.5,-155,23,2024-07-15T17:25:00Z,PT5M
28,977.3,76,0,38,2.6,-152,24,2024-07-15T17:20:00Z,PT5M
28,977.4,76.1,0,40,2.8,-150,24,2024-07-15T17:15:00Z,PT5M
28,977.6,76.3,0,40,3,-147,24,2024-07-15T17:10:00Z,PT5M
28,977.7,76.4,0,45,3.2,-145,25,2024-07-15T17:05:00Z,PT5M
28,977.8,76.5,0,43,3.3,-142,26,2024-07-15T17:00:00Z,PT5M
28,977.8,76.5,24,35,3.2,-140,26,2024-07-15T16:55:00Z,PT5M
28,977.8,76.5,51,33,3.1,-138,27,2024-07-15T16:50:00Z,PT5M
28,977.8,76.5,65,32,3,-136,27,2024-07-15T16:45:00Z,PT5M
27,977.8,76.5,95,31,3,-133,28,2024-07-15T16:40:00Z,PT5M
27,977.9,76.5,0,38,2.9,-131,29,2024-07-15T16:35:00Z,PT5M
27,977.9,76.5,0,39,2.9,-130,29,2024-07-15T16:30:00Z,PT5M
27,977.9,76.5,61,33,2.8,-128,30,2024-07-15T16:25:00Z,PT5M
27,977.9,76.5,209,24,2.8,-126,31,2024-07-15T16:20:00Z,PT5M
27,977.9,76.5,448,12,2.8,-124,32,2024-07-15T16:15:00Z,PT5M
27,977.9,76.5,494,10,2.8,-123,32,2024-07-15T16:10:00Z,PT5M
27,978,76.5,518,9,2.8,-121,33,2024-07-15T16:05:00Z,PT5M
27,977.9,76.6,450,12,2.7,-119,34,2024-07-15T16:00:00Z,PT5M
27,977.9,76.8,341,17,2.6,-118,35,2024-07-15T15:55:00Z,PT5M
27,977.8,77.1,299,19,2.6,-116,35,2024-07-15T15:50:00Z,PT5M
27,977.8,77.4,298,19,2.5,-115,36,2024-07-15T15:45:00Z,PT5M
27,977.7,77.6,339,17,2.4,-114,37,2024-07-15T15:40:00Z,PT5M
27,977.7,77.9,448,12,2.4,-112,38,2024-07-15T15:35:00Z,PT5M
26,977.6,78.1,591,6,2.3,-111,39,2024-07-15T15:30:00Z,PT5M
26,977.6,78.4,590,6,2.3,-110,40,2024-07-15T15:25:00Z,PT5M
26,977.5,78.7,724,0,2.2,-109,41,2024-07-15T15:20:00Z,PT5M
26,977.5,78.9,564,7,2.2,-107,41,2024-07-15T15:15:00Z,PT5M
26,977.4,79.2,721,0,2.2,-106,42,2024-07-15T15:10:00Z,PT5M
26,977.4,79.5,664,2,2.1,-105,43,2024-07-15T15:05:00Z,PT5M
26,977.4,79.7,636,3,2.1,-104,44,2024-07-15T15:00:00Z,PT5M
26,977.4,80.1,607,4,2.2,-103,45,2024-07-15T14:55:00Z,PT5M
26,977.5,80.4,675,1,2.2,-102,46,2024-07-15T14:50:00Z,PT5M
26,977.5,80.7,706,0,2.2,-101,47,2024-07-15T14:45:00Z,PT5M
25,977.6,81,702,0,2.2,-100,48,2024-07-15T14:40:00Z,PT5M
25,977.6,81.3,697,0,2.2,-99,49,2024-07-15T14:35:00Z,PT5M
25,977.6,81.6,693,0,2.3,-98,49,2024-07-15T14:30:00Z,PT5M
25,977.7,81.9,688,0,2.3,-97,50,2024-07-15T14:25:00Z,PT5M
25,977.7,82.3,683,0,2.3,-96,51,2024-07-15T14:20:00Z,PT5M
25,977.8,82.6,677,0,2.4,-95,52,2024-07-15T14:15:00Z,PT5M
25,977.8,82.9,672,0,2.4,-94,53,2024-07-15T14:10:00Z,PT5M
25,977.8,83.2,666,0,2.4,-93,54,2024-07-15T14:05:00Z,PT5M
24,977.9,83.6,659,0,2.5,-92,55,2024-07-15T14:00:00Z,PT5M
24,977.8,84,652,0,2.4,-92,56,2024-07-15T13:55:00Z,PT5M
24,977.8,84.4,644,0,2.4,-91,57,2024-07-15T13:50:00Z,PT5M
24,977.8,84.9,636,0,2.4,-90,58,2024-07-15T13:45:00Z,PT5M
24,977.8,85.3,628,0,2.4,-89,59,2024-07-15T13:40:00Z,PT5M
24,977.8,85.7,619,0,2.4,-88,59,2024-07-15T13:35:00Z,PT5M
24,977.8,86.1,610,0,2.3,-87,60,2024-07-15T13:30:00Z,PT5M
24,977.7,86.6,600,0,2.3,-86,61,2024-07-15T13:25:00Z,PT5M
24,977.7,87,591,0,2.3,-86,62,2024-07-15T13:20:00Z,PT5M
23,977.7,87.4,580,0,2.3,-85,63,2024-07-15T13:15:00Z,PT5M
23,977.7,87.9,570,0,2.3,-84,64,2024-07-15T13:10:00Z,PT5M
23,977.7,88.3,559,0,2.3,-83,65,2024-07-15T13:05:00Z,PT5M
23,977.6,88.7,547,0,2.2,-82,66,2024-07-15T13:00:00Z,PT5M
23,977.5,89.2,534,0,2.2,-82,67,2024-07-15T12:55:00Z,PT5M
23,977.4,89.6,521,0,2.1,-81,68,2024-07-15T12:50:00Z,PT5M
23,977.3,90.1,507,0,2,-80,69,2024-07-15T12:45:00Z,PT5M
23,977.1,90.6,492,0,2,-79,69,2024-07-15T12:40:00Z,PT5M
23,977,91,478,0,1.9,-78,70,2024-07-15T12:35:00Z,PT5M
22,976.9,91.5,462,0,1.9,-78,71,2024-07-15T12:30:00Z,PT5M
22,976.8,91.9,446,0,1.8,-77,72,2024-07-15T12:25:00Z,PT5M
22,976.7,92.4,429,0,1.7,-76,73,2024-07-15T12:20:00Z,PT5M
22,976.6,92.9,411,0,1.7,-75,74,2024-07-15T12:15:00Z,PT5M
22,976.4,93.3,393,0,1.6,-75,75,2024-07-15T12:10:00Z,PT5M
22,976.3,93.8,374,0,1.6,-74,76,2024-07-15T12:05:00Z,PT5M
22,976.3,94.1,352,0,1.6,-73,76,2024-07-15T12:00:00Z,PT5M
22,976.3,94.1,327,0,1.6,-72,77,2024-07-15T11:55:00Z,PT5M
22,976.3,94.2,302,0,1.7,-71,78,2024-07-15T11:50:00Z,PT5M
22,976.4,94.2,276,0,1.7,-71,79,2024-07-15T11:45:00Z,PT5M
22,976.4,94.3,250,0,1.7,-70,80,2024-07-15T11:40:00Z,PT5M
21,976.4,94.3,223,0,1.8,-69,81,2024-07-15T11:35:00Z,PT5M
21,976.5,94.3,197,0,1.8,-68,82,2024-07-15T11:30:00Z,PT5M
21,976.5,94.4,170,0,1.9,-67,82,2024-07-15T11:25:00Z,PT5M
21,976.5,94.4,144,0,1.9,-67,83,2024-07-15T11:20:00Z,PT5M
21,976.6,94.5,119,0,2,-66,84,2024-07-15T11:15:00Z,PT5M
21,976.6,94.5,94,0,2,-65,85,2024-07-15T11:10:00Z,PT5M
21,976.6,94.6,59,0,2.1,-64,86,2024-07-15T11:05:00Z,PT5M
21,976.7,94.6,34,0,2.1,-63,87,2024-07-15T11:00:00Z,PT5M
21,976.7,94.7,17,0,2.1,-62,87,2024-07-15T10:55:00Z,PT5M
21,976.7,94.7,6,0,2.1,-62,88,2024-07-15T10:50:00Z,PT5M
21,976.8,94.8,1,0,2.2,-61,89,2024-07-15T10:45:00Z,PT5M
21,976.8,94.8,0,0,2.2,-60,90,2024-07-15T10:40:00Z,PT5M
21,976.8,94.9,0,0,2.2,-59,91,2024-07-15T10:35:00Z,PT5M
21,976.8,94.9,0,0,2.2,-58,91,2024-07-15T10:30:00Z,PT5M
21,976.9,95,0,0,2.2,-57,92,2024-07-15T10:25:00Z,PT5M
21,976.9,95,0,0,2.2,-56,93,2024-07-15T10:20:00Z,PT5M
21,976.9,95.1,0,0,2.3,-56,94,2024-07-15T10:15:00Z,PT5M
21,976.9,95.1,0,0,2.3,-55,94,2024-07-15T10:10:00Z,PT5M
21,977,95.2,0,0,2.3,-54,95,2024-07-15T10:05:00Z,PT5M
21,977,95.1,0,0,2.3,-53,96,2024-07-15T10:00:00Z,PT5M
21,977,95,0,0,2.3,-52,97,2024-07-15T09:55:00Z,PT5M
21,977,94.8,0,0,2.3,-51,97,2024-07-15T09:50:00Z,PT5M
21,977,94.7,0,0,2.3,-50,98,2024-07-15T09:45:00Z,PT5M
21,977,94.5,0,0,2.3,-49,99,2024-07-15T09:40:00Z,PT5M
21,977.1,94.4,0,0,2.3,-48,99,2024-07-15T09:35:00Z,PT5M
21,977.1,94.2,0,0,2.2,-47,100,2024-07-15T09:30:00Z,PT5M
21,977.1,94.1,0,2,2.2,-46,101,2024-07-15T09:25:00Z,PT5M
21,977.1,93.9,0,2,2.2,-45,101,2024-07-15T09:20:00Z,PT5M
21,977.1,93.8,0,10,2.2,-44,102,2024-07-15T09:15:00Z,PT5M
21,977.1,93.7,0,10,2.2,-43,103,2024-07-15T09:10:00Z,PT5M
21,977.2,93.5,0,10,2.2,-42,103,2024-07-15T09:05:00Z,PT5M
21,977.2,93.4,0,16,2.2,-41,104,2024-07-15T09:00:00Z,PT5M
21,977.2,93.4,0,7,2.2,-40,105,2024-07-15T08:55:00Z,PT5M
21,977.2,93.3,0,6,2.2,-39,105,2024-07-15T08:50:00Z,PT5M
21,977.2,93.3,0,6,2.2,-38,106,2024-07-15T08:45:00Z,PT5M
21,977.2,93.2,0,0,2.2,-37,106,2024-07-15T08:40:00Z,PT5M
21,977.3,93.2,0,0,2.3,-36,107,2024-07-15T08:35:00Z,PT5M
21,977.3,93.1,0,0,2.3,-35,107,2024-07-15T08:30:00Z,PT5M
22,977.3,93.1,0,0,2.3,-34,108,2024-07-15T08:25:00Z,PT5M
22,977.3,93.1,0,10,2.3,-33,108,2024-07-15T08:20:00Z,PT5M
22,977.3,93,0,24,2.3,-32,109,2024-07-15T08:15:00Z,PT5M
22,977.3,93,0,24,2.3,-31,109,2024-07-15T08:10:00Z,PT5M
22,977.4,92.9,0,25,2.3,-29,110,2024-07-15T08:05:00Z,PT5M
22,977.4,92.9,0,5,2.3,-28,110,2024-07-15T08:00:00Z,PT5M
22,977.4,93,0,1,2.3,-27,111,2024-07-15T07:55:00Z,PT5M
22,977.4,93,0,0,2.3,-26,111,2024-07-15T07:50:00Z,PT5M
22,977.4,93.1,0,0,2.2,-25,111,2024-07-15T07:45:00Z,PT5M
22,977.4,93.1,0,0,2.2,-24,112,2024-07-15T07:40:00Z,PT5M
22,977.4,93.2,0,0,2.2,-22,112,2024-07-15T07:35:00Z,PT5M
22,977.4,93.2,0,1,2.2,-21,112,2024-07-15T07:30:00Z,PT5M
22,977.4,93.3,0,3,2.2,-20,113,2024-07-15T07:25:00Z,PT5M
22,977.4,93.3,0,5,2.1,-19,113,2024-07-15T07:20:00Z,PT5M
22,977.4,93.4,0,4,2.1,-17,113,2024-07-15T07:15:00Z,PT5M
22,977.4,93.4,0,10,2.1,-16,114,2024-07-15T07:10:00Z,PT5M
22,977.4,93.4,0,14,2.1,-15,114,2024-07-15T07:05:00Z,PT5M
22,977.3,93.5,0,23,2,-14,114,2024-07-15T07:00:00Z,PT5M
22,977.3,93.6,0,40,2,-13,114,2024-07-15T06:55:00Z,PT5M
22,977.3,93.7,0,57,2,-11,115,2024-07-15T06:50:00Z,PT5M
22,977.2,93.8,0,56,2,-10,115,2024-07-15T06:45:00Z,PT5M
22,977.2,93.9,0,57,2,-9,115,2024-07-15T06:40:00Z,PT5M
22,977.2,94,0,60,2,-7,115,2024-07-15T06:35:00Z,PT5M
22,977.1,94.1,0,54,2,-6,115,2024-07-15T06:30:00Z,PT5M
22,977.1,94.2,0,60,2.1,-5,115,2024-07-15T06:25:00Z,PT5M
22,977.1,94.3,0,66,2.1,-4,115,2024-07-15T06:20:00Z,PT5M
22,977,94.4,0,50,2.1,-2,115,2024-07-15T06:15:00Z,PT5M
22,977,94.5,0,46,2.1,-1,115,2024-07-15T06:10:00Z,PT5M
