type	latitude	longitude	altitude (ft)	vmg (mph)	course	slope (%)	distance (mi)	distance_interval (ft)	color	opacity	width	scale	sym	name	desc	kml_folder
T	39.248507000	-96.314662000	1016.2		0.3	-6.5	44.502	53.91								
T	39.248763000	-96.314661000	1004.8		0.2	-12.3	44.519	93.25								
T	39.249530000	-96.314654000	986.5		0.4	-6.5	44.572	279.38								
T	39.250241000	-96.314649000	1017.4		0.3	11.9	44.621	258.98								
T	39.251252000	-96.314639000	1014.3		0.4	-0.8	44.691	368.26								
T	39.252261000	-96.314632000	1013.3		0.3	-0.3	44.761	367.52								
T	39.253514000	-96.314621000	1012.2		0.4	-0.2	44.847	456.40								
T	39.257129000	-96.314592000	1006.1		0.4	-0.5	45.096	1316.75								
T	39.258583000	-96.314560000	1016.5		1.0	2.0	45.197	529.68								
T	39.259530000	-96.314567000	1017.9		359.7	0.4	45.262	344.94								
T	39.261817000	-96.314554000	1015.3		0.3	-0.3	45.420	833.03								
T	39.263347000	-96.314541000	1018.2		0.4	0.5	45.525	557.30								
T	39.264060000	-96.314553000	1022.9		359.3	1.8	45.575	259.73								
T	39.264217000	-96.314567000	1022.8		356.1	-0.2	45.585	57.32								
T	39.264217000	-96.314490000	1022.9		90.0	0.8	45.590	21.80								
T	39.264217000	-96.314567000	1022.8		270.0	-0.8	45.594	21.80								
T	39.264423000	-96.314593000	1019.0		354.4	-5.0	45.608	75.39								
T	39.264825000	-96.314663000	1014.9		352.3	-2.7	45.636	147.76								
T	39.265178000	-96.314749000	1018.2		349.3	2.5	45.661	130.86								
T	39.265456000	-96.314819000	1022.9		349.0	4.5	45.680	103.18								
T	39.265695000	-96.314894000	1022.0		346.3	-1.0	45.697	89.61								
T	39.266100000	-96.315052000	1020.3		343.2	-1.1	45.726	154.15								
T	39.266409000	-96.315192000	1017.1		340.7	-2.7	45.749	119.33								
T	39.266670000	-96.315328000	1018.3		338.0	1.2	45.768	102.57								
T	39.267023000	-96.315539000	1025.5		335.2	5.1	45.795	141.78								
T	39.267503000	-96.315863000	1036.4		332.4	5.5	45.833	197.44								
T	39.267773000	-96.316059000	1036.7		330.7	0.3	45.854	112.92								
T	39.267796000	-96.316077000	1036.5		328.8	-1.7	45.856	9.81								
T	39.268218000	-96.316375000	1035.3		331.3	-0.7	45.889	175.34								
T	39.268642000	-96.316684000	1040.4		330.6	2.9	45.923	177.50								
T	39.269670000	-96.317459000	1043.3		329.7	0.7	46.005	434.00								
T	39.270930000	-96.318409000	1043.6		329.7	0.1	46.106	531.95								
T	39.271100000	-96.318537000	1045.6		329.8	2.8	46.119	71.75								
T	39.271895000	-96.319134000	1053.0		329.8	2.2	46.183	335.29								
T	39.272213000	-96.319382000	1050.4		328.9	-1.9	46.208	135.45								
T	39.274731000	-96.321267000	1077.4		329.9	2.5	46.409	1061.12								
T	39.275841000	-96.322086000	1089.4		330.3	2.6	46.498	466.07								
T	39.276087000	-96.322268000	1095.2		330.2	5.6	46.517	103.36								
T	39.277179000	-96.323103000	1098.2		329.4	0.6	46.605	462.69								
T	39.279465000	-96.324826000	1090.3		329.7	-0.8	46.788	965.00								
T	39.280733000	-96.325780000	1101.2		329.8	2.0	46.889	535.02								
T	39.282351000	-96.326952000	1115.5		330.7	2.1	47.017	676.31								
T	39.284093000	-96.328254000	1142.6		330.0	3.7	47.156	733.78								
T	39.286596000	-96.330166000	1130.9		329.4	-1.1	47.357	1060.24								
T	39.288273000	-96.331417000	1091.3		330.0	-5.6	47.491	706.05								
T	39.289246000	-96.332147000	1082.0		329.9	-2.3	47.568	410.24								
T	39.290020000	-96.332728000	1089.2		329.8	2.2	47.630	326.38								
T	39.290521000	-96.333096000	1085.1		330.4	-2.0	47.670	210.12								
T	39.292396000	-96.334509000	1079.6		329.7	-0.7	47.820	791.44								
T	39.293095000	-96.335026000	1068.9		330.2	-3.6	47.875	293.66								
T	39.294752000	-96.336252000	1054.8		330.2	-2.0	48.007	696.19								
T	39.296357000	-96.337474000	1072.3		329.5	2.6	48.136	679.25								
T	39.296401000	-96.337504000	1073.1		332.2	4.8	48.139	18.14								
T	39.296771000	-96.337776000	1080.2		330.4	4.5	48.169	155.21								
T	39.297917000	-96.338622000	1094.0		330.3	2.9	48.260	481.21								
T	39.298863000	-96.339341000	1103.1		329.5	2.3	48.336	400.17								
T	39.300679000	-96.340689000	1125.6		330.1	2.9	48.480	763.59								
T	39.302513000	-96.342106000	1093.8		329.1	-4.1	48.628	779.14								
T	39.304132000	-96.343294000	1085.1		330.4	-1.3	48.756	678.81								
T	39.304285000	-96.343410000	1087.8		329.6	4.2	48.769	64.68								
T	39.305888000	-96.344621000	1076.4		329.7	-1.7	48.897	677.02								
T	39.306699000	-96.345232000	1082.4		329.8	1.7	48.962	342.28								
T	39.310911000	-96.348376000	1072.8		330.0	-0.5	49.298	1773.48								
T	39.311951000	-96.349156000	1089.2		329.9	3.7	49.381	438.42								
T	39.312506000	-96.349572000	1079.4		329.9	-4.2	49.425	233.93								
T	39.312766000	-96.349775000	1080.0		328.9	0.6	49.446	110.76								
T	39.314407000	-96.351006000	1093.4		329.9	1.9	49.577	691.80								
T	39.315998000	-96.352184000	1082.1		330.2	-1.7	49.704	668.53								
T	39.316461000	-96.352543000	1092.0		329.0	5.0	49.741	196.87								
T	39.317292000	-96.353187000	1091.3		329.1	-0.2	49.808	353.30								
T	39.318546000	-96.354124000	1089.1		330.0	-0.4	49.908	528.12								
T	39.318691000	-96.354226000	1092.1		331.4	4.9	49.919	60.19								
T	39.318798000	-96.354302000	1095.9		331.2	8.5	49.928	44.51								
T	39.319192000	-96.354580000	1107.2		331.4	7.0	49.959	163.65								
T	39.319344000	-96.354698000	1108.6		329.0	2.2	49.971	64.65								
T	39.320150000	-96.355326000	1114.2		328.9	1.6	50.036	343.16								
T	39.320730000	-96.355754000	1127.0		330.3	5.3	50.082	243.50								
T	39.321368000	-96.356298000	1142.8		326.6	5.7	50.135	278.73								
T	39.321867000	-96.356760000	1153.5		324.4	4.8	50.177	223.88								
T	39.322220000	-96.357142000	1158.1		320.1	2.8	50.209	167.96								
T	39.322566000	-96.357583000	1166.3		315.4	4.6	50.243	177.34								
T	39.322922000	-96.358073000	1163.0		313.2	-1.7	50.278	189.82								
T	39.323533000	-96.358947000	1168.4		312.1	1.6	50.342	332.67								
T	39.324244000	-96.359949000	1166.6		312.5	-0.5	50.414	383.96								
T	39.325089000	-96.361160000	1164.0		312.1	-0.6	50.501	460.55								
T	39.325918000	-96.362362000	1159.1		311.7	-1.1	50.588	454.76								
T	39.326020000	-96.362505000	1160.3		312.7	2.2	50.598	54.93								
T	39.326444000	-96.363101000	1154.5		312.6	-2.5	50.641	228.65								
T	39.326932000	-96.363755000	1171.1		314.0	6.5	50.690	256.57								
T	39.327271000	-96.364118000	1173.9		320.4	1.7	50.720	160.60								
T	39.327621000	-96.364454000	1176.3		323.4	1.5	50.750	159.02								
T	39.328135000	-96.364881000	1169.9		327.3	-2.9	50.793	222.81								
T	39.328645000	-96.365254000	1175.3		330.5	2.5	50.833	213.64								
T	39.328901000	-96.365421000	1179.6		333.2	4.2	50.853	104.53								
T	39.329335000	-96.365651000	1181.5		337.7	1.1	50.885	170.95								
T	39.332195000	-96.366854000	1196.8		342.0	1.4	51.093	1095.91								
T	39.333341000	-96.367301000	1204.9		343.2	1.9	51.175	436.16								
T	39.333382000	-96.367316000	1204.8		344.2	-0.9	51.178	15.53								
T	39.333399000	-96.367324000	1204.8		340.0	-0.2	51.180	6.59								
T	39.334503000	-96.367813000	1200.2		341.1	-1.1	51.260	425.25								
T	39.334980000	-96.368106000	1200.7		334.6	0.3	51.297	192.50								
T	39.335538000	-96.368498000	1207.0		331.5	2.7	51.340	231.53								
T	39.337626000	-96.370301000	1200.3		326.3	-0.7	51.514	915.71								
T	39.338045000	-96.370676000	1204.4		325.3	2.2	51.549	185.86								
T	39.338897000	-96.371438000	1183.3		325.3	-5.6	51.621	377.84								
T	39.340005000	-96.372442000	1187.7		325.0	0.9	51.714	493.48								
T	39.340875000	-96.373210000	1170.4		325.7	-4.5	51.787	384.20								
T	39.341185000	-96.373484000	1176.3		325.6	4.3	51.813	136.95								
T	39.342322000	-96.374497000	1190.5		325.4	2.8	51.908	503.59								
T	39.342932000	-96.375004000	1189.1		327.3	-0.5	51.958	264.44								
T	39.343639000	-96.375640000	1197.1		325.2	2.5	52.018	314.12								
T	39.344240000	-96.376161000	1200.8		326.2	1.4	52.068	263.88								
T	39.344903000	-96.376736000	1221.4		326.2	7.1	52.123	291.15								
T	39.346637000	-96.378294000	1252.2		325.2	4.0	52.269	770.12								
T	39.348039000	-96.379547000	1270.1		325.4	2.9	52.386	621.58								
T	39.348524000	-96.379960000	1264.8		326.6	-2.5	52.427	211.78								
T	39.349090000	-96.380376000	1284.6		330.4	8.3	52.472	237.37								
T	39.349551000	-96.380661000	1285.9		334.4	0.7	52.507	186.26								
T	39.350282000	-96.380990000	1281.4		340.8	-1.6	52.560	282.05								
T	39.351544000	-96.381488000	1303.2		343.0	4.5	52.651	480.77								
T	39.352766000	-96.381945000	1321.9		343.9	4.0	52.739	463.49								
T	39.354711000	-96.382715000	1328.6		343.0	0.9	52.879	741.17								
T	39.358079000	-96.384042000	1323.8		343.1	-0.4	53.122	1282.89								
T	39.361132000	-96.385243000	1295.9		343.1	-2.4	53.343	1162.74								
T	39.362685000	-96.385853000	1292.3		343.1	-0.6	53.455	591.39								
T	39.363449000	-96.386124000	1282.7		344.7	-3.3	53.509	288.64								
T	39.363793000	-96.386246000	1281.7		344.7	-0.7	53.534	129.96								
T	39.367747000	-96.387795000	1329.7		343.2	3.2	53.819	1505.35								
T	39.367994000	-96.387896000	1323.6		342.5	-6.5	53.837	94.39								
T	39.368980000	-96.388300000	1325.2		342.4	0.4	53.908	376.87								
T	39.369793000	-96.388650000	1333.1		341.6	2.5	53.967	312.23								
T	39.370103000	-96.388845000	1332.9		334.1	-0.2	53.991	125.66								
T	39.370335000	-96.389011000	1331.3		331.1	-1.6	54.009	96.66								
T	39.370416000	-96.389068000	1330.4		331.5	-2.8	54.016	33.62								
T	39.371011000	-96.389491000	1320.1		331.2	-4.2	54.063	247.53								
T	39.371526000	-96.389949000	1318.9		325.5	-0.5	54.106	227.94								
T	39.371891000	-96.390332000	1313.4		321.0	-3.2	54.138	171.47								
T	39.371981000	-96.390437000	1314.9		318.0	3.5	54.147	44.23								
T	39.372179000	-96.390668000	1321.0		318.0	6.2	54.165	97.30								
T	39.372432000	-96.391006000	1325.1		314.1	3.1	54.190	132.75								
T	39.372804000	-96.391549000	1320.0		311.5	-2.5	54.229	204.76								
T	39.373850000	-96.393258000	1283.7		308.4	-5.9	54.346	615.30								
T	39.374316000	-96.393955000	1280.7		310.9	-1.2	54.395	260.07								
T	39.374493000	-96.394230000	1278.6		309.8	-2.0	54.414	101.00								
T	39.375015000	-96.395038000	1281.9		309.9	1.1	54.470	297.20								
T	39.375545000	-96.395924000	1279.5		307.7	-0.8	54.530	316.24								
T	39.376192000	-96.396973000	1267.3		308.6	-3.2	54.602	378.79								
T	39.376629000	-96.397659000	1260.5		309.5	-2.7	54.649	250.89								
T	39.377081000	-96.398375000	1258.4		309.2	-0.8	54.699	260.91								
T	39.377813000	-96.399557000	1267.9		308.7	2.2	54.780	427.48								
T	39.377932000	-96.399750000	1264.1		308.6	-5.5	54.793	69.68								
T	39.378360000	-96.400387000	1253.1		311.0	-4.6	54.838	238.18								
T	39.379114000	-96.401638000	1223.9		307.9	-6.5	54.923	447.76								
T	39.379310000	-96.401945000	1215.6		309.6	-7.4	54.944	112.38								
T	39.379457000	-96.402176000	1217.5		309.5	2.3	54.960	84.45								
T	39.379844000	-96.402811000	1218.5		308.3	0.4	55.003	228.24								
T	39.380302000	-96.403537000	1204.2		309.2	-5.4	55.054	264.48								
T	39.380786000	-96.404272000	1193.0		310.4	-4.1	55.105	272.49								
T	39.380984000	-96.404554000	1189.7		312.3	-3.1	55.126	107.50								
T	39.381191000	-96.404847000	1181.8		312.4	-7.0	55.147	112.00								
T	39.381541000	-96.405271000	1164.9		316.9	-9.6	55.180	174.98								
T	39.381663000	-96.405383000	1165.9		324.6	1.8	55.190	54.56								
T	39.381892000	-96.405595000	1168.4		324.4	2.4	55.210	102.71								
T	39.381939000	-96.405638000	1169.0		324.7	2.4	55.214	21.00								
T	39.382379000	-96.405988000	1161.6		328.4	-3.9	55.249	188.35								
T	39.382443000	-96.406026000	1159.7		335.3	-7.6	55.254	25.67								
T	39.382738000	-96.406198000	1158.3		335.7	-1.2	55.277	117.94								
T	39.383028000	-96.406367000	1158.1		335.8	-0.1	55.298	115.93								
T	39.383307000	-96.406477000	1152.2		343.1	-5.6	55.319	106.28								
T	39.383675000	-96.406633000	1148.5		341.9	-2.6	55.345	141.11								
T	39.383972000	-96.406701000	1147.5		350.0	-0.9	55.366	109.88								
T	39.384551000	-96.406919000	1142.4		343.8	-2.3	55.408	219.72								
T	39.385405000	-96.407266000	1157.7		342.6	4.7	55.470	326.16								
T	39.385664000	-96.407367000	1159.5		343.2	1.9	55.488	98.57								
T	39.385869000	-96.407403000	1161.4		352.3	2.5	55.502	75.36								
T	39.386166000	-96.407443000	1160.6		354.1	-0.7	55.523	108.77								
T	39.386418000	-96.407484000	1157.6		352.8	-3.3	55.541	92.52								
T	39.386754000	-96.407489000	1155.9		359.3	-1.4	55.564	122.40								
T	39.387735000	-96.407502000	1154.8		359.4	-0.3	55.631	357.35								
T	39.388921000	-96.407494000	1164.8		0.3	2.3	55.713	432.00								
T	39.390114000	-96.407646000	1170.2		354.4	1.3	55.796	436.67								
T	39.391037000	-96.407631000	1169.2		0.7	-0.3	55.860	336.23								
T	39.391833000	-96.407617000	1179.9		0.8	3.7	55.915	289.97								
T	39.392402000	-96.407627000	1178.6		359.2	-0.6	55.954	207.28								
T	39.392962000	-96.407633000	1169.1		359.5	-4.7	55.992	203.99								
T	39.393502000	-96.407616000	1164.1		1.4	-2.5	56.030	196.75								
T	39.393827000	-96.407623000	1162.9		359.0	-1.0	56.052	118.40								
T	39.396901000	-96.407509000	1174.4		1.6	1.0	56.264	1120.16								
T	39.397132000	-96.407501000	1179.0		1.5	5.4	56.280	84.17								
T	39.399308000	-96.407601000	1220.1		358.0	5.2	56.430	793.11								
T	39.399381000	-96.407597000	1221.5		2.4	5.3	56.435	26.61								
T	39.400162000	-96.407598000	1234.8		359.9	4.7	56.489	284.48								
T	39.401339000	-96.407594000	1220.4		0.2	-3.3	56.571	428.72								
T	39.402002000	-96.407602000	1240.2		359.5	8.2	56.616	241.51								
T	39.403095000	-96.407609000	1233.2		359.7	-1.8	56.692	398.13								
T	39.404323000	-96.407605000	1228.5		0.1	-1.1	56.776	447.30								
T	39.405364000	-96.407604000	1230.1		0.0	0.4	56.848	379.18								
T	39.406555000	-96.407606000	1240.5		359.9	2.4	56.930	433.82								
T	39.407167000	-96.407603000	1255.5		0.2	6.7	56.973	222.92								
T	39.408548000	-96.407598000	1243.0		0.2	-2.5	57.068	503.03								
T	39.409444000	-96.407593000	1223.8		0.2	-5.9	57.130	326.37								
T	39.409824000	-96.407584000	1224.1		1.0	0.3	57.156	138.44								
T	39.411178000	-96.407586000	1238.9		359.9	3.0	57.249	493.19								
T	39.411601000	-96.407580000	1240.6		0.6	1.1	57.279	154.09								
T	39.412375000	-96.407578000	1254.5		0.1	5.0	57.332	281.93								
T	39.412413000	-96.407578000	1255.4		0.0	6.5	57.335	13.84								
T	39.413836000	-96.407567000	1246.1		0.3	-1.8	57.433	518.34								
T	39.414939000	-96.407553000	1272.2		0.6	6.5	57.509	401.79								
T	39.414961000	-96.407553000	1272.5		0.0	3.2	57.510	8.01								
T	39.417784000	-96.407539000	1222.1		0.2	-4.9	57.705	1028.29								
T	39.418562000	-96.407532000	1210.7		0.4	-4.0	57.759	283.39								
T	39.419227000	-96.407538000	1212.1		359.6	0.6	57.805	242.23								
T	39.419880000	-96.407535000	1232.0		0.2	8.4	57.850	237.86								
T	39.420619000	-96.407522000	1257.1		0.8	9.3	57.901	269.21								
T	39.421774000	-96.407517000	1265.5		0.2	2.0	57.980	420.71								
T	39.424179000	-96.407501000	1276.4		0.3	1.2	58.146	876.03								
T	39.425472000	-96.407485000	1278.8		0.5	0.5	58.235	471.00								
T	39.427526000	-96.407472000	1261.9		0.3	-2.3	58.377	748.18								
T	39.428616000	-96.407469000	1266.1		0.1	1.0	58.452	397.03								
T	39.429453000	-96.407464000	1270.4		0.3	1.4	58.510	304.88								
T	39.431232000	-96.407448000	1295.5		0.4	3.9	58.633	648.02								
T	39.432927000	-96.407444000	1324.7		0.1	4.7	58.750	617.41								
T	39.433906000	-96.407448000	1328.5		359.8	1.1	58.817	356.60								
T	39.435685000	-96.407446000	1313.5		0.0	-2.3	58.940	648.00								
T	39.438869000	-96.407472000	1294.6		359.6	-1.6	59.160	1159.80								
T	39.440373000	-96.407477000	1286.9		359.9	-1.4	59.263	547.84								
T	39.442368000	-96.407492000	1304.4		359.7	2.4	59.401	726.69								
T	39.442811000	-96.407491000	1318.8		0.1	8.9	59.432	161.36								
T	39.447794000	-96.407520000	1342.3		359.7	1.3	59.775	1815.09								
T	39.448826000	-96.407508000	1354.3		0.5	3.2	59.847	375.92								
T	39.449945000	-96.407514000	1366.7		359.8	3.0	59.924	407.60								
T	39.450366000	-96.407513000	1371.2		0.1	2.9	59.953	153.35								
T	39.451958000	-96.407538000	1381.4		359.3	1.8	60.063	579.93								
T	39.453746000	-96.407538000	1409.4		0.0	4.3	60.186	651.28								
T	39.457570000	-96.407549000	1388.6		359.9	-1.5	60.450	1392.91								
T	39.460410000	-96.407535000	1413.5		0.2	2.4	60.646	1034.49								
T	39.463915000	-96.407527000	1387.8		0.1	-2.0	60.888	1276.71								
T	39.464867000	-96.407528000	1384.5		360.0	-1.0	60.953	346.77								
T	39.467908000	-96.407539000	1417.0		359.8	2.9	61.163	1107.70								
T	39.468552000	-96.407602000	1397.4		355.7	-8.3	61.208	235.25								
T	39.468984000	-96.407609000	1396.2		359.3	-0.8	61.237	157.37								
T	39.469660000	-96.407588000	1396.1		1.4	-0.0	61.284	246.31								
T	39.499677000	-96.407378000	1527.4		0.3	1.2	63.355	10933.99								
T	39.499724000	-96.407377000	1527.4		0.9	0.1	63.358	17.12								
T	39.500620000	-96.407371000	1537.4		0.3	3.0	63.420	326.38								
T	39.503219000	-96.407350000	1526.0		0.4	-1.2	63.599	946.72								
T	39.507904000	-96.407312000	1534.7		0.4	0.5	63.922	1706.57								
T	39.509720000	-96.407305000	1498.0		0.2	-5.5	64.048	661.49								
T	39.512718000	-96.407305000	1495.7		0.0	-0.2	64.255	1092.04								
T	39.516087000	-96.407283000	1487.1		0.3	-0.7	64.487	1227.20								
T	39.519904000	-96.407279000	1500.1		0.0	0.9	64.750	1390.37								
T	39.521436000	-96.407266000	1480.7		0.4	-3.5	64.856	558.05								
T	39.522305000	-96.407254000	1487.2		0.6	2.0	64.916	316.56								
T	39.522403000	-96.407254000	1484.9		0.0	-6.5	64.923	35.70								
T	39.525526000	-96.407196000	1469.8		0.8	-1.3	65.138	1137.69								
T	39.528235000	-96.407167000	1464.3		0.5	-0.6	65.325	986.81								
T	39.529712000	-96.407163000	1455.9		0.1	-1.6	65.427	538.01								
T	39.531085000	-96.407134000	1447.2		0.9	-1.7	65.522	500.19								
T	39.532753000	-96.407134000	1452.7		0.0	0.9	65.637	607.58								
T	39.533835000	-96.407126000	1400.5		0.3	-13.2	65.711	394.13								
T	39.534644000	-96.407118000	1401.9		0.4	0.4	65.767	294.69								
T	39.536887000	-96.407093000	1450.1		0.5	5.9	65.922	817.06								
T	39.539298000	-96.407079000	1459.0		0.3	1.0	66.088	878.23								
T	39.542662000	-96.407067000	1445.2		0.2	-1.1	66.320	1225.37								
T	39.544856000	-96.407051000	1449.4		0.3	0.5	66.472	799.20								
T	39.549289000	-96.407080000	1343.6		359.7	-6.6	66.778	1614.78								
T	39.549778000	-96.407082000	1340.9		359.8	-1.5	66.811	178.12								
T	39.551438000	-96.407109000	1331.0		359.3	-1.6	66.926	604.72								
T	39.555016000	-96.407130000	1358.3		359.7	2.1	67.173	1303.33								
T	39.557698000	-96.407182000	1410.9		359.1	5.4	67.358	977.05								
T	39.560446000	-96.407198000	1357.3		359.7	-5.4	67.547	1000.99								
T	39.563380000	-96.407240000	1384.5		359.4	2.5	67.750	1068.80								
T	39.564469000	-96.407278000	1360.3		358.5	-6.1	67.825	396.82								
T	39.566055000	-96.407312000	1364.4		359.1	0.7	67.934	577.80								
T	39.568938000	-96.407379000	1304.3		359.0	-5.7	68.133	1050.33								
T	39.579508000	-96.407627000	1317.1		359.0	0.3	68.863	3850.86								
T	39.580667000	-96.407654000	1311.1		359.0	-1.4	68.943	422.25								
T	39.582324000	-96.407705000	1292.3		358.6	-3.1	69.057	603.75								
T	39.583619000	-96.407758000	1267.2		358.2	-5.3	69.146	471.95								
T	39.584577000	-96.407793000	1236.8		358.4	-8.7	69.212	349.10								
T	39.588520000	-96.407909000	1216.9		358.7	-1.4	69.484	1436.65								
T	39.588941000	-96.407903000	1215.1		0.6	-1.2	69.514	153.36								
T	39.589756000	-96.407910000	1217.4		359.6	0.8	69.570	296.88								
T	39.592784000	-96.407921000	1238.5		359.8	1.9	69.779	1102.99								
T	39.594927000	-96.407885000	1248.8		0.7	1.3	69.927	780.68								
T	39.595089000	-96.407882000	1253.2		0.8	7.4	69.938	59.02								
T	39.597171000	-96.407857000	1277.5		0.5	3.2	70.081	758.43								
T	39.599369000	-96.407853000	1284.2		0.1	0.8	70.233	800.65								
T	39.601361000	-96.407836000	1298.5		0.4	2.0	70.370	725.63								
T	39.602434000	-96.407835000	1312.2		0.0	3.5	70.444	390.85								
T	39.602705000	-96.407837000	1312.3		359.7	0.2	70.463	98.72								
T	39.603085000	-96.407834000	1309.0		0.3	-2.4	70.489	138.42								
T	39.603603000	-96.407834000	1302.0		0.0	-3.7	70.525	188.69								
T	39.605876000	-96.407806000	1281.0		0.5	-2.5	70.682	828.01								
T	39.609682000	-96.407818000	1267.0		359.9	-1.0	70.944	1386.39								
T	39.611022000	-96.407826000	1250.0		359.7	-3.5	71.037	488.12								
T	39.614767000	-96.407850000	1283.3		359.7	2.4	71.295	1364.18								
T	39.616301000	-96.407872000	1300.7		359.4	3.1	71.401	558.81								
T	39.617001000	-96.407883000	1279.3		359.3	-8.4	71.449	255.00								
T	39.618082000	-96.407888000	1274.6		359.8	-1.2	71.524	393.77								
T	39.624273000	-96.407919000	1298.9		359.8	1.1	71.951	2255.17								
T	39.625543000	-96.407924000	1291.1		359.8	-1.7	72.039	462.62								
T	39.627805000	-96.407917000	1244.3		0.1	-5.7	72.195	823.97								
T	39.628624000	-96.407938000	1237.1		358.9	-2.4	72.251	298.39								
T	39.629333000	-96.407923000	1250.4		0.9	5.1	72.300	258.30								
T	39.631488000	-96.407924000	1265.2		360.0	1.9	72.449	784.99								
T	39.633872000	-96.407922000	1289.4		0.0	2.8	72.613	868.40								
T	39.634445000	-96.407899000	1292.7		1.8	1.5	72.653	208.82								
T	39.636030000	-96.407927000	1326.1		359.2	5.8	72.762	577.41								
T	39.636549000	-96.407959000	1330.6		357.3	2.4	72.798	189.27								
T	39.636908000	-96.408020000	1337.7		352.5	5.4	72.823	131.89								
T	39.637267000	-96.408139000	1337.6		345.7	-0.1	72.849	135.00								
T	39.637544000	-96.408244000	1336.2		343.7	-1.3	72.869	105.15								
T	39.637994000	-96.408464000	1327.0		339.4	-5.3	72.902	175.24								
T	39.638795000	-96.408989000	1321.5		333.2	-1.7	72.964	327.10								
T	39.639214000	-96.409375000	1318.0		324.6	-1.9	72.999	187.38								
T	39.639611000	-96.409824000	1326.8		318.9	4.6	73.036	192.10								
T	39.639986000	-96.410386000	1327.1		310.9	0.2	73.075	209.07								
T	39.640071000	-96.410532000	1326.6		307.1	-0.9	73.085	51.47								
T	39.641126000	-96.412310000	1328.6		307.6	0.3	73.204	631.20								
T	39.642520000	-96.414702000	1322.4		307.1	-0.7	73.364	843.58								
T	39.642924000	-96.415281000	1325.3		312.2	1.3	73.406	219.65								
T	39.643201000	-96.415642000	1321.5		314.9	-2.6	73.433	143.24								
T	39.643700000	-96.416147000	1317.0		322.1	-2.0	73.477	230.79								
T	39.644193000	-96.416537000	1323.9		328.7	3.3	73.517	210.50								
T	39.644539000	-96.416798000	1316.4		329.8	-5.1	73.544	145.90								
T	39.645189000	-96.417117000	1301.6		339.3	-5.8	73.592	253.24								
T	39.645615000	-96.417250000	1306.1		346.5	2.8	73.622	159.63								
T	39.646077000	-96.417342000	1303.3		351.3	-1.6	73.655	170.27								
T	39.646101000	-96.417347000	1302.9		350.9	-4.5	73.656	8.86								
T	39.653137000	-96.417385000	1249.6		359.8	-2.1	74.142	2562.99								
T	39.655942000	-96.417370000	1198.1		0.2	-5.0	74.335	1021.77								
T	39.656448000	-96.417359000	1187.6		1.0	-5.7	74.370	184.34								
T	39.656611000	-96.417353000	1182.9		1.6	-7.9	74.381	59.40								
T	39.657925000	-96.417371000	1178.4		359.4	-0.9	74.472	478.67								
T	39.660639000	-96.417340000	1187.3		0.5	0.9	74.659	988.65								
T	39.662040000	-96.417347000	1203.3		359.8	3.1	74.756	510.34								
T	39.662952000	-96.417351000	1199.2		359.8	-1.2	74.819	332.21								
T	39.665637000	-96.417338000	1249.6		0.2	5.1	75.004	978.06								
T	39.667582000	-96.417333000	1265.2		0.1	2.2	75.138	708.50								
T	39.673843000	-96.417292000	1208.0		0.3	-2.5	75.570	2280.70								
T	39.673999000	-96.417292000	1203.3		0.0	-8.4	75.581	56.83								
T	39.674830000	-96.417278000	1209.6		0.7	2.1	75.638	302.73								
T	39.675650000	-96.417262000	1212.5		0.9	1.0	75.695	298.73								
T	39.680824000	-96.417181000	1256.6		0.7	2.3	76.052	1884.85								
T	39.682063000	-96.417162000	1247.3		0.7	-2.0	76.137	451.36								
T	39.687360000	-96.417093000	1217.2		0.6	-1.6	76.503	1929.62								
T	39.688625000	-96.417077000	1228.5		0.6	2.4	76.590	460.82								
T	39.689294000	-96.417101000	1231.9		358.4	1.4	76.636	243.79								
T	39.689752000	-96.417141000	1238.2		356.2	3.8	76.668	167.21								
T	39.690046000	-96.417193000	1242.2		352.2	3.8	76.688	108.09								
T	39.690757000	-96.417388000	1256.6		348.1	5.4	76.739	264.74								
T	39.691793000	-96.417705000	1257.4		346.8	0.2	76.812	387.78								
T	39.692908000	-96.418075000	1230.5		345.7	-6.4	76.891	419.29								
T	39.693524000	-96.418276000	1225.1		345.9	-2.3	76.935	231.41								
T	39.694267000	-96.418467000	1189.6		348.8	-12.9	76.988	275.94								
T	39.694644000	-96.418529000	1171.7		352.8	-12.9	77.014	138.43								
T	39.695217000	-96.418573000	1160.0		356.6	-5.6	77.053	209.09								
T	39.695873000	-96.418617000	1135.2		357.0	-10.4	77.099	239.28								
T	39.696392000	-96.418617000	1134.9		0.0	-0.2	77.134	189.05								
T	39.697184000	-96.418661000	1136.6		357.6	0.6	77.189	288.77								
T	39.698471000	-96.418741000	1150.8		357.3	3.0	77.278	469.35								
T	39.698653000	-96.418759000	1150.8		355.6	0.0	77.291	66.49								
T	39.698702000	-96.418764000	1151.9		355.5	6.1	77.294	17.90								
T	39.699580000	-96.418773000	1135.7		359.5	-5.1	77.355	319.84								
T	39.700114000	-96.418769000	1136.6		0.3	0.4	77.391	194.52								
T	39.700277000	-96.418768000	1141.3		0.3	7.9	77.403	59.38								
T	39.700625000	-96.418764000	1142.0		0.5	0.6	77.427	126.77								
T	39.701193000	-96.418759000	1141.6		0.4	-0.2	77.466	206.91								
T	39.701686000	-96.418755000	1148.4		0.4	3.8	77.500	179.59								
