unix_timestamp,speed_mps,temperature,relative_humidity,surface_pressure
1713131871213.0,10.97057091125489,24,0.374,972.8
1713131871264.0,10.97057091125489,24,0.374,972.8
1713131871314.0,10.97057091125489,24,0.374,972.8
1713131871365.0,10.97057091125489,24,0.374,972.8
1713131871415.0,10.97057091125489,24,0.374,972.8
1713131871466.0,10.97057091125489,24,0.374,972.8
1713131871516.0,10.877861918945307,24,0.374,972.8
1713131871567.0,10.877861918945307,24,0.374,972.8
1713131871617.0,10.877861918945307,24,0.374,972.8
1713131871668.0,10.877861918945307,24,0.374,972.8
1713131871718.0,10.877861918945307,24,0.374,972.8
1713131871769.0,10.877861918945307,24,0.374,972.8
1713131871819.0,10.877861918945307,24,0.374,972.8
1713131871870.0,10.877861918945307,24,0.374,972.8
1713131871920.0,10.877861918945307,24,0.374,972.8
1713131871971.0,10.877861918945307,24,0.374,972.8
1713131872021.0,10.877861918945307,24,0.374,972.8
1713131872072.0,10.877861918945307,24,0.374,972.8
1713131872122.0,10.877861918945307,24,0.374,972.8
1713131872173.0,10.877861918945307,24,0.374,972.8
1713131872223.0,10.877861918945307,24,0.374,972.8
1713131872274.0,10.877861918945307,24,0.374,972.8
1713131872324.0,10.877861918945307,24,0.374,972.8
1713131872375.0,10.877861918945307,24,0.374,972.8
1713131872426.0,10.877861918945307,24,0.374,972.8
1713131872476.0,10.877861918945307,24,0.374,972.8
1713131872526.0,10.877861918945307,24,0.374,972.8
1713131872577.0,10.877861918945307,24,0.374,972.8
1713131872627.0,10.877861918945307,24,0.374,972.8
1713131872678.0,10.877861918945307,24,0.374,972.8
1713131872728.0,10.877861918945307,24,0.374,972.8
1713131872779.0,10.877861918945307,24,0.374,972.8
1713131872829.0,10.877861918945307,24,0.374,972.8
1713131872880.0,10.877861918945307,24,0.374,972.8
1713131872930.0,10.877861918945307,24,0.374,972.8
1713131872981.0,10.877861918945307,24,0.374,972.8
1713131873031.0,10.877861918945307,24,0.374,972.8
1713131873082.0,10.877861918945307,24,0.374,972.8
1713131873132.0,10.877861918945307,24,0.374,972.8
1713131873183.0,10.877861918945307,24,0.374,972.8
1713131873233.0,10.877861918945307,24,0.374,972.8
1713131873284.0,10.877861918945307,24,0.374,972.8
1713131873335.0,10.877861918945307,24,0.374,972.8
1713131873386.0,10.877861918945307,24,0.374,972.8
1713131873437.0,10.877861918945307,24,0.374,972.8
1713131873486.0,10.877861918945307,24,0.374,972.8
1713131873543.0,10.877861918945307,24,0.374,972.8
1713131873587.0,10.877861918945307,24,0.374,972.8
1713131873638.0,10.877861918945307,24,0.374,972.8
1713131873688.0,10.877861918945307,24,0.374,972.8
1713131873739.0,10.877861918945307,24,0.374,972.8
1713131873794.0,10.877861918945307,24,0.374,972.8
1713131873840.0,10.877861918945307,24,0.374,972.8
1713131873890.0,10.877861918945307,24,0.374,972.8
1713131873943.0,10.877861918945307,24,0.374,972.8
1713131873991.0,10.877861918945307,24,0.374,972.8
1713131874042.0,10.877861918945307,24,0.374,972.8
1713131874143.0,10.692443934326185,24,0.374,972.8
1713131874345.0,10.692443934326185,24,0.374,972.8
1713131874398.0,10.692443934326185,24,0.374,972.8
1713131874468.0,10.692443934326185,24,0.374,972.8
1713131874496.0,10.692443934326185,24,0.374,972.8
1713131874546.0,10.692443934326185,24,0.374,972.8
1713131874597.0,10.692443934326185,24,0.374,972.8
1713131874647.0,10.692443934326185,24,0.374,972.8
1713131874698.0,10.692443934326185,24,0.374,972.8
1713131874748.0,10.692443934326185,24,0.374,972.8
