Reynolds_Number,Drag_Coefficient
1411599.033,0.937399649
1411599.033,0.937399649
1411599.033,0.937399649
1411599.033,0.937399649
1411599.033,0.937399649
1411599.033,0.937399649
1411599.033,0.937399649
1411599.033,0.937399649
1411599.033,0.937399649
1411599.033,0.937399649
1411599.033,0.937399649
1411599.033,0.937399649
