timestamp,speed,pack_voltage,headlights_led_en,motor_current,fan_speed,air_temp,pack_power,soc
1559932130,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932131,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932132,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932133,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932134,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932135,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932136,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932137,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932138,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932139,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932140,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932141,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932142,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932143,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932144,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932145,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932146,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932147,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932148,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932149,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932150,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932151,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932152,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932153,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932154,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932155,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932156,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932157,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932158,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932159,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932160,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932161,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932162,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932163,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932164,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932165,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932166,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932167,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932168,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932169,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932170,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932171,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932172,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932173,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932174,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932175,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932176,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932177,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932178,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932179,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932180,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932181,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932182,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932183,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932184,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932185,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932186,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932187,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932188,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932189,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932190,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932191,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932192,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932193,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932194,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932195,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932196,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932197,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932198,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932199,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932200,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932201,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932202,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932203,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932204,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932205,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932206,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932207,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932208,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932209,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932210,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932211,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932212,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932213,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932214,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932215,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932216,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932217,0.0,100.800003051758,0,0,3,-10000.0,695.52001953125,60.5
1559932218,0.0,100.800003051758,0,0,3,-10000.0,695.52001953125,60.5
1559932219,0.0,100.800003051758,0,0,3,-10000.0,695.52001953125,60.5
1559932220,0.0,100.800003051758,0,0,3,-10000.0,1179.35998535156,60.5
1559932221,0.0,100.800003051758,0,0,3,-10000.0,1179.35998535156,60.5
1559932222,0.0,100.699996948242,0,0,3,-10000.0,40.2799987792969,60.5
1559932223,0.0,100.699996948242,0,0,3,-10000.0,40.2799987792969,60.5
1559932224,0.0,100.599998474121,0,0,3,-10000.0,40.2400016784668,60.5
1559932225,0.0,100.599998474121,0,0,3,-10000.0,40.2400016784668,60.5
1559932226,0.0,100.599998474121,0,0,3,-10000.0,30.1800003051758,60.5
1559932227,0.0,100.599998474121,0,0,3,-10000.0,30.1800003051758,60.5
1559932228,0.0,100.599998474121,0,0,3,-10000.0,30.1800003051758,60.5
1559932229,0.0,100.599998474121,0,0,3,-10000.0,30.1800003051758,60.5
1559932230,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932231,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932232,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932233,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932234,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932235,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932236,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932237,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932238,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932239,0.0,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932240,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932241,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932242,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932243,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932244,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932245,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932246,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932247,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932248,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932249,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932250,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932251,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932252,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932253,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932254,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932255,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932256,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932257,0.0,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932258,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932259,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932260,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932261,0.138256147503853,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932262,0.138256147503853,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932263,0.138256147503853,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932264,0.138256147503853,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932265,0.138256147503853,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932266,0.138256147503853,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932267,0.138256147503853,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932268,0.138256147503853,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932269,0.138256147503853,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932270,0.138256147503853,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932271,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932272,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932273,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932274,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932275,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932276,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932277,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932278,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932279,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932280,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932281,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932282,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932283,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932284,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932285,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932286,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932287,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932288,0.138256147503853,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932289,0.276512295007706,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932290,0.276512295007706,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932291,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932292,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932293,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932294,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932295,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932296,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932297,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932298,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932299,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932300,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932301,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932302,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932303,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932304,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932305,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932306,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932307,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932308,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932309,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932310,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932311,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932312,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932313,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932314,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932315,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932316,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932317,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932318,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932319,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932320,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932321,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932322,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932323,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932324,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932325,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932326,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932327,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932328,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932329,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932330,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932331,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932332,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932333,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932334,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932335,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932336,0.207384243607521,100.800003051758,0,0,3,-10000.0,40.3200035095215,60.5
1559932337,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
1559932338,0.207384243607521,100.800003051758,0,0,3,-10000.0,30.2400016784668,60.5
